Date,LIDALY,LISAME,LICOMX,LILAMC,LIEALC,LIEABG,LILMEX,LIANTC,LIANTH,LIICBG,LIICIN
2018-03-15,23.766,,,,,,,156500.0,159000.0,,
2018-03-16,23.766,,,,,,,156500.0,159000.0,,
2018-03-19,23.766,,,,,,,156500.0,159000.0,,
2018-03-20,23.766,,,,,,,156500.0,159000.0,,
2018-03-21,23.766,,,,,,,156500.0,159000.0,,
2018-03-22,23.766,,,,,,,156500.0,159000.0,,
2018-03-23,23.766,,,,,,,,,,
2018-03-26,23.766,,,,,,,156500.0,161000.0,,
2018-03-27,23.766,,,,,,,156500.0,161000.0,,
2018-03-28,23.766,,,,,,,156500.0,161000.0,,
2018-03-29,23.766,,,,,,,156500.0,161000.0,,
2018-03-30,23.766,,,,,,,156500.0,161000.0,,
2018-03-31,,14750.0,,,,,,,,,
2018-04-02,23.766,,,,,,,154500.0,161000.0,,
2018-04-03,23.612,,,,,,,154500.0,161000.0,,
2018-04-04,23.612,,,,,,,154500.0,161000.0,,
2018-04-08,,,,,,,,154500.0,,,
2018-04-09,23.612,,,,,,,154500.0,161000.0,,
2018-04-10,23.612,,,,,,,145500.0,161000.0,,
2018-04-11,23.612,,,,,,,145500.0,161000.0,,
2018-04-12,23.305,,,,,,,145500.0,161000.0,,
2018-04-13,22.997,,,,,,,145500.0,161000.0,,
2018-04-16,22.536,,,,,,,145500.0,158500.0,,
2018-04-17,22.536,,,,,,,145500.0,157000.0,,
2018-04-18,22.536,,,,,,,145500.0,157000.0,,
2018-04-19,22.536,,,,,,,145500.0,157000.0,,
2018-04-20,22.536,,,,,,,142500.0,157000.0,,
2018-04-23,22.536,,,,,,,142500.0,157000.0,,
2018-04-24,22.382,,,,,,,142500.0,157000.0,,
2018-04-25,22.382,,,,,,,142500.0,157000.0,,
2018-04-26,22.074,,,,,,,142500.0,157000.0,,
2018-04-27,22.074,,,,,,,142500.0,157000.0,,
2018-04-28,,,,,,,,142500.0,,,
2018-04-30,,14750.0,,,,,,,,,
2018-05-02,21.843,,,,,,,142500.0,157000.0,,
2018-05-03,21.689,,,,,,,142500.0,157000.0,,
2018-05-04,21.689,,,,,,,140500.0,157000.0,,
2018-05-07,21.689,,,,,,,140500.0,157000.0,,
2018-05-08,21.689,,,,,,,140500.0,157000.0,,
2018-05-09,21.689,,,,,,,140500.0,157000.0,,
2018-05-10,21.689,,,,,,,139500.0,157000.0,,
2018-05-11,21.689,,,,,,,139500.0,157000.0,,
2018-05-14,21.689,,,,,,,139500.0,157000.0,,
2018-05-15,21.689,,,,,,,139500.0,157000.0,,
2018-05-16,21.689,,,,,,,139500.0,157000.0,,
2018-05-17,21.689,,,,,,,139500.0,157000.0,,
2018-05-18,21.689,,,,,,,139500.0,157000.0,,
2018-05-21,21.689,,,,,,,139500.0,157000.0,,
2018-05-22,21.689,,,,,,,139500.0,157000.0,,
2018-05-23,21.689,,,,,,,139500.0,157000.0,,
2018-05-24,21.689,,,,,,,139500.0,157000.0,,
2018-05-25,21.689,,,,,,,139500.0,157000.0,,
2018-05-28,21.382,,,,,,,139500.0,157000.0,,
2018-05-29,20.92,,,,,,,139500.0,157000.0,,
2018-05-30,20.459,,,,,,,137500.0,157000.0,,
2018-05-31,20.459,15750.0,,,,,,137500.0,,,
2018-06-01,20.459,,,,,,,137500.0,157000.0,,
2018-06-04,20.459,,,,,,,137500.0,157000.0,,
2018-06-05,19.997,,,,,,,137500.0,155000.0,,
2018-06-06,19.536,,,,,,,137500.0,155000.0,,
2018-06-07,19.536,,,,,,,137500.0,155000.0,,
2018-06-08,19.536,,,,,,,137500.0,155000.0,,
2018-06-11,19.536,,,,,,,135500.0,155000.0,,
2018-06-12,19.536,,,,,,,135500.0,155000.0,,
2018-06-13,19.536,,,,,,,132500.0,152500.0,,
2018-06-14,19.536,,,,,,,132500.0,152500.0,,
2018-06-15,19.228,,,,,,,132500.0,152500.0,,
2018-06-19,19.228,,,,,,,132500.0,152500.0,,
2018-06-20,19.228,,,,,,,132500.0,152500.0,,
2018-06-21,19.228,,,,,,,132500.0,152500.0,,
2018-06-22,19.228,,,,,,,132500.0,152500.0,,
2018-06-25,19.228,,,,,,,130500.0,150500.0,,
2018-06-26,19.228,,,,,,,130500.0,150500.0,,
2018-06-27,18.921,,,,,,,130500.0,150500.0,,
2018-06-28,18.921,,,,,,,130500.0,150500.0,,
2018-06-29,18.921,,,,,,,129500.0,150500.0,,
2018-06-30,,15750.0,,,,,,,,,
2018-07-02,18.921,,,,,,,129500.0,150500.0,,
2018-07-03,18.613,,,,,,,129500.0,150500.0,,
2018-07-04,18.305,,,,,,,129500.0,150500.0,,
2018-07-05,18.305,,,,,,,129500.0,150500.0,,
2018-07-06,18.305,,,,,,,127500.0,147500.0,,
2018-07-09,18.305,,,,,,,127500.0,147500.0,,
2018-07-10,17.998,,,,,,,127500.0,147500.0,,
2018-07-11,17.998,,,,,,,127500.0,147500.0,,
2018-07-12,17.998,,,,,,,127500.0,147500.0,,
2018-07-13,17.998,,,,,,,127500.0,147500.0,,
2018-07-16,17.998,,,,,,,120000.0,147500.0,,
2018-07-17,17.998,,,,,,,120000.0,147500.0,,
2018-07-18,17.998,,,,,,,120000.0,147500.0,,
2018-07-19,17.998,,,,,,,120000.0,145500.0,,
2018-07-20,17.998,,,,,,,110000.0,131500.0,,
2018-07-23,17.536,,,,,,,110000.0,131500.0,,
2018-07-24,17.075,,,,,,,110000.0,131500.0,,
2018-07-25,16.613,,,,,,,110000.0,131500.0,,
2018-07-26,16.306,,,,,,,110000.0,130500.0,,
2018-07-27,16.306,,,,,,,110000.0,130500.0,,
2018-07-30,15.844,,,,,,,110000.0,130500.0,,
2018-07-31,15.844,15000.0,,,,,,105000.0,130500.0,,
2018-08-01,15.536,,,,,,,103000.0,130500.0,,
2018-08-02,15.383,,,,,,,103000.0,130500.0,,
2018-08-03,15.075,,,,,,,103000.0,128500.0,,
2018-08-06,14.921,,,,,,,103000.0,128500.0,,
2018-08-07,14.921,,,,,,,103000.0,128500.0,,
2018-08-08,14.921,,,,,,,103000.0,128500.0,,
2018-08-09,14.921,,,,,,,101500.0,128500.0,,
