Date,Price_Nickel,Price_LME,Price_SHFE,Price_WUXI,Price_India,Dailymetal,LME,SHFE,WUXI,India
2017-02-03,4.604,10225.0,83.03,84.7,689.6,0.05400517387422443,0.054123711340206215,0.02887236679058236,0.04118008604794121,0.04516520157623538
2017-02-06,4.6856,10450.0,84.8,84.95,703.1,0.017723718505647135,0.022004889975550057,0.02131759604962058,0.002951593860684776,0.019576566125290018
2017-02-07,4.7083,10355.0,84.8,84.75,696.9,0.004844630356838131,-0.009090909090909038,0.0,-0.002354326074161306,-0.00881809130991329
2017-02-08,4.7332,10495.0,84.5,85.65,701.9,0.005288533016162944,0.013520038628681785,-0.003537735849056589,0.010619469026548645,0.007174630506529001
2017-02-09,4.706,10280.0,85.2,84.8,686.3,-0.005746640750443621,-0.0204859456884231,0.008284023668639007,-0.009924109748978505,-0.022225388231941867
2017-02-10,4.731,10660.0,85.2,87.0,710.8,0.0053123671908201775,0.03696498054474717,0.0,0.02594339622641506,0.035698674049249535
2017-02-13,4.8398,10730.0,87.25,87.8,714.5,0.022997252166561122,0.0065666041275798115,0.02406103286384975,0.009195402298850519,0.005205402363534173
2017-02-14,4.9079,10770.0,88.0,87.65,720.4,0.014070829373114435,0.0037278657968313755,0.008595988538681931,-0.0017084282460135825,0.008257522743176926
2017-02-15,4.8557,10930.0,88.0,88.3,728.4,-0.010635913527170526,0.01485608170844932,0.0,0.007415858528237118,0.01110494169905607
2017-02-16,4.9305,11070.0,89.71,89.6,739.6,0.015404576065243036,0.012808783165599191,0.01943181818181805,0.014722536806341946,0.01537616694124111
2017-02-17,4.9328,11050.0,89.85,89.6,739.7,0.0004664841293986477,-0.0018066847335139746,0.0015605841043362378,0.0,0.00013520822065982152
2017-02-20,5.0077,11150.0,89.9,90.1,744.3,0.015184073953940835,0.009049773755656076,0.0005564830272677401,0.005580357142857206,0.0062187373259428025
2017-02-21,4.9963,10855.0,90.65,89.15,721.5,-0.0022764941989336096,-0.026457399103139045,0.008342602892102313,-0.010543840177580366,-0.030632809351068047
2017-02-22,4.8557,10810.0,89.28,88.75,716.5,-0.02814082420991537,-0.004145555043758686,-0.015113072255929394,-0.0044868199663489206,-0.006930006930006893
2017-02-23,4.8217,10580.0,88.18,87.2,700.2,-0.007002080029655855,-0.021276595744680882,-0.01232078853046592,-0.01746478873239432,-0.022749476622470288
2017-02-24,4.8421,10860.0,87.56,89.4,723.7,0.00423087292863511,0.026465028355387554,-0.007031072805624872,0.025229357798165264,0.03356183947443592
2017-02-27,4.9396,11045.0,89.76,90.1,734.1,0.020135891452055965,0.017034990791896965,0.025125628140703515,0.007829977628635243,0.014370595550642573
2017-03-01,4.9804,11030.0,90.4,90.85,737.1,0.008259778119685812,-0.0013580805794477513,0.007130124777183555,0.008324084350721517,0.00408663669799747
2017-03-02,4.9419,10780.0,90.4,89.15,722.4,-0.00773030278692477,-0.022665457842248382,0.0,-0.01871216290588873,-0.019943019943020057
2017-03-03,4.9351,10990.0,90.4,89.55,735.7,-0.0013759889920881285,0.01948051948051943,0.0,0.0044868199663488095,0.018410852713178327
2017-03-06,4.9396,11095.0,90.4,90.35,738.9,0.0009118356264310457,0.009554140127388644,0.0,0.008933556672250154,0.004349599021340023
2017-03-07,4.951,10645.0,89.9,87.8,710.9,0.0023078791805002385,-0.040558810274898605,-0.00553097345132747,-0.0282235749861649,-0.03789416700500747
2017-03-08,4.7695,10200.0,89.9,85.7,678.9,-0.036659260755402934,-0.04180366369187416,0.0,-0.023917995444191265,-0.04501336334224226
2017-03-09,4.5586,10150.0,89.9,84.2,678.0,-0.04421847153789693,-0.004901960784313708,0.0,-0.017502917152858788,-0.001325673884224443
2017-03-10,4.545,9895.0,89.9,82.4,660.5,-0.002983372087921765,-0.02512315270935961,0.0,-0.02137767220902609,-0.02581120943952797
2017-03-13,4.5994,10170.0,83.61,84.05,675.4,0.011969196919692004,0.027791814047498642,-0.0699666295884317,0.020024271844660158,0.022558667676003008
2017-03-14,4.5745,10230.0,83.46,84.45,672.8,-0.005413749619515684,0.005899705014749346,-0.0017940437746681859,0.004759071980963814,-0.0038495706248149464
2017-03-15,4.6176,10205.0,83.8,84.6,671.5,0.009421794731664823,-0.0024437927663734094,0.004073807812125629,0.001776198934280604,-0.001932223543400613
2017-03-16,4.6584,10220.0,85.11,84.35,666.7,0.008835758835758822,0.0014698677119058257,0.015632458233890256,-0.002955082742316817,-0.007148175725986583
2017-03-17,4.6221,10260.0,84.66,84.7,671.9,-0.007792375064399892,0.00391389432485334,-0.005287275290800197,0.004149377593361203,0.007799610019499026
2017-03-20,4.5609,10165.0,84.72,84.5,664.0,-0.01324073473096632,-0.0092592592592593,0.0007087172218285254,-0.0023612750885478873,-0.011757702038993845
2017-03-21,4.5813,10160.0,84.4,84.05,663.6,0.004472801420772221,-0.0004918839153960075,-0.0037771482530688516,-0.005325443786982298,-0.00060240963855418
2017-03-22,4.511,10020.0,82.66,80.5,658.4,-0.015344989413485166,-0.013779527559055094,-0.020616113744075903,-0.042236763831052904,-0.007836045810729386
2017-03-23,4.4951,10030.0,83.0,82.7,654.1,-0.0035247173575704283,0.0009980039920158834,0.004113234938301513,0.027329192546583947,-0.006530984204131118
2017-03-24,4.4951,9870.0,82.37,82.05,644.3,0.0,-0.015952143569292088,-0.007590361445783067,-0.007859733978234695,-0.014982418590429702
2017-03-27,4.4021,9770.0,80.28,80.75,637.1,-0.020689194901114538,-0.010131712259371817,-0.025373315527497886,-0.01584399756246191,-0.011174918516219101
2017-03-28,4.4157,9995.0,80.66,82.3,648.1,0.003089434588037676,0.023029682702149445,0.004733432984554087,0.019195046439628438,0.017265735363365176
2017-03-29,4.4951,10045.0,82.12,83.1,646.2,0.017981294019068228,0.005002501250625402,0.018100669476816433,0.009720534629404476,-0.0029316463508717305
2017-03-30,4.5042,10135.0,82.0,83.3,646.2,0.00202442659785107,0.008959681433549083,-0.00146127618119829,0.002406738868832692,0.0
2017-03-31,4.477,10025.0,81.4,82.4,643.4,-0.006038808223435832,-0.010853478046373932,-0.007317073170731603,-0.01080432172869139,-0.004333023831631144
2017-04-05,4.6085,10295.0,82.5,84.45,672.6,0.029372347554165623,0.026932668329177067,0.013513513513513375,0.02487864077669899,0.04538389804165388
2017-04-06,4.6788,10080.0,82.5,82.7,654.1,0.015254421178257482,-0.020883924235065576,0.0,-0.02072232089994075,-0.02750520368718401
2017-04-07,4.511,10180.0,82.5,83.35,656.8,-0.03586389672565604,0.009920634920634885,0.0,0.007859733978234473,0.004127809203485544
2017-04-10,4.5767,10180.0,82.5,83.25,652.0,0.014564398137885126,0.0,0.0,-0.0011997600479903836,-0.0073081607795371095
2017-04-11,4.5541,9840.0,82.5,80.9,638.1,-0.004938055804400543,-0.03339882121807469,0.0,-0.028228228228228125,-0.021319018404907908
2017-04-12,4.3998,9735.0,81.88,80.1,628.4,-0.033881557278057195,-0.010670731707317027,-0.007515151515151586,-0.009888751545117591,-0.015201379094185952
2017-04-13,4.3953,9750.0,81.88,80.15,626.7,-0.0010227737624437516,0.0015408320493066618,0.0,0.0006242197253434334,-0.002705283259070601
2017-04-18,4.325,9310.0,79.1,78.0,604.9,-0.015994357609264376,-0.045128205128205146,-0.03395212506106504,-0.02682470368059897,-0.03478538375618334
2017-04-19,4.2864,9340.0,77.04,77.5,607.6,-0.008924855491329375,0.0032223415682062218,-0.02604298356510726,-0.0064102564102563875,0.004463547693833725
2017-04-20,4.2502,9480.0,77.25,77.9,612.8,-0.008445315416200083,0.01498929336188426,0.002725856697819218,0.005161290322580614,0.008558262014483065
2017-04-21,4.2592,9345.0,77.87,77.5,604.8,0.0021175474095336266,-0.014240506329113889,0.008025889967637534,-0.005134788189987249,-0.01305483028720622
2017-04-24,4.2025,9260.0,76.94,76.6,596.4,-0.013312359128474838,-0.009095773140716967,-0.011942981892898552,-0.011612903225806548,-0.01388888888888884
2017-04-25,4.1867,9320.0,76.23,76.2,596.7,-0.0037596668649612086,0.00647948164146861,-0.009227969846633655,-0.005221932114882422,0.0005030181086520535
2017-04-26,4.1957,9230.0,76.31,76.5,591.3,0.002149664413499952,-0.00965665236051505,0.001049455594910098,0.003937007874015741,-0.009049773755656298
2017-04-27,4.1594,9335.0,76.05,77.0,596.2,-0.008651714850918979,0.011375947995666325,-0.0034071550255537764,0.006535947712418277,0.008286825638423867
2017-04-28,4.3001,9450.0,76.79,78.35,606.9,0.03382699427802094,0.012319228709159136,0.009730440499671422,0.01753246753246751,0.017946997651794527
2017-05-02,4.3001,9515.0,78.35,78.6,614.0,0.0,0.006878306878306928,0.020315145201197815,0.0031908104658582293,0.011698797165925257
2017-05-03,4.2071,9230.0,77.94,76.35,595.0,-0.021627404013860096,-0.029952706253284278,-0.005232929164007638,-0.028625954198473247,-0.030944625407166138
2017-05-04,4.0823,9015.0,75.71,74.35,580.0,-0.02966413919326838,-0.02329360780065004,-0.028611752630228415,-0.026195153896529155,-0.025210084033613467
2017-05-05,4.0506,9140.0,73.5,75.1,589.7,-0.0077652303848320114,0.01386577925679422,-0.02919033152819961,0.01008742434431742,0.016724137931034555
2017-05-08,4.1118,9145.0,74.0,74.85,589.7,0.015108872759590941,0.000547045951859948,0.006802721088435382,-0.0033288948069241098,0.0
2017-05-09,4.1662,9215.0,74.58,75.4,597.0,0.013230215477406437,0.007654455986878084,0.007837837837837869,0.007348029392117761,0.01237917585212811
2017-05-10,4.1685,9120.0,75.01,74.4,591.0,0.0005520618309251546,-0.010309278350515427,0.0057656208098686434,-0.01326259946949604,-0.01005025125628145
2017-05-11,4.2479,9315.0,74.81,75.7,598.4,0.01904761904761898,0.021381578947368363,-0.0026663111585122357,0.017473118279569766,0.012521150592216479
2017-05-12,4.2275,9315.0,75.38,76.0,599.2,-0.004802372937215971,0.0,0.007619302232321878,0.003963011889035695,0.0013368983957220415
2017-05-15,4.2207,9235.0,75.45,75.55,587.1,-0.0016085156712004611,-0.008588298443370945,0.0009286282833644854,-0.005921052631578938,-0.020193591455273774
2017-05-16,4.0869,9120.0,75.42,74.95,585.6,-0.03170090269386594,-0.012452625879805113,-0.00039761431411533543,-0.007941760423560429,-0.0025549310168625494
2017-05-17,4.1549,9215.0,75.38,75.45,585.4,0.01663852797964216,0.01041666666666674,-0.0005303632988598039,0.006671114076050699,-0.0003415300546448785
2017-05-18,4.0823,9175.0,74.5,74.75,594.2,-0.01747334472550477,-0.0043407487791644606,-0.011674184133722454,-0.009277667329357198,0.015032456440041031
2017-05-19,4.1617,9360.0,74.73,76.45,602.5,0.019449819954437286,0.020163487738419583,0.0030872483221477953,0.022742474916388034,0.013968360821272174
2017-05-22,4.2479,9395.0,76.23,76.5,605.5,0.020712689525914874,0.003739316239316226,0.020072260136491327,0.0006540222367559245,0.004979253112033177
2017-05-23,4.2116,9345.0,76.6,76.2,604.8,-0.008545398902987333,-0.0053219797764768595,0.0048537321264592315,-0.0039215686274509665,-0.0011560693641619046
2017-05-24,4.1368,9100.0,75.15,74.85,589.8,-0.01776047107987455,-0.02621722846441943,-0.018929503916448986,-0.017716535433070946,-0.024801587301587324
2017-05-25,4.105,9040.0,75.01,74.35,582.0,-0.007687101140978481,-0.00659340659340657,-0.001862940785096523,-0.006680026720106924,-0.013224821973550238
2017-05-26,4.0823,9080.0,74.24,74.45,584.8,-0.005529841656516488,0.004424778761061843,-0.01026529796027209,0.0013449899125757003,0.004810996563573866
2017-05-31,3.9939,8970.0,73.04,72.8,569.6,-0.021654459495872413,-0.01211453744493396,-0.016163793103448176,-0.022162525184687754,-0.025991792065663377
2017-06-01,4.003,8840.0,72.07,72.15,570.2,0.0022784746738777617,-0.01449275362318836,-0.013280394304490906,-0.008928571428571286,0.001053370786516794
2017-06-02,3.9508,8915.0,72.07,72.3,574.1,-0.013040219835123712,0.008484162895927572,0.0,0.0020790020790020236,0.006839705366538107
2017-06-05,3.9984,8910.0,72.07,72.3,572.1,0.012048192771084265,-0.000560852495793629,0.0,0.0,-0.0034837136387388945
2017-06-06,3.9893,8865.0,71.11,72.3,575.4,-0.00227591036414565,-0.005050505050505083,-0.013320382961010013,0.0,0.005768222338751849
2017-06-07,4.0211,8810.0,72.2,71.8,568.8,0.007971323289800214,-0.006204173716864103,0.015328364505695413,-0.006915629322268302,-0.01147028154327423
2017-06-08,3.9893,8815.0,72.2,71.9,567.9,-0.007908283802939398,0.0005675368898978572,0.0,0.001392757660167332,-0.0015822784810126667
2017-06-09,3.9916,8980.0,72.2,72.65,576.6,0.0005765422505201734,0.01871809415768566,0.0,0.010431154381084884,0.015319598520866506
2017-06-12,4.0506,8795.0,72.8,71.55,564.0,0.014781040184387306,-0.02060133630289529,0.008310249307479145,-0.015141087405368348,-0.021852237252861673
2017-06-13,3.9531,8800.0,72.8,71.65,566.3,-0.02407050807287814,0.0005685048322909836,0.0,0.0013976240391335715,0.004078014184397016
2017-06-14,3.9961,8945.0,71.3,72.0,569.4,0.010877539146492587,0.01647727272727262,-0.020604395604395642,0.00488485694347518,0.005474130319618631
2017-06-15,4.003,8850.0,72.2,72.4,573.4,0.0017266835164284622,-0.01062045835662384,0.012622720897615736,0.005555555555555536,0.007024938531787761
2017-06-16,4.037,8940.0,72.65,72.8,574.7,0.008493629777666767,0.01016949152542379,0.006232686980609525,0.0055248618784529135,0.002267178235089151
2017-06-19,4.0324,9010.0,72.66,73.8,580.1,-0.0011394599950458328,0.007829977628635243,0.00013764624913958912,0.013736263736263687,0.009396206716547617
2017-06-20,4.071,8820.0,73.78,73.3,572.2,0.009572463049300595,-0.021087680355160954,0.015414258188824803,-0.006775067750677488,-0.013618341665230127
2017-06-21,4.0302,9005.0,73.39,73.3,578.2,-0.010022107590272666,0.020975056689342297,-0.005285985361886736,0.0,0.010485844110450948
2017-06-22,4.037,9020.0,73.48,73.65,582.8,0.0016872611781053592,0.0016657412548584105,0.0012263251124131624,0.004774897680764001,0.007955724662746189
2017-06-23,4.1549,9080.0,73.89,74.45,584.6,0.029204855090413595,0.006651884700665134,0.00557974959172558,0.010862186014935382,0.00308853809196985
2017-06-26,4.0959,9025.0,74.3,74.0,579.6,-0.014200101085465211,-0.006057268722466924,0.005548788740018962,-0.006044325050369448,-0.008552856654122531
2017-06-27,4.105,9260.0,73.58,75.2,593.0,0.0022217339290511173,0.026038781163434832,-0.009690444145356691,0.016216216216216273,0.02311939268461005
2017-06-28,4.1368,9270.0,73.9,75.5,593.7,0.007746650426309287,0.001079913606911509,0.004349007882576972,0.003989361702127603,0.0011804384485667452
2017-06-29,4.2048,9290.0,74.31,75.7,598.1,0.016437826339199324,0.0021574973031284195,0.005548037889039126,0.0026490066225166586,0.0074111504126663785
2017-06-30,4.2071,9390.0,75.13,76.05,600.8,0.0005469939117199729,0.010764262648008671,0.01103485399004156,0.004623513870541496,0.004514295268349677
2017-07-03,4.2479,9390.0,76.3,75.95,606.9,0.009697891659337765,0.0,0.015573006788233812,-0.0013149243918474385,0.010153129161118546
2017-07-04,4.1368,9180.0,76.3,74.8,595.4,-0.026154099672779374,-0.022364217252396124,0.0,-0.015141540487162652,-0.018948755972977405
2017-07-05,4.1095,9160.0,76.3,74.3,593.2,-0.006599303809708079,-0.002178649237472796,0.0,-0.006684491978609652,-0.003694994961370379
2017-07-06,4.1209,9075.0,76.3,74.15,589.4,0.002774060104635545,-0.009279475982532759,0.0,-0.0020188425302825053,-0.006405933917734474
2017-07-07,4.0551,8920.0,75.0,73.05,580.8,-0.015967385765245368,-0.017079889807162574,-0.017038007863695914,-0.014834794335805923,-0.014591109602986152
2017-07-10,4.0279,9000.0,75.0,73.4,581.1,-0.006707602771818366,0.008968609865470878,0.0,0.004791238877481341,0.0005165289256199301
2017-07-11,4.071,9130.0,75.0,74.8,593.0,0.01070036495444282,0.014444444444444482,0.0,0.019073569482288777,0.0204784030287386
2017-07-12,4.173,9205.0,75.0,75.35,592.4,0.025055268975681777,0.008214676889375605,0.0,0.007352941176470562,-0.0010118043844856706
2017-07-13,4.164,9210.0,75.5,75.35,591.5,-0.0021567217828900587,0.0005431830526887449,0.006666666666666599,0.0,-0.0015192437542200787
2017-07-14,4.2524,9575.0,75.5,77.85,612.6,0.021229586935638922,0.039630836047774176,0.0,0.033178500331785044,0.035672020287405015
2017-07-17,4.3431,9600.0,78.0,79.0,618.1,0.02132913178440421,0.0026109660574411553,0.0331125827814569,0.014771997430957029,0.008978126020241506
2017-07-18,4.35,9780.0,79.09,79.2,624.5,0.0015887269461904996,0.018750000000000044,0.013974358974359058,0.0025316455696202667,0.010354311600064614
2017-07-19,4.4066,9650.0,79.54,78.85,619.0,0.013011494252873623,-0.013292433537832271,0.005689720571500967,-0.004419191919192045,-0.008807045636509248
2017-07-20,4.3227,9495.0,78.5,77.3,610.4,-0.019039622384604882,-0.016062176165803077,-0.013075182298214805,-0.01965757767913756,-0.013893376413570357
2017-07-21,4.3341,9520.0,78.5,78.15,613.2,0.002637240613505565,0.00263296471827279,0.0,0.01099611901681774,0.004587155963302836
2017-07-24,4.3318,9780.0,78.22,77.4,625.9,-0.0005306753420548649,0.027310924369747802,-0.0035668789808916967,-0.009596928982725572,0.0207110241356816
2017-07-25,4.4815,10005.0,78.9,80.2,642.9,0.034558382196777204,0.02300613496932513,0.008693428790590652,0.036175710594315236,0.02716088832081809
2017-07-26,4.4951,10040.0,80.81,81.1,639.4,0.0030346982037265935,0.0034982508745626806,0.024207858048162167,0.011221945137156908,-0.005444081505677434
2017-07-27,4.5813,10130.0,80.81,81.65,649.5,0.019176436564258825,0.008964143426294813,0.0,0.00678175092478428,0.015796058805129798
2017-07-28,4.6153,10200.0,80.7,82.3,656.9,0.007421474254032834,0.006910167818361401,-0.001361217671080328,0.007960808328230096,0.01139337952270969
2017-07-31,4.6402,10215.0,82.75,82.45,655.5,0.005395098910146556,0.0014705882352941124,0.025402726146220633,0.0018226002430135058,-0.0021312224082813414
2017-08-01,4.604,10290.0,82.75,82.45,657.9,-0.0078013878712124285,0.007342143906020615,0.0,0.0,0.0036613272311212253
2017-08-02,4.6266,10350.0,82.75,82.85,658.9,0.004908774978279684,0.005830903790087438,0.0,0.004851425106124907,0.0015199878400973255
2017-08-03,4.6493,10380.0,82.75,83.0,660.9,0.004906410755198376,0.0028985507246377384,0.0,0.0018105009052504784,0.0030353619669145626
2017-08-04,4.6856,10250.0,83.1,82.5,659.0,0.007807626954595248,-0.012524084778420042,0.004229607250755274,-0.0060240963855421326,-0.0028748676047812838
2017-08-07,4.672,10400.0,83.1,83.4,662.7,-0.0029025098173126596,0.014634146341463428,0.0,0.01090909090909098,0.005614567526555536
2017-08-08,4.6607,10630.0,83.1,85.2,684.0,-0.0024186643835615307,0.022115384615384537,0.0,0.021582733812949506,0.03214124038026256
2017-08-09,4.8557,10760.0,85.6,86.0,686.7,0.0418392087025552,0.012229539040451654,0.030084235860409203,0.009389671361502261,0.003947368421052699
2017-08-10,4.8807,10985.0,86.0,87.4,697.2,0.005148588257100073,0.02091078066914509,0.004672897196261738,0.016279069767441978,0.015290519877675823
2017-08-11,4.8013,10660.0,86.0,85.2,681.4,-0.01626815825598782,-0.029585798816568087,0.0,-0.02517162471395884,-0.022662076878944393
2017-08-14,4.765,10450.0,86.0,83.4,667.4,-0.007560452377481264,-0.019699812382739212,0.0,-0.021126760563380254,-0.020545934840035196
2017-08-16,4.7809,10760.0,83.72,85.9,686.1,0.003336831059811196,0.02966507177033484,-0.02651162790697681,0.029976019184652314,0.028019178903206488
2017-08-17,4.8534,10725.0,86.1,86.0,683.0,0.015164508774498486,-0.0032527881040892437,0.02842809364548482,0.0011641443538998875,-0.0045182917941991585
2017-08-18,4.8648,10980.0,86.24,88.3,704.0,0.002348868834219253,0.023776223776223793,0.001626016260162677,0.02674418604651163,0.030746705710102518
2017-08-21,5.0802,11315.0,88.48,90.5,724.9,0.044277257030093775,0.030510018214936263,0.025974025974025983,0.02491506228765572,0.029687499999999867
2017-08-22,5.1823,11415.0,90.26,90.85,731.0,0.02009763395141917,0.008837825894829843,0.020117540687160984,0.003867403314917084,0.008414953786729296
2017-08-23,5.1846,11660.0,90.84,90.85,750.5,0.0004438183817996322,0.021462987297415692,0.006425880788832217,0.0,0.026675786593707285
2017-08-24,5.2753,11745.0,92.69,92.6,748.9,0.017494117193226133,0.007289879931389409,0.020365477763099937,0.019262520638414937,-0.0021319120586276163
2017-08-25,5.2617,11485.0,92.96,92.45,729.3,-0.0025780524330368815,-0.02213707960834399,0.0029129355917574262,-0.0016198704103670414,-0.026171718520496712
2017-08-29,5.3206,11710.0,93.07,91.9,746.5,0.011194100765911985,0.019590770570309113,0.0011833046471600994,-0.005949161709031925,0.023584258878376563
2017-08-30,5.239,11585.0,92.51,91.3,738.3,-0.015336616171108486,-0.010674637062339842,-0.006016976469324087,-0.006528835690968515,-0.010984594775619638
2017-08-31,5.2685,11800.0,92.05,92.6,743.4,0.005630845581217958,0.01855848079413036,-0.004972435412387899,0.014238773274917849,0.006907761072734608
2017-09-01,5.4307,12035.0,93.27,94.0,773.8,0.030786751447280825,0.019915254237288238,0.013253666485605553,0.015118790496760237,0.0408931934355663
2017-09-04,5.4953,12250.0,95.07,95.2,785.1,0.01189533577623525,0.017864561695056125,0.01929880990672239,0.01276595744680864,0.014603256655466579
2017-09-05,5.5066,12080.0,95.2,93.95,768.2,0.002056302658635545,-0.013877551020408219,0.001367413484800739,-0.01313025210084029,-0.021525920264934384
2017-09-06,5.4046,12165.0,94.18,94.5,782.4,-0.018523226673446302,0.007036423841059625,-0.010714285714285676,0.0058541777541245565,0.018484769591252226
2017-09-07,5.4567,12150.0,94.59,93.95,778.7,0.009639936350516187,-0.0012330456226880004,0.0043533658950944965,-0.0058201058201058364,-0.004729038854805689
2017-09-08,5.3705,11590.0,92.87,89.5,734.0,-0.01579709348140812,-0.046090534979423836,-0.018183740353102884,-0.04736562001064404,-0.057403364581995686
2017-09-11,5.2277,11765.0,89.58,91.4,753.3,-0.026589703007168897,0.015099223468507228,-0.03542586411112314,0.021229050279329753,0.026294277929155285
2017-09-12,5.2299,11990.0,90.86,93.0,760.8,0.00042083516651691966,0.019124521886952905,0.01428890377316372,0.017505470459518557,0.009956192751891635
2017-09-13,5.2072,11360.0,91.89,89.8,730.9,-0.004340427159219007,-0.052543786488740585,0.01133612150561314,-0.03440860215053765,-0.03930073606729756
2017-09-14,5.1075,11200.0,89.8,88.25,717.3,-0.019146566292825407,-0.014084507042253502,-0.02274458591794537,-0.01726057906458789,-0.018607196606923004
2017-09-15,4.9895,11090.0,87.59,85.85,710.6,-0.023103279490944706,-0.009821428571428537,-0.024610244988864105,-0.02719546742209633,-0.009340582740833603
2017-09-18,5.0281,11235.0,87.72,88.2,714.6,0.007736246116845535,0.013074842200180292,0.0014841876926590114,0.027373325567850992,0.005629045876723859
2017-09-19,4.9646,11140.0,87.96,86.1,714.2,-0.012629024880173478,-0.008455718736092521,0.002735978112174964,-0.023809523809523947,-0.0005597537083682491
2017-09-20,5.1573,11380.0,88.72,89.35,729.3,0.03881480884663424,0.021543985637342944,0.00864029104138253,0.03774680603948899,0.021142537104452463
2017-09-21,4.9215,11005.0,88.15,87.45,694.4,-0.04572159851084878,-0.032952548330404174,-0.006424706943191971,-0.021264689423614924,-0.04785410667763601
2017-09-22,4.7967,10420.0,84.06,84.3,686.9,-0.025358122523620796,-0.053157655611085874,-0.0463981849120817,-0.036020583190394584,-0.010800691244239657
2017-09-25,4.7128,10580.0,82.74,84.55,689.6,-0.017491191861071287,0.015355086372360827,-0.01570306923625986,0.0029655990510082386,0.0039307031591206965
2017-09-26,4.7378,10480.0,84.32,84.8,679.6,0.005304702087930879,-0.009451795841209809,0.019095963258399795,0.002956830277942135,-0.014501160092807441
2017-09-27,4.7741,10240.0,84.55,83.0,670.4,0.007661783950356549,-0.022900763358778664,0.002727703984819696,-0.021226415094339535,-0.01353737492642737
2017-09-28,4.613,10440.0,82.17,84.65,679.2,-0.03374458013028625,0.01953125,-0.02814902424600818,0.01987951807228927,0.013126491646778149
2017-09-29,4.799,10500.0,83.88,85.3,678.7,0.04032083243008877,0.005747126436781658,0.020810514786418377,0.007678676904902426,-0.0007361601884570135
2017-10-09,4.8829,11015.0,85.51,87.5,718.4,0.017482808918524606,0.04904761904761901,0.019432522651406936,0.02579132473622514,0.05849418005009577
2017-10-10,4.9464,11055.0,87.02,87.9,719.0,0.013004566958159991,0.0036314117113027677,0.017658753362179702,0.004571428571428671,0.0008351893095768226
2017-10-11,4.9782,11135.0,87.87,89.15,727.9,0.006428918000970452,0.007236544549977353,0.00976786945529784,0.014220705346985163,0.01237830319888733
2017-10-12,5.0757,11395.0,87.87,90.95,740.3,0.019585392310473626,0.02334979793444103,0.0,0.020190689848569754,0.017035307047671422
2017-10-13,5.2617,11720.0,91.1,92.2,756.2,0.0366451917962054,0.028521281263712117,0.03675884829862275,0.013743815283122629,0.021477779278670894
2017-10-16,5.3433,11865.0,93.06,94.35,765.5,0.015508295797936,0.012372013651877234,0.02151481888035134,0.023318872017353387,0.012298333774133807
2017-10-17,5.2912,11765.0,94.53,93.5,761.5,-0.009750528699492889,-0.008428150021070335,0.01579626047711158,-0.009009009009008917,-0.0052253429131287055
