Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
18.07.2024;9386;-249;-2,58432797093928;9638;3;0,0311364815775817;9665;30;0,311364815775817;9370,5;-264,5;-2,74519979242346
17.07.2024;9635;-28,5;-0,294924199306669;9665;1,5;0,0155223262792984;9737,5;74;0,765768096445387;9609,5;-54;-0,558803746054742
16.07.2024;9663,5;-142,5;-1,45319192331226;9765;-41;-0,418111360391597;9804;-2;-0,0203956761166633;9626;-180;-1,83561085049969
15.07.2024;9806;-71;-0,718841753568897;9833;-44;-0,445479396577908;9919,5;42,5;0,430292598967298;9753;-124;-1,25544193581047
12.07.2024;9877;90,5;0,924743268788637;9792;5,5;0,0561998671639503;9886,5;100;1,02181576661728;9708,5;-78;-0,797016297961478
11.07.2024;9786,5;-118,5;-1,19636547198385;9868;-37;-0,373548712771328;9924;19;0,191822311963655;9764;-141;-1,42352347299344
10.07.2024;9905;36;0,364778599655487;9875;6;0,0607964332759145;9933;64;0,648495288276421;9800;-69;-0,699158982673017
09.07.2024;9869;-46;-0,463943519919314;9920;5;0,0504286434694907;9968;53;0,534543620776601;9819;-96;-0,968229954614221
08.07.2024;9915;-29;-0,291633145615447;9950;6;0,0603378921962993;10000;56;0,563153660498793;9857;-87;-0,87489943684634
05.07.2024;9944;61,5;0,622312167973691;9868;-14,5;-0,146724007083228;10000;117,5;1,18897040222616;9864;-18,5;-0,187199595244118
04.07.2024;9882,5;14,5;0,146939602756384;9856;-12;-0,121605188488042;9918;50;0,506688285366842;9803,5;-64,5;-0,653627888123227
03.07.2024;9868;195,5;2,02119410700439;9672;-0,5;-0,00516929439131559;9912,5;240;2,48126130783148;9647;-25,5;-0,263634013957095
02.07.2024;9672,5;42,5;0,441329179646937;9629,5;-0,5;-0,00519210799584631;9749,5;119,5;1,24091381100727;9606,5;-23,5;-0,244029075804777
01.07.2024;9630;31;0,32295030732368;9567;-32;-0,333368059172831;9690,5;91,5;0,953224294197312;9530;-69;-0,718824877591416
28.06.2024;9599;83,5;0,87751563238926;9519;3,5;0,0367820923755977;9674;158,5;1,66570332615207;9496,5;-19;-0,199674215753245
27.06.2024;9515,5;-24,5;-0,256813417190776;9559;19;0,19916142557652;9610;70;0,733752620545073;9485,5;-54,5;-0,571278825995807
26.06.2024;9540;-31;-0,323895099780587;9550;-21;-0,219412809528785;9616,5;45,5;0,475394420645701;9508;-63;-0,658238428586355
25.06.2024;9571;-90;-0,931580581720319;9644;-17;-0,175965220991616;9722;61;0,631404616499327;9536;-125;-1,293861919056
24.06.2024;9661;-21,5;-0,222050090369223;9655;-27,5;-0,284017557449006;9730;47,5;0,490575781048283;9625;-57,5;-0,593854892847922
21.06.2024;9682,5;-175,5;-1,78027997565429;9880;22;0,223168999797119;9892;34;0,344897545141002;9651;-207;-2,09981740718198
20.06.2024;9858;72;0,735744941753525;9782;-4;-0,040874718986307;9889;103;1,0525240138974;9752;-34;-0,347435111383609
