Date;Bid;Ask;;;;
6/14/18;15275;15290;;;;
6/13/18;15645;15665;;;;
6/12/18;15255;15265;;;;
6/11/18;15255;15265;;;;
6/8/18;15445;15475;;;;
6/7/18;15400;15415;;;;
6/6/18;15630;15640;;;;
6/5/18;15750;15770;;;;
6/4/18;15490;15500;;;;
6/1/18;15405;15415;;;;
5/31/18;15285;15300;;;;
5/30/18;15070;15075;;;;
5/29/18;14840;14850;;;;
5/25/18;14715;14745;;;;
5/24/18;14880;14900;;;;
5/23/18;14595;14610;;;;
5/22/18;14810;14825;;;;
5/21/18;14725;14735;;;;
5/18/18;14630;14635;;;;
5/17/18;14590;14600;;;;
5/16/18;14440;14455;;;;
5/15/18;14460;14475;;;;
5/14/18;14455;14480;;;;
5/11/18;14035;14050;;;;
5/10/18;13850;13855;;;;
5/9/18;13930;13945;;;;
5/8/18;13900;13915;;;;
5/4/18;13950;13985;;;;
5/3/18;13900;13910;;;;
5/2/18;13925;13960;;;;
5/1/18;13775;13795;;;;
4/30/18;13670;13680;;;;
4/27/18;13855;13875;;;;
4/26/18;14285;14295;;;;
4/25/18;14165;14185;;;;
4/24/18;14070;14090;;;;
4/23/18;14275;14290;;;;
4/20/18;14840;14860;;;;
4/19/18;15025;15120;;;;
4/18/18;15250;15335;;;;
4/17/18;14305;14320;;;;
4/16/18;14185;14200;;;;
4/13/18;13900;13905;;;;
4/12/18;13765;13775;;;;
4/11/18;13815;13830;;;;
4/10/18;13725;13735;;;;
4/9/18;13445;13480;;;;
4/6/18;13250;13270;;;;
4/5/18;13310;13365;;;;
4/4/18;13150;13185;;;;
4/3/18;13475;13515;;;;
3/29/18;13370;13390;;;;
3/28/18;13025;13045;;;;
3/27/18;12960;12975;;;;
3/26/18;13000;13005;;;;
3/23/18;12950;13000;;;;
3/22/18;13160;13170;;;;
3/21/18;13510;13515;;;;
3/20/18;13455;13465;;;;
3/19/18;13475;13480;;;;
3/16/18;13590;13600;;;;
3/15/18;13595;13615;;;;
3/14/18;13785;13795;;;;
3/13/18;13880;13885;;;;
3/12/18;13690;13695;;;;
3/9/18;13815;13820;;;;
3/8/18;13200;13210;;;;
3/7/18;13530;13545;;;;
3/6/18;13635;13640;;;;
3/5/18;13405;13415;;;;
3/2/18;13470;13490;;;;
3/1/18;13390;13395;;;;
2/28/18;13720;13750;;;;
2/27/18;13835;13840;;;;
2/26/18;13920;13935;;;;
2/23/18;13725;13750;;;;
2/22/18;13820;13825;;;;
2/21/18;13775;13790;;;;
2/20/18;13520;13670;;;;
2/19/18;13630;13675;;;;
2/16/18;13655;13685;;;;
2/15/18;14135;14155;;;;
2/14/18;13980;14015;;;;
2/13/18;13425;13440;;;;
2/12/18;13100;13115;;;;
2/9/18;12940;12960;;;;
2/8/18;13155;13175;;;;
2/7/18;13165;13185;;;;
2/6/18;13345;13355;;;;
2/5/18;13675;13680;;;;
2/2/18;13505;13510;;;;
2/1/18;13950;13955;;;;
1/31/18;13490;13495;;;;
1/30/18;13390;13395;;;;
1/29/18;13840;13845;;;;
1/26/18;13630;13635;;;;
1/25/18;13695;13720;;;;
1/24/18;13525;13535;;;;
1/23/18;12820;12825;;;;
1/22/18;12725;12740;;;;
1/19/18;12685;12695;;;;
1/18/18;12465;12470;;;;
1/17/18;12410;12415;;;;
1/16/18;12545;12555;;;;
1/15/18;12870;12895;;;;
1/12/18;12655;12670;;;;
1/11/18;12610;12620;;;;
1/10/18;12865;12875;;;;
1/9/18;12660;12670;;;;
1/8/18;12575;12585;;;;
1/5/18;12540;12545;;;;
1/4/18;12640;12645;;;;
1/3/18;12445;12450;;;;
1/2/18;12650;12660;;;;
12/29/17;12645;12650;;;;
12/28/17;12345;12350;;;;
12/27/17;12055;12060;;;;
12/22/17;12080;12095;;;;
12/21/17;12075;12080;;;;
12/20/17;12000;12015;;;;
12/19/17;11765;11770;;;;
12/18/17;11810;11820;;;;
12/15/17;11565;11575;;;;
12/14/17;11185;11195;;;;
12/13/17;11095;11095;;;;
12/12/17;11105;11063;;;;
12/11/17;11152;11210;;;;
12/8/17;10996;10900;;;;
12/7/17;11040;10984,21;;;;
12/6/17;10805;10840,5;;;;
12/5/17;10875;10865;;;;
12/4/17;11380;11437;;;;
12/1/17;11310;11040;;;;
11/30/17;11320;11380;;;;
11/29/17;11450;11450;;;;
11/28/17;11285;11350;;;;
11/27/17;11585;11590;;;;
11/24/17;12030;12035;;;;
11/23/17;11910;11915;;;;
11/22/17;11855;11860;;;;
11/21/17;11850;11855;;;;
11/20/17;11670;11675;;;;
11/17/17;11595;11600;;;;
11/16/17;11385;11395;;;;
11/15/17;11680;11690;;;;
11/14/17;11800;11805;;;;
11/13/17;12490;12505;;;;
11/10/17;12095;12100;;;;
11/9/17;12285;12290;;;;
11/8/17;12690;12700;;;;
11/7/17;12655;12660;;;;
11/6/17;12945;12950;;;;
11/3/17;12690;12710;;;;
11/2/17;12555;12570;;;;
10/31/17;12405;12420;;;;
10/30/17;11645;11650;;;;
10/27/17;11555;11585;;;;
10/26/17;11750;11765;;;;
10/25/17;11845;11865;;;;
10/24/17;12040;12050;;;;
10/23/17;11880;11910;;;;
10/20/17;11725;11750;;;;
10/19/17;11765;11775;;;;
10/18/17;11620;11635;;;;
10/17/17;11760;11770;;;;
10/16/17;11875;11880;;;;
10/13/17;#N/A N/A;11720;;;;
10/12/17;11400;11420;;;;
10/11/17;11175;11185;;;;
10/10/17;11025;11035;;;;
10/9/17;10980;11010;;;;
10/6/17;10565;10575;;;;
10/5/17;10560;10605;;;;
10/4/17;10570;10620;;;;
10/3/17;10725;10730;;;;
10/2/17;10415;10485;;;;
9/29/17;10520;10540;;;;
9/28/17;10450;10470;;;;
9/27/17;10285;10290;;;;
9/26/17;10450;10460;;;;
9/25/17;10615;10630;;;;
9/22/17;10615;10630;;;;
9/21/17;10715;10720;;;;
9/20/17;11355;11365;;;;
9/19/17;11135;11150;;;;
9/18/17;11165;11175;;;;
9/15/17;11120;11130;;;;
9/14/17;11195;#N/A N/A;;;;
9/13/17;11425;11440;;;;
9/12/17;11910;11925;;;;
9/11/17;11815;11830;;;;
9/8/17;11490;11515;;;;
9/7/17;12180;12195;;;;
9/6/17;12230;12255;;;;
9/5/17;11980;11985;;;;
9/4/17;12240;12280;;;;
9/1/17;12130;12135;;;;
8/31/17;11780;11795;;;;
8/30/17;11605;11620;;;;
8/29/17;11710;11735;;;;
8/25/17;11465;11475;;;;
8/24/17;11740;11745;;;;
8/23/17;11785;11790;;;;
8/22/17;11435;11445;;;;
8/21/17;11330;11345;;;;
8/18/17;10985;11005;;;;
8/17/17;10675;10680;;;;
8/16/17;10715;10730;;;;
8/15/17;10330;10350;;;;
8/14/17;10425;10430;;;;
8/11/17;10640;10650;;;;
8/10/17;10875;10880;;;;
8/9/17;10740;10760;;;;
8/8/17;10740;10755;;;;
8/7/17;10370;10385;;;;
8/4/17;10330;10335;;;;
8/3/17;10365;10380;;;;
8/2/17;10335;10350;;;;
8/1/17;10220;10240;;;;
7/31/17;10220;10230;;;;
7/28/17;10270;10280;;;;
7/27/17;10145;10155;;;;
7/26/17;9970;9980;;;;
7/25/17;10005;10020;;;;
7/24/17;9755;9760;;;;
7/21/17;9540;9550;;;;
7/20/17;9510;9520;;;;
7/19/17;9650;9655;;;;
7/18/17;9725;9735;;;;
7/17/17;9610;9620;;;;
7/14/17;9535;9545;;;;
7/13/17;9180;9190;;;;
7/12/17;9195;9210;;;;
7/11/17;9175;9180;;;;
7/10/17;9000;9010;;;;
7/7/17;8980;8985;;;;
7/6/17;9095;9100;;;;
7/5/17;9135;9145;;;;
7/4/17;9160;9165;;;;
7/3/17;9335;9340;;;;
6/30/17;9370;9380;;;;
6/29/17;9260;9265;;;;
6/28/17;9240;9255;;;;
6/27/17;9215;9230;;;;
6/26/17;9025;9030;;;;
6/23/17;9090;9110;;;;
6/22/17;9045;9055;;;;
6/21/17;8965;8975;;;;
6/20/17;8875;8885;;;;
6/19/17;9015;9020;;;;
6/16/17;8935;8940;;;;
6/15/17;8880;8895;;;;
6/14/17;8885;8900;;;;
6/13/17;8805;8820;;;;
6/12/17;8745;8750;;;;
6/9/17;8955;8965;;;;
6/8/17;8835;8845;;;;
6/7/17;8815;8820;;;;
6/6/17;8915;8920;;;;
6/5/17;8860;8865;;;;
6/2/17;8905;8915;;;;
6/1/17;8810;8825;;;;
5/31/17;8940;8955;;;;
5/30/17;9110;9125;;;;
5/26/17;9070;9085;;;;
5/25/17;9040;9055;;;;
5/24/17;9125;9130;;;;
5/23/17;9340;9350;;;;
5/22/17;9400;9410;;;;
5/19/17;9350;9370;;;;
5/18/17;9165;9170;;;;
5/17/17;9125;9130;;;;
5/16/17;9155;9170;;;;
5/15/17;9160;9165;;;;
5/12/17;9315;9335;;;;
5/11/17;9295;9305;;;;
5/10/17;9135;9150;;;;
5/9/17;9210;9225;;;;
5/8/17;9125;9145;;;;
5/5/17;9145;9165;;;;
5/4/17;8995;9015;;;;
5/3/17;9230;9245;;;;
5/2/17;9545;9550;;;;
4/28/17;9440;9455;;;;
4/27/17;9345;9350;;;;
4/26/17;9265;9270;;;;
4/25/17;9295;9320;;;;
4/24/17;9270;9275;;;;
4/21/17;9360;9380;;;;
4/20/17;9490;9495;;;;
4/19/17;9385;9400;;;;
4/18/17;9350;9370;;;;
4/13/17;9705;9720;;;;
4/12/17;9700;9715;;;;
4/11/17;9850;9870;;;;
4/10/17;10095;10105;;;;
4/7/17;10200;10220;;;;
4/6/17;10100;10125;;;;
4/5/17;10330;10355;;;;
4/4/17;9995;10005;;;;
4/3/17;9815;9830;;;;
3/31/17;10020;10025;;;;
3/30/17;10025;10035;;;;
3/29/17;10025;10030;;;;
3/28/17;10000;10020;;;;
3/27/17;9830;9845;;;;
3/24/17;9870;9890;;;;
3/23/17;10010;10020;;;;
3/22/17;10065;10075;;;;
3/21/17;10145;10150;;;;
3/20/17;10180;10185;;;;
3/17/17;10255;10275;;;;
3/16/17;10200;10210;;;;
3/15/17;10245;10260;;;;
3/14/17;10220;10230;;;;
3/13/17;10210;10215;;;;
3/10/17;9915;9920;;;;
3/9/17;10150;10160;;;;
3/8/17;10170;10175;;;;
3/7/17;10665;10670;;;;
3/6/17;11065;11075;;;;
3/3/17;10975;10980;;;;
3/2/17;10800;10815;;;;
3/1/17;11030;11035;;;;
2/28/17;10960;10970;;;;
2/27/17;11035;11040;;;;
2/24/17;10880;10890;;;;
2/23/17;10555;10570;;;;
2/22/17;10725;10735;;;;
2/21/17;10830;10835;;;;
2/20/17;11150;11160;;;;
2/17/17;11055;11065;;;;
2/16/17;11040;11050;;;;
2/15/17;10890;10910;;;;
2/14/17;10770;10775;;;;
2/13/17;10680;10685;;;;
2/10/17;10640;10650;;;;
2/9/17;10285;10300;;;;
2/8/17;10470;10475;;;;
2/7/17;10350;10370;;;;
2/6/17;10450;10460;;;;
2/3/17;10275;10280;;;;
2/2/17;10335;10350;;;;
2/1/17;10265;10280;;;;
1/31/17;9955;9970;;;;
1/30/17;9700;9730;;;;
1/27/17;9545;9550;;;;
1/26/17;9350;9360;;;;
1/25/17;9735;9745;;;;
1/24/17;9810;9825;;;;
1/23/17;9775;9800;;;;
1/20/17;9685;9690;;;;
1/19/17;9905;9910;;;;
1/18/17;10170;10175;;;;
1/17/17;10145;10160;;;;
1/16/17;10250;10270;;;;
1/13/17;10405;10420;;;;
1/12/17;10310;10330;;;;
1/11/17;10095;10100;;;;
1/10/17;10530;10545;;;;
1/9/17;10370;10380;;;;
1/6/17;10265;10295;;;;
1/5/17;10240;10260;;;;
1/4/17;10210;10215;;;;
1/3/17;9970;9990;;;;
12/30/16;10055;10060;;;;
12/29/16;10140;10150;;;;
12/28/16;10110;10115;;;;
12/23/16;10430;10450;;;;
12/22/16;10780;10785;;;;
12/21/16;10820;10830;;;;
12/20/16;10935;10945;;;;
12/19/16;10885;10900;;;;
12/16/16;11180;11200;;;;
12/15/16;11260;11270;;;;
12/14/16;11460;11470;;;;
12/13/16;11375;11385;;;;
12/12/16;11335;11370;;;;
12/9/16;11455;11470;;;;
12/8/16;11145;11155;;;;
12/7/16;11400;11410;;;;
12/6/16;11610;11625;;;;
12/5/16;11620;11630;;;;
12/2/16;11480;11490;;;;
12/1/16;11195;11205;;;;
11/30/16;11160;11175;;;;
11/29/16;11140;11150;;;;
11/28/16;11515;11520;;;;
11/25/16;11670;11685;;;;
11/24/16;11550;11560;;;;
11/23/16;11620;11635;;;;
11/22/16;11340;11360;;;;
11/21/16;11365;11375;;;;
11/18/16;10890;10895;;;;
11/17/16;11190;11200;;;;
11/16/16;11330;11340;;;;
11/15/16;11360;11370;;;;
11/14/16;11355;11360;;;;
11/11/16;11205;11230;;;;
11/10/16;11470;11490;;;;
11/9/16;11645;11660;;;;
11/8/16;11220;11245;;;;
11/7/16;11205;11210;;;;
11/4/16;10435;10445;;;;
11/3/16;10470;10480;;;;
11/2/16;10325;10345;;;;
11/1/16;10430;10445;;;;
10/31/16;10415;10430;;;;
10/28/16;10375;10390;;;;
10/27/16;10330;10345;;;;
10/26/16;10220;10235;;;;
10/25/16;10235;10245;;;;
10/24/16;10155;10175;;;;
10/21/16;9975;9985;;;;
10/20/16;10125;10130;;;;
10/19/16;10300;10315;;;;
10/18/16;10440;10445;;;;
10/17/16;10320;10340;;;;
10/14/16;10445;10485;;;;
10/13/16;10410;10425;;;;
10/12/16;10575;10585;;;;
10/11/16;10430;10440;;;;
10/10/16;10525;10545;;;;
10/7/16;10210;10220;;;;
10/6/16;10245;10260;;;;
10/5/16;10080;10105;;;;
10/4/16;10040;10050;;;;
10/3/16;10315;10335;;;;
9/30/16;10505;10510;;;;
9/29/16;10405;10410;;;;
9/28/16;10700;10705;;;;
9/27/16;10640;10660;;;;
9/26/16;10460;10475;;;;
9/23/16;10615;10640;;;;
9/22/16;10635;10650;;;;
9/21/16;10325;10330;;;;
9/20/16;10265;10280;;;;
9/19/16;10155;10160;;;;
9/16/16;9720;9745;;;;
9/15/16;9705;9720;;;;
9/14/16;9860;9870;;;;
9/13/16;9880;9900;;;;
9/12/16;10080;10110;;;;
9/9/16;10345;10360;;;;
9/8/16;10290;10300;;;;
9/7/16;10220;10225;;;;
9/6/16;10115;10120;;;;
9/5/16;10020;10035;;;;
9/2/16;10015;10030;;;;
9/1/16;9930;9935;;;;
8/31/16;9770;9780;;;;
8/30/16;9820;9825;;;;
8/26/16;9820;9845;;;;
8/25/16;9835;9860;;;;
8/24/16;9980;10010;;;;
8/23/16;10240;10255;;;;
8/22/16;10260;10270;;;;
8/19/16;10350;10360;;;;
8/18/16;10320;10330;;;;
8/17/16;10230;10245;;;;
8/16/16;10245;10250;;;;
8/15/16;10435;10465;;;;
8/12/16;10285;10305;;;;
8/11/16;10720;10735;;;;
8/10/16;10820;10835;;;;
8/9/16;10775;10780;;;;
8/8/16;10720;10785;;;;
8/5/16;10705;10710;;;;
8/4/16;10550;10575;;;;
8/3/16;10735;10740;;;;
8/2/16;10705;10725;;;;
8/1/16;10730;10740;;;;
7/29/16;10630;10635;;;;
7/28/16;10690;10695;;;;
7/27/16;10335;10355;;;;
7/26/16;10330;10350;;;;
7/25/16;10475;10490;;;;
7/22/16;10375;10385;;;;
7/21/16;10710;10735;;;;
7/20/16;10555;10570;;;;
7/19/16;10455;10475;;;;
7/18/16;10575;10590;;;;
7/15/16;10210;10230;;;;
7/14/16;10330;10345;;;;
7/13/16;10285;10305;;;;
7/12/16;10430;10460;;;;
7/11/16;10020;10045;;;;
7/8/16;9900;9880;;;;
7/7/16;9670;9680;;;;
7/6/16;9985;9990;;;;
7/5/16;9660;9675;;;;
7/4/16;10000;10020;;;;
7/1/16;9930;9940;;;;
6/30/16;9420;9430;;;;
6/29/16;9435;9445;;;;
6/28/16;9345;9350;;;;
6/27/16;8950;8965;;;;
6/24/16;8990;9000;;;;
6/23/16;9215;9220;;;;
6/22/16;9185;9200;;;;
6/21/16;9180;9200;;;;
6/20/16;9210;9230;;;;
6/17/16;9025;9050;;;;
6/16/16;8865;8875;;;;
6/15/16;8965;8985;;;;
6/14/16;8850;8865;;;;
6/13/16;8850;8860;;;;
6/10/16;8915;8935;;;;
6/9/16;8950;8965;;;;
6/8/16;8985;8990;;;;
6/7/16;8625;8645;;;;
6/6/16;8660;8670;;;;
6/3/16;8490;8515;;;;
6/2/16;8405;8425;;;;
6/1/16;8450;8460;;;;
5/31/16;8435;8440;;;;
5/27/16;8385;8410;;;;
5/26/16;8350;8355;;;;
5/25/16;8345;8370;;;;
5/24/16;8405;8415;;;;
5/23/16;8350;8365;;;;
5/20/16;8475;8485;;;;
5/19/16;8555;8565;;;;
5/18/16;8640;8650;;;;
5/17/16;8750;8755;;;;
5/16/16;8685;8720;;;;
5/13/16;8640;8650;;;;
5/12/16;8615;8640;;;;
5/11/16;8825;8835;;;;
5/10/16;8700;8705;;;;
5/9/16;8630;8640;;;;
5/6/16;9025;9040;;;;
5/5/16;8925;8930;;;;
5/4/16;9395;9415;;;;
5/3/16;9485;9505;;;;
4/29/16;9425;9440;;;;
4/28/16;9255;9270;;;;
4/27/16;9200;9215;;;;
4/26/16;9185;9195;;;;
4/25/16;9090;9100;;;;
4/22/16;9010;9030;;;;
4/21/16;9060;9080;;;;
4/20/16;9270;9290;;;;
4/19/16;9210;9235;;;;
4/18/16;9105;9120;;;;
4/15/16;8920;8945;;;;
4/14/16;8995;9000;;;;
4/13/16;8950;8960;;;;
4/12/16;8865;8870;;;;
4/11/16;8535;8545;;;;
4/8/16;8540;8565;;;;
4/7/16;8380;8400;;;;
4/6/16;8550;8565;;;;
4/5/16;8475;8500;;;;
4/4/16;8390;8400;;;;
4/1/16;8310;8325;;;;
