Date,Price,Net,%Chg,Open,Low,High,Volume,Bid,Ask
2023-07-14,69760.0,+1 000,+1%,69 050,69 050,69 980,12 295,69 470,69 600
2023-07-17,69420.0,-340,-0%,69 520,68 910,69 900,4 860,68 500,69 050
2023-07-18,68430.0,-990,-1%,68 270,68 130,68 690,77 733,68 520,68 530
2023-07-19,68470.0,+40,+0%,68 270,68 260,68 790,54 529,68 770,68 780
2023-07-20,68520.0,+50,+0%,68 450,68 340,68 730,62 899,68 490,68 500
2023-07-21,68630.0,+110,+0%,68 960,68 370,68 970,60 712,68 720,68 730
2023-07-24,68370.0,-260,-0%,68 410,68 250,68 530,65 924,68 290,68 300
2023-07-25,68780.0,+410,+1%,68 290,68 240,69 100,69 614,69 040,69 060
2023-07-26,69210.0,+430,+1%,69 240,69 010,69 440,49 927,69 180,69 200
2023-07-27,69260.0,+50,+0%,69 000,68 880,69 500,38 617,69 060,69 110
2023-07-28,68940.0,-320,-0%,68 960,68 790,69 210,32 744,69 180,69 190
2023-07-31,69570.0,+630,+1%,69 250,69 250,69 850,37 042,69 690,69 710
2023-08-01,70700.0,+1 130,+2%,70 260,70 200,71 050,30 468,70 710,70 730
2023-08-02,69850.0,-850,-1%,70 440,69 510,70 440,23 505,69 530,69 590
2023-08-03,69130.0,-720,-1%,69 250,68 920,69 350,27 260,69 020,69 050
2023-08-04,69490.0,+360,+1%,69 020,68 980,69 790,18 355,69 490,69 570
2023-08-07,69100.0,-390,-1%,69 190,68 980,69 330,23 110,69 140,69 160
2023-08-08,69030.0,-70,-0%,69 280,68 880,69 360,25 430,68 900,69 010
2023-08-09,68430.0,-600,-1%,68 390,67 960,68 850,28 280,68 740,68 800
2023-08-10,68590.0,+160,+0%,68 740,68 500,68 870,17 625,68 670,68 790
2023-08-11,68520.0,-70,-0%,68 790,68 350,68 950,16 430,68 330,68 380
2023-08-14,68090.0,-430,-1%,68 050,67 970,72 630,14 390,68 010,68 200
2023-08-15,68340.0,+250,+0%,68 060,68 060,68 820,4 320,68 400,68 890
2023-08-16,67870.0,-470,-1%,68 020,67 550,68 190,101 573,67 550,67 560
2023-08-17,67810.0,-60,-0%,67 560,67 560,68 100,73 127,67 980,67 990
2023-08-18,68300.0,+490,+1%,68 320,67 970,68 550,62 392,68 000,68 010
2023-08-21,68430.0,+130,+0%,68 120,68 010,68 670,60 816,68 480,68 500
2023-08-22,68540.0,+110,+0%,68 530,68 350,68 850,54 165,68 670,68 690
2023-08-23,69060.0,+520,+1%,68 760,68 760,69 300,54 904,69 120,69 130
2023-08-24,69270.0,+210,+0%,69 020,69 020,69 490,54 241,69 080,69 090
2023-08-25,69030.0,-240,-0%,68 990,68 880,69 200,43 792,69 140,69 150
2023-08-28,69180.0,+150,+0%,69 160,68 820,69 570,41 396,69 120,69 130
2023-08-29,69320.0,+140,+0%,69 040,69 040,69 490,30 025,69 410,69 420
2023-08-30,69530.0,+210,+0%,69 190,69 190,69 750,33 133,69 580,69 610
2023-08-31,69740.0,+210,+0%,69 810,69 600,69 900,28 185,69 770,69 790
2023-09-01,69820.0,+80,+0%,69 770,69 470,70 070,24 582,70 040,70 080
2023-09-04,69980.0,+160,+0%,70 460,69 650,70 530,22 365,69 680,69 720
2023-09-05,69600.0,-380,-1%,69 610,69 340,69 770,23 175,69 360,69 390
2023-09-06,69790.0,+190,+0%,69 550,69 550,70 040,19 675,69 750,69 800
2023-09-07,69440.0,-350,-1%,69 590,69 310,69 640,22 800,69 500,69 510
2023-09-08,69130.0,-310,-0%,69 100,69 030,69 280,24 335,69 060,69 080
2023-09-11,69050.0,-80,-0%,68 880,68 760,69 370,24 850,69 330,69 370
2023-09-12,69530.0,+480,+1%,69 480,69 370,69 700,20 560,69 410,69 420
2023-09-13,69340.0,-190,-0%,69 420,69 240,69 480,16 045,69 300,69 360
2023-09-14,69480.0,+140,+0%,69 320,69 270,69 720,13 695,69 680,69 700
2023-09-15,69800.0,+320,+0%,69 700,68 970,70 200,5 735,68 970,70 100
2023-09-18,69360.0,-440,-1%,69 490,69 210,69 520,67 113,69 430,69 450
2023-09-19,68980.0,-380,-1%,69 300,68 750,69 350,81 353,68 780,68 790
2023-09-20,68760.0,-220,-0%,68 660,68 600,68 900,61 681,68 740,68 760
2023-09-21,68700.0,-60,-0%,68 890,68 510,69 110,64 936,68 520,68 530
2023-09-22,67970.0,-730,-1%,67 500,67 500,68 260,93 765,68 210,68 240
2023-09-25,68040.0,+70,+0%,68 170,67 790,68 420,52 259,67 860,67 870
2023-09-26,67700.0,-340,-0%,67 990,67 370,68 050,51 986,67 380,67 390
2023-09-27,67360.0,-340,-1%,67 360,67 180,67 630,38 206,67 180,67 200
2023-09-28,67340.0,-20,-0%,67 270,67 160,67 520,29 133,67 400,67 460
2023-10-09,67460.0,+120,+0%,67 240,67 240,67 550,30 082,67 490,67 520
2023-10-10,67000.0,-460,-1%,67 300,66 500,67 370,26 635,66 530,66 580
2023-10-11,66770.0,-230,-0%,66 340,66 300,66 980,23 770,66 940,66 990
2023-10-12,66700.0,-70,-0%,66 950,66 580,66 990,15 045,66 970,66 990
2023-10-13,66430.0,-270,-0%,66 700,66 180,66 800,9 175,66 450,66 500
2023-10-16,66330.0,-100,-0%,66 300,65 900,66 570,3 460,66 520,66 620
2023-10-17,66170.0,-160,-0%,66 560,65 850,66 580,74 591,65 870,65 880
2023-10-18,66490.0,+320,+0%,65 880,65 880,66 900,71 210,66 690,66 700
2023-10-19,66490.0,0,0%,66 620,66 220,66 780,53 266,66 470,66 480
2023-10-20,66460.0,-30,-0%,66 650,66 090,66 760,59 692,66 150,66 160
2023-10-23,66040.0,-420,-1%,66 190,65 790,66 470,56 028,65 830,65 840
2023-10-24,66340.0,+300,+0%,66 030,65 990,66 650,51 663,66 600,66 610
2023-10-25,66940.0,+600,+1%,66 600,66 500,67 180,54 825,66 980,67 000
2023-10-26,66670.0,-270,-0%,66 900,66 500,66 940,31 634,66 660,66 690
2023-10-27,66700.0,+30,+0%,66 740,66 500,67 010,38 858,66 980,67 010
2023-10-30,67400.0,+700,+1%,67 220,67 210,67 530,34 033,67 410,67 420
2023-10-31,67480.0,+80,+0%,67 930,67 260,67 950,27 241,67 410,67 450
2023-11-01,67350.0,-130,-0%,67 430,67 230,67 560,15 488,67 350,67 380
2023-11-02,67580.0,+230,+0%,67 580,67 400,67 790,15 310,67 500,67 510
2023-11-03,67800.0,+220,+0%,67 610,67 510,67 930,16 510,67 840,67 910
2023-11-06,67550.0,-250,-0%,67 710,67 390,67 720,17 340,67 700,67 710
2023-11-07,67690.0,+140,+0%,67 800,67 520,67 900,15 220,67 530,67 580
2023-11-08,67500.0,-190,-0%,67 300,67 300,67 720,20 365,67 650,67 680
2023-11-09,67420.0,-80,-0%,67 600,67 340,67 730,17 525,67 470,67 480
2023-11-10,67470.0,+50,+0%,67 450,67 360,67 690,16 620,67 510,67 530
2023-11-13,67290.0,-180,-0%,67 470,67 000,67 510,17 475,67 470,67 510
2023-11-14,67740.0,+450,+1%,67 600,67 540,67 840,11 645,67 780,67 840
2023-11-15,68170.0,+430,+1%,67 780,67 780,68 680,7 605,67 650,68 500
2023-11-16,67820.0,-350,-1%,67 940,67 700,67 990,53 799,67 830,67 850
2023-11-17,67800.0,-20,-0%,67 870,67 500,68 020,63 363,67 910,67 920
2023-11-20,67900.0,+100,+0%,67 820,67 690,68 070,54 061,67 910,67 920
2023-11-21,68260.0,+360,+1%,68 010,67 880,68 550,61 126,68 260,68 280
2023-11-22,68170.0,-90,-0%,68 030,68 010,68 400,48 669,68 090,68 110
2023-11-23,67980.0,-190,-0%,68 020,67 800,68 160,38 794,68 020,68 030
2023-11-24,68180.0,+200,+0%,68 130,68 040,68 320,35 777,68 260,68 270
2023-11-27,68230.0,+50,+0%,68 200,67 980,68 410,29 000,68 300,68 320
2023-11-28,68030.0,-200,-0%,68 160,67 920,68 210,31 949,67 950,67 960
2023-11-29,68360.0,+330,+0%,68 080,68 080,68 580,28 040,68 300,68 310
2023-11-30,68380.0,+20,+0%,68 370,68 180,68 570,25 150,68 420,68 580
2023-12-01,68690.0,+310,+0%,68 300,68 270,68 810,17 804,68 630,68 670
2023-12-04,69140.0,+450,+1%,69 020,68 910,69 420,19 250,68 910,68 940
2023-12-05,68570.0,-570,-1%,68 800,68 210,68 880,22 425,68 300,68 320
2023-12-06,68250.0,-320,-0%,68 090,68 000,68 510,21 145,68 490,68 510
2023-12-07,67980.0,-270,-0%,68 490,67 720,68 590,22 680,67 960,67 980
2023-12-08,68330.0,+350,+1%,68 010,67 980,68 480,17 720,68 380,68 460
2023-12-11,68690.0,+360,+1%,68 660,68 550,69 050,17 115,68 650,68 730
2023-12-12,68390.0,-300,-0%,68 490,68 200,68 540,20 000,68 500,68 520
2023-12-13,68310.0,-80,-0%,68 430,68 150,68 430,16 915,68 320,68 340
2023-12-14,68570.0,+260,+0%,68 320,68 210,68 700,11 350,68 590,68 600
2023-12-15,68960.0,+390,+1%,69 010,68 690,69 240,5 885,67 220,69 390
2023-12-18,68580.0,-380,-1%,68 610,68 330,68 750,50 633,68 630,68 650
2023-12-19,68480.0,-100,-0%,68 520,68 350,68 600,40 688,68 470,68 490
2023-12-20,68930.0,+450,+1%,68 710,68 670,69 270,62 550,68 990,69 000
2023-12-21,68860.0,-70,-0%,68 750,68 680,69 000,44 392,68 960,68 970
2023-12-22,69080.0,+220,+0%,68 800,68 800,69 290,44 807,69 050,69 070
2023-12-25,69090.0,+10,+0%,68 930,68 920,69 230,26 789,69 140,69 150
2023-12-26,69220.0,+130,+0%,69 150,69 100,69 380,25 438,69 320,69 350
2023-12-27,69220.0,0,0%,69 210,69 030,69 410,23 855,69 280,69 300
2023-12-28,69510.0,+290,+0%,69 240,69 240,69 870,29 627,69 370,69 400
2023-12-29,69070.0,-440,-1%,69 100,68 960,69 250,28 155,69 040,69 220
2024-01-02,68920.0,-150,-0%,68 920,68 800,69 150,13 614,69 030,69 050
2024-01-03,68700.0,-220,-0%,68 780,68 600,68 900,17 520,68 660,68 680
2024-01-04,68510.0,-190,-0%,68 520,68 310,68 730,18 135,68 480,68 500
2024-01-05,68470.0,-40,-0%,68 380,68 250,68 630,16 720,68 450,68 510
2024-01-08,68290.0,-180,-0%,68 340,68 210,68 620,17 280,68 310,68 370
2024-01-09,68370.0,+80,+0%,68 280,68 070,68 530,17 570,68 350,68 370
2024-01-10,68110.0,-260,-0%,68 290,68 020,68 330,19 260,68 040,68 050
2024-01-11,68240.0,+130,+0%,68 290,67 960,68 390,12 795,68 330,68 380
2024-01-12,68260.0,+20,+0%,68 360,68 010,68 430,12 580,68 330,68 350
2024-01-15,67940.0,-320,-0%,68 160,67 700,68 250,5 745,67 730,67 800
2024-01-16,67830.0,-110,-0%,67 870,67 690,68 040,30 611,67 800,67 810
2024-01-17,67900.0,+70,+0%,68 030,67 710,68 160,26 004,67 730,67 760
2024-01-18,67700.0,-200,-0%,67 850,67 520,67 880,31 173,67 860,67 870
2024-01-19,67680.0,-20,-0%,67 580,67 410,67 890,28 421,67 750,67 770
2024-01-22,68000.0,+320,+0%,68 000,67 820,68 120,28 734,67 860,67 870
2024-01-23,67880.0,-120,-0%,67 810,67 720,68 110,22 893,68 070,68 090
2024-01-24,68160.0,+280,+0%,68 100,67 970,68 350,20 416,68 310,68 340
2024-01-25,68780.0,+620,+1%,68 780,68 670,68 890,38 371,68 780,68 800
2024-01-26,68930.0,+150,+0%,68 980,68 750,69 050,22 459,68 770,68 780
2024-01-29,68850.0,-80,-0%,68 820,68 650,69 160,19 552,68 670,68 690
2024-01-30,68920.0,+70,+0%,68 810,68 750,69 090,13 538,68 830,68 850
2024-01-31,69140.0,+220,+0%,68 900,68 840,69 260,20 604,69 220,69 230
2024-02-01,69150.0,+10,+0%,69 270,68 860,69 800,14 035,68 880,68 910
2024-02-02,68710.0,-440,-1%,68 870,68 450,69 050,11 755,68 500,68 560
2024-02-05,68510.0,-200,-0%,68 680,68 410,68 740,10 465,68 400,68 450
2024-02-06,68010.0,-500,-1%,68 300,67 900,68 300,10 215,67 930,68 010
2024-02-07,67940.0,-70,-0%,67 910,67 800,68 100,6 355,67 930,68 060
2024-02-08,67680.0,-260,-0%,67 870,67 520,67 870,3 295,67 670,67 880
2024-02-19,68220.0,+540,+1%,68 360,66 550,68 390,7 670,68 210,68 310
2024-02-20,68370.0,+150,+0%,68 500,68 220,68 600,38 156,68 310,68 340
2024-02-21,68810.0,+440,+1%,68 460,68 370,69 000,46 946,68 980,68 990
2024-02-22,69130.0,+320,+0%,69 140,68 980,69 450,34 399,69 150,69 160
2024-02-23,69290.0,+160,+0%,69 220,69 000,69 450,38 945,69 250,69 270
2024-02-26,69060.0,-230,-0%,69 070,68 960,69 290,25 593,68 990,69 010
2024-02-27,68780.0,-280,-0%,68 850,68 640,68 970,25 953,68 930,68 940
2024-02-28,68800.0,+20,+0%,68 930,68 690,68 960,20 741,68 700,68 710
2024-02-29,68740.0,-60,-0%,68 600,68 540,68 990,25 346,68 910,69 140
2024-03-01,68870.0,+130,+0%,68 850,68 820,69 070,15 254,68 840,68 870
2024-03-04,68910.0,+40,+0%,68 770,68 710,69 100,15 905,69 030,69 100
2024-03-05,69030.0,+120,+0%,69 180,68 950,69 240,13 070,68 970,68 990
2024-03-06,68940.0,-90,-0%,69 010,68 860,69 130,12 260,68 980,69 070
2024-03-07,69300.0,+360,+1%,69 120,69 050,69 470,16 845,69 370,69 380
2024-03-08,69710.0,+410,+1%,69 790,69 540,70 020,20 065,69 740,69 790
2024-03-11,69360.0,-350,-1%,69 680,69 200,69 740,13 895,69 350,69 400
2024-03-12,69520.0,+160,+0%,69 560,69 410,69 710,11 830,69 660,69 750
2024-03-13,69760.0,+240,+0%,69 680,69 410,70 170,11 880,70 160,70 280
2024-03-14,71690.0,+1 930,+3%,71 000,70 880,72 230,6 335,71 150,71 470
2024-03-15,72030.0,+340,+0%,71 380,71 380,73 000,3 685,70 820,73 500
2024-03-18,72960.0,+930,+1%,72 960,72 590,73 300,49 505,72 710,72 730
2024-03-19,73070.0,+110,+0%,73 090,72 380,73 740,44 280,72 740,72 770
2024-03-20,72540.0,-530,-1%,72 310,72 220,72 750,29 327,72 500,72 510
2024-03-21,72850.0,+310,+0%,72 150,72 070,73 400,33 259,73 110,73 130
2024-03-22,72350.0,-500,-1%,72 780,72 050,72 920,42 034,72 180,72 230
2024-03-25,72310.0,-40,-0%,72 070,72 060,72 550,35 495,72 150,72 190
2024-03-26,71990.0,-320,-0%,72 180,71 620,72 420,27 892,71 850,71 910
2024-03-27,71920.0,-70,-0%,72 190,71 750,72 190,21 639,71 950,72 000
2024-03-28,72090.0,+170,+0%,71 790,71 530,72 500,24 066,72 350,72 360
2024-03-29,72200.0,+110,+0%,72 160,71 940,72 480,21 598,72 310,72 480
2024-04-01,72720.0,+520,+1%,72 380,72 380,73 070,17 506,72 650,73 010
2024-04-02,72920.0,+200,+0%,72 880,72 720,73 230,20 025,73 100,73 150
2024-04-03,73520.0,+600,+1%,73 380,73 090,73 850,20 155,73 810,73 880
2024-04-08,75230.0,+1 710,+2%,75 130,74 260,75 990,19 765,75 330,75 500
2024-04-09,75910.0,+680,+1%,75 880,75 560,76 490,18 045,75 750,75 800
2024-04-10,76090.0,+180,+0%,76 300,75 730,76 600,14 510,76 270,76 390
2024-04-11,75890.0,-200,-0%,76 330,75 360,76 330,16 095,75 830,75 900
2024-04-12,76010.0,+120,+0%,75 700,75 410,76 600,9 190,76 360,76 500
2024-04-15,76290.0,+280,+0%,76 900,75 830,77 410,4 605,76 480,76 590
2024-04-16,76920.0,+630,+1%,77 100,76 350,77 340,56 236,76 520,76 560
2024-04-17,76450.0,-470,-1%,76 220,76 110,76 800,41 573,76 730,76 750
2024-04-18,77440.0,+990,+1%,77 130,76 660,78 680,43 254,78 550,78 590
2024-04-19,78880.0,+1 440,+2%,78 570,78 000,79 590,48 529,79 120,79 150
2024-04-22,79940.0,+1 060,+1%,79 560,79 230,80 790,45 657,79 350,79 400
2024-04-23,78520.0,-1 420,-2%,79 440,77 650,79 500,46 597,77 790,77 840
2024-04-24,78520.0,0,0%,77 690,77 450,79 250,45 080,79 110,79 120
2024-04-25,78990.0,+470,+1%,79 120,78 600,79 950,30 813,79 950,79 990
2024-04-26,80210.0,+1 220,+2%,80 290,79 580,80 930,32 284,80 800,80 840
2024-04-29,80560.0,+350,+0%,80 700,79 840,80 820,32 406,80 670,80 680
2024-04-30,81650.0,+1 090,+1%,80 800,80 800,82 340,26 573,81 700,82 380
2024-05-06,80820.0,-830,-1%,80 650,79 980,81 090,18 366,81 030,81 080
2024-05-07,80700.0,-120,-0%,81 130,80 280,81 400,19 735,80 260,80 300
2024-05-08,79820.0,-880,-1%,80 200,79 240,80 640,21 080,79 250,79 300
2024-05-09,79600.0,-220,-0%,79 260,79 220,79 770,14 965,79 420,79 450
2024-05-10,80110.0,+510,+1%,79 500,79 400,80 730,16 210,80 600,80 690
2024-05-13,80480.0,+370,+0%,80 400,79 940,81 000,14 140,80 800,80 880
2024-05-14,81590.0,+1 110,+1%,81 200,81 040,82 070,8 265,81 800,82 090
2024-05-15,81230.0,-360,-0%,81 680,80 700,81 850,5 015,81 060,81 660
2024-05-16,82060.0,+830,+1%,82 240,81 000,82 690,107 380,82 310,82 340
2024-05-17,82970.0,+910,+1%,82 470,82 120,84 190,69 378,83 910,83 920
2024-05-20,86450.0,+3 480,+4%,84 300,84 080,88 600,100 936,87 360,87 440
2024-05-21,86790.0,+340,+0%,86 930,85 640,88 230,68 057,86 730,86 770
2024-05-22,86170.0,-620,-1%,87 300,85 330,87 640,48 876,85 880,85 900
2024-05-23,83500.0,-2 670,-3%,84 790,82 510,84 860,68 995,82 810,82 820
2024-05-24,83580.0,+80,+0%,83 340,82 920,84 090,38 318,83 750,83 780
2024-05-27,83520.0,-60,-0%,83 430,83 160,83 890,33 040,83 220,83 280
2024-05-28,84520.0,+1 000,+1%,83 660,83 530,85 060,29 437,84 280,84 330
2024-05-29,84590.0,+70,+0%,84 510,83 830,85 340,24 729,85 120,85 190
2024-05-30,83350.0,-1 240,-1%,84 300,82 210,84 540,43 847,82 640,82 750
2024-05-31,81950.0,-1 400,-2%,81 800,81 420,82 330,31 495,82 100,82 320
2024-06-03,81470.0,-480,-1%,81 990,80 910,82 410,22 875,81 250,81 400
2024-06-04,81830.0,+360,+0%,81 470,81 380,82 130,19 140,81 700,81 740
2024-06-05,80290.0,-1 540,-2%,80 870,79 810,80 870,25 775,79 810,79 870
2024-06-06,81010.0,+720,+1%,79 880,79 880,81 440,17 845,80 950,81 050
2024-06-07,81390.0,+380,+0%,81 060,81 010,82 090,17 920,81 180,81 320
2024-06-11,79750.0,-1 640,-2%,80 020,79 410,80 380,16 930,79 540,79 580
2024-06-12,79540.0,-210,-0%,79 290,78 890,79 920,15 990,79 550,79 640
2024-06-13,79400.0,-140,-0%,80 020,78 910,80 680,13 765,79 560,79 650
2024-06-14,79330.0,-70,-0%,79 720,78 800,79 820,10 375,79 290,79 570
2024-06-17,78610.0,-720,-1%,79 160,77 900,79 230,4 710,77 010,78 100
2024-06-18,78550.0,-60,-0%,78 030,77 890,79 060,92 440,78 360,78 380
2024-06-19,78470.0,-80,-0%,77 800,77 760,79 050,78 388,79 020,79 040
2024-06-20,79490.0,+1 020,+1%,79 270,78 940,79 980,73 198,79 380,79 400
2024-06-21,79710.0,+220,+0%,79 670,79 100,80 280,66 750,79 090,79 120
2024-06-24,78560.0,-1 150,-1%,78 640,78 270,78 970,70 868,78 480,78 500
2024-06-25,78580.0,+20,+0%,78 520,78 360,78 920,39 839,78 430,78 460
2024-06-26,77760.0,-820,-1%,78 120,77 350,78 330,57 371,78 190,78 270
2024-06-27,77670.0,-90,-0%,78 020,77 210,78 170,32 355,77 300,77 360
2024-06-28,77830.0,+160,+0%,77 920,77 400,78 200,39 774,78 000,78 120
2024-07-01,77910.0,+80,+0%,78 390,77 640,78 680,20 848,77 780,77 810
2024-07-02,78440.0,+530,+1%,78 000,78 000,78 690,17 025,78 380,78 400
2024-07-03,78760.0,+320,+0%,78 870,78 400,79 340,20 515,79 240,79 340
2024-07-04,79760.0,+1 000,+1%,79 720,79 390,80 180,17 220,79 500,79 650
2024-07-05,79860.0,+100,+0%,79 930,79 550,80 250,18 435,79 980,80 170
2024-07-08,79960.0,+100,+0%,80 380,79 500,80 480,17 360,79 660,79 740
2024-07-09,79990.0,+30,+0%,80 150,79 800,80 330,12 300,80 100,80 250
2024-07-10,79580.0,-410,-1%,79 990,79 250,80 010,14 045,79 280,79 420
2024-07-11,79710.0,+130,+0%,79 680,79 520,80 000,10 430,79 650,79 700
2024-07-12,78910.0,-800,-1%,79 690,78 630,79 690,12 920,78 720,78 800
2024-07-15,79410.0,+500,+1%,79 250,79 050,79 880,6 250,78 220,79 320
2024-07-16,79360.0,-50,-0%,79 330,79 120,79 740,63 751,79 280,79 290
2024-07-17,78590.0,-770,-1%,78 730,78 280,78 890,89 546,78 490,78 500
2024-07-18,78180.0,-410,-1%,78 390,77 970,78 500,76 130,78 380,78 390
2024-07-19,76780.0,-1 400,-2%,77 380,76 300,77 380,131 479,76 580,76 610
2024-07-22,76120.0,-660,-1%,76 350,75 570,76 470,80 286,75 620,75 650
2024-07-23,75220.0,-900,-1%,75 260,74 640,75 900,62 904,74 640,74 660
2024-07-24,74720.0,-500,-1%,74 640,74 430,75 110,48 891,74 840,74 850
2024-07-25,73500.0,-1 220,-2%,74 640,72 770,74 760,76 007,72 900,72 910
2024-07-26,74030.0,+530,+1%,73 290,73 240,74 510,50 620,74 000,74 040
2024-07-29,74180.0,+150,+0%,74 110,73 880,74 670,31 990,73 900,73 940
2024-07-30,73300.0,-880,-1%,73 580,72 930,73 800,34 574,73 290,73 350
2024-07-31,73590.0,+290,+0%,72 920,72 650,74 500,28 826,74 100,74 500
2024-08-01,74780.0,+1 190,+2%,74 040,74 040,75 320,19 473,74 520,74 680
2024-08-02,73530.0,-1 250,-2%,74 510,73 150,74 650,23 905,73 560,73 600
2024-08-05,72860.0,-670,-1%,73 580,72 060,73 810,31 695,72 060,72 150
2024-08-06,71050.0,-1 810,-2%,70 560,70 500,72 070,25 620,70 710,70 820
2024-08-07,71330.0,+280,+0%,70 960,70 780,71 800,18 590,71 220,71 250
2024-08-08,70750.0,-580,-1%,71 100,70 540,71 180,18 565,70 540,70 590
2024-08-09,71470.0,+720,+1%,70 490,70 490,71 980,15 015,71 520,71 720
2024-08-12,71450.0,-20,-0%,71 610,71 210,72 100,14 825,71 980,72 010
2024-08-13,72270.0,+820,+1%,72 150,71 940,72 990,10 100,71 920,72 240
2024-08-14,72060.0,-210,-0%,72 140,71 560,72 520,9 085,71 820,71 990
2024-08-15,72280.0,+220,+0%,72 000,71 980,72 890,5 815,72 680,72 980
2024-08-16,73610.0,+1 330,+2%,73 340,73 090,74 080,110 707,73 910,73 930
2024-08-19,73630.0,+20,+0%,73 410,72 970,74 230,103 534,73 880,73 900
2024-08-20,73930.0,+300,+0%,74 050,73 630,74 280,66 518,73 760,73 770
2024-08-21,73710.0,-220,-0%,74 050,73 250,74 120,65 512,73 900,73 910
2024-08-22,73940.0,+230,+0%,73 920,73 530,74 250,54 401,73 880,73 900
2024-08-23,73540.0,-400,-1%,73 610,73 310,73 770,43 762,73 430,73 440
2024-08-26,74370.0,+830,+1%,73 540,73 440,75 060,57 626,75 010,75 020
2024-08-27,74850.0,+480,+1%,74 740,74 560,75 100,33 063,74 910,74 940
2024-08-28,74910.0,+60,+0%,75 020,74 500,75 460,34 527,74 520,74 560
2024-08-29,74080.0,-830,-1%,74 200,73 700,74 440,32 764,74 130,74 140
2024-08-30,73930.0,-150,-0%,73 840,73 460,74 490,30 506,74 100,74 150
2024-09-02,73630.0,-300,-0%,74 090,73 450,74 090,22 499,73 540,73 610
2024-09-03,73400.0,-230,-0%,73 490,72 840,73 760,25 760,72 830,72 860
2024-09-04,71990.0,-1 410,-2%,72 480,71 610,72 480,27 250,71 670,71 740
2024-09-05,71890.0,-100,-0%,71 910,71 580,72 320,19 265,71 560,71 590
2024-09-06,72530.0,+640,+1%,72 300,72 160,73 050,18 180,72 810,73 050
2024-09-09,72080.0,-450,-1%,72 810,71 720,72 970,20 360,72 380,72 460
2024-09-10,72870.0,+790,+1%,72 780,72 520,73 360,13 425,73 100,73 330
2024-09-11,72820.0,-50,-0%,72 860,72 310,73 360,13 895,73 200,73 390
2024-09-12,73570.0,+750,+1%,73 260,72 760,74 010,9 880,73 810,73 910
2024-09-13,74200.0,+630,+1%,74 050,73 800,74 440,7 500,73 850,74 000
2024-09-18,74380.0,+180,+0%,74 410,74 150,74 770,2 295,74 260,74 500
2024-09-19,74890.0,+510,+1%,74 810,74 350,75 670,106 573,75 640,75 650
2024-09-20,75770.0,+880,+1%,75 910,75 430,76 110,94 888,75 830,75 840
2024-09-23,75410.0,-360,-0%,75 790,75 130,75 900,82 342,75 280,75 310
2024-09-24,76100.0,+690,+1%,75 500,75 410,76 780,91 754,76 750,76 770
2024-09-25,77460.0,+1 360,+2%,77 060,77 000,78 130,69 020,77 120,77 170
2024-09-26,77410.0,-50,-0%,77 280,77 000,77 860,44 174,77 760,77 810
2024-09-27,78720.0,+1 310,+2%,78 480,77 940,79 250,45 409,78 810,78 890
2024-09-30,78940.0,+220,+0%,78 600,78 210,79 510,31 410,78 860,79 140
2024-10-08,78270.0,-670,-1%,78 720,77 370,79 270,29 769,77 360,77 380
2024-10-09,77670.0,-600,-1%,77 430,77 320,78 000,19 335,77 620,77 700
2024-10-10,77180.0,-490,-1%,77 100,76 560,77 510,20 875,76 930,76 950
2024-10-11,77360.0,+180,+0%,77 000,77 000,77 650,14 185,77 180,77 260
2024-10-14,77480.0,+120,+0%,77 410,77 220,78 060,12 410,77 500,77 700
2024-10-15,77190.0,-290,-0%,82 900,76 330,82 900,6 945,76 050,77 690
2024-10-16,76570.0,-620,-1%,76 340,76 220,76 750,72 722,76 700,76 720
2024-10-17,76720.0,+150,+0%,76 920,75 980,77 370,83 530,76 010,76 030
2024-10-18,76620.0,-100,-0%,76 300,76 110,77 250,68 575,76 980,77 000
2024-10-21,77350.0,+730,+1%,77 200,76 760,77 740,64 098,77 610,77 650
2024-10-22,76950.0,-400,-1%,77 430,76 540,77 630,55 320,77 090,77 110
2024-10-23,76800.0,-150,-0%,77 130,76 600,77 180,39 999,76 640,76 670
2024-10-24,76490.0,-310,-0%,76 170,76 070,76 990,41 843,76 920,76 950
2024-10-25,76470.0,-20,-0%,76 770,76 150,76 770,46 138,76 390,76 410
2024-10-28,76580.0,+110,+0%,76 520,76 430,76 820,31 028,76 740,76 790
2024-10-29,76490.0,-90,-0%,76 600,76 360,76 730,30 096,76 430,76 490
2024-10-30,76600.0,+110,+0%,76 550,76 340,76 960,28 041,76 570,76 580
2024-10-31,76490.0,-110,-0%,76 270,76 230,76 710,25 907,76 500,76 590
2024-11-01,76480.0,-10,-0%,76 600,76 150,76 680,22 911,76 500,76 520
2024-11-04,76960.0,+480,+1%,76 610,76 380,77 570,23 735,77 330,77 390
2024-11-05,77470.0,+510,+1%,77 100,76 880,77 750,18 845,77 560,77 590
2024-11-06,77310.0,-160,-0%,77 570,76 600,78 090,23 160,76 710,76 730
2024-11-07,76040.0,-1 270,-2%,76 200,75 530,76 640,27 195,76 400,76 500
2024-11-08,77210.0,+1 170,+2%,76 890,76 870,77 670,16 710,77 000,77 110
2024-11-11,76490.0,-720,-1%,76 530,76 350,76 800,14 390,76 510,76 580
2024-11-12,75760.0,-730,-1%,76 120,75 210,76 210,16 505,75 300,75 330
2024-11-13,74660.0,-1 100,-1%,75 000,74 160,75 160,11 795,74 160,74 220
