Date,Price,Net,%Chg,Open,Low,High,Volume,Bid,Ask
2019-07-17,46870.0,+10,+0%,46 870,46 720,47 180,34 193,46 790,46 800
2019-07-18,46730.0,-140,-0%,46 740,46 560,46 890,31 865,46 730,46 740
2019-07-19,47500.0,+770,+2%,46 850,46 760,47 940,58 761,47 870,47 890
2019-07-22,47670.0,+170,+0%,48 210,47 310,48 270,47 025,47 350,47 360
2019-07-23,47280.0,-390,-1%,47 310,47 170,47 440,27 388,47 240,47 260
2019-07-24,46960.0,-320,-1%,47 150,46 740,47 160,30 210,47 010,47 030
2019-07-25,46980.0,+20,+0%,47 050,46 910,47 100,22 482,46 970,46 980
2019-07-26,46980.0,0,0%,47 130,46 870,47 180,18 550,47 000,47 010
2019-07-29,46850.0,-130,-0%,46 920,46 730,46 920,23 359,46 830,46 850
2019-07-30,47180.0,+330,+1%,46 950,46 950,47 300,22 160,47 140,47 170
2019-07-31,46800.0,-380,-1%,47 000,46 650,47 000,21 054,46 650,46 760
2019-08-01,46580.0,-220,-0%,46 710,46 500,46 750,13 991,46 560,46 580
2019-08-02,46360.0,-220,-0%,46 550,46 190,46 650,15 900,46 410,46 430
2019-08-05,45900.0,-460,-1%,46 120,45 730,46 130,25 920,45 950,46 020
2019-08-06,46050.0,+150,+0%,45 950,45 850,46 250,16 090,46 090,46 120
2019-08-07,46030.0,-20,-0%,46 030,45 870,46 190,14 555,45 860,45 880
2019-08-08,46340.0,+310,+1%,45 940,45 890,46 570,17 685,46 350,46 380
2019-08-09,46500.0,+160,+0%,46 510,46 370,46 690,16 235,46 500,46 560
2019-08-12,46540.0,+40,+0%,46 740,46 450,46 810,16 930,46 600,46 630
2019-08-13,46490.0,-50,-0%,46 600,46 430,46 600,10 255,46 440,46 450
2019-08-14,46560.0,+70,+0%,46 450,46 400,46 780,7 800,46 330,46 470
2019-08-15,46250.0,-310,-1%,46 350,46 180,46 350,4 150,46 260,46 380
2019-08-16,46390.0,+140,+0%,46 350,46 280,46 500,27 102,46 490,46 500
2019-08-19,46430.0,+40,+0%,46 380,46 310,46 580,25 904,46 530,46 560
2019-08-20,46590.0,+160,+0%,46 650,46 500,46 710,24 245,46 560,46 570
2019-08-21,46340.0,-250,-1%,46 450,46 240,46 530,31 456,46 390,46 400
2019-08-22,46320.0,-20,-0%,46 340,46 200,46 470,26 879,46 260,46 270
2019-08-23,46270.0,-50,-0%,46 370,46 140,46 420,24 450,46 350,46 370
2019-08-26,46010.0,-260,-1%,46 150,45 820,46 280,37 431,45 980,45 990
2019-08-27,46340.0,+330,+1%,46 180,46 150,46 460,30 196,46 320,46 350
2019-08-28,46520.0,+180,+0%,46 580,46 440,46 650,19 867,46 510,46 530
2019-08-29,46520.0,0,0%,46 490,46 430,46 630,17 545,46 500,46 510
2019-08-30,46650.0,+130,+0%,46 630,46 570,46 780,20 953,46 600,46 680
2019-09-02,46580.0,-70,-0%,46 670,46 480,46 830,16 544,46 580,46 590
2019-09-03,46380.0,-200,-0%,46 470,46 280,46 470,18 170,46 320,46 340
2019-09-04,46200.0,-180,-0%,46 000,45 690,46 560,20 775,46 550,46 600
2019-09-05,46950.0,+750,+2%,46 700,46 620,47 210,21 025,46 860,47 060
2019-09-06,47400.0,+450,+1%,47 280,47 250,47 660,19 305,47 260,47 390
2019-09-09,47260.0,-140,-0%,47 360,47 210,47 430,14 780,47 240,47 310
2019-09-10,47340.0,+80,+0%,47 190,47 160,47 400,19 305,47 350,47 400
2019-09-11,47180.0,-160,-0%,47 080,47 050,47 300,11 875,47 260,47 280
2019-09-12,47290.0,+110,+0%,47 230,47 050,47 590,10 795,47 350,47 590
2019-09-16,47730.0,+440,+1%,47 860,47 580,47 860,4 510,47 570,47 650
2019-09-17,47380.0,-350,-1%,47 550,47 290,47 610,36 830,47 360,47 370
2019-09-18,47310.0,-70,-0%,47 220,47 100,47 480,34 274,47 360,47 370
2019-09-19,47190.0,-120,-0%,47 180,47 110,47 270,31 905,47 130,47 140
2019-09-20,47180.0,-10,-0%,47 210,47 120,47 280,27 569,47 170,47 190
2019-09-23,47080.0,-100,-0%,47 150,46 910,47 210,31 271,46 910,46 920
2019-09-24,47140.0,+60,+0%,46 890,46 890,47 240,27 324,47 120,47 140
2019-09-25,47050.0,-90,-0%,47 150,46 950,47 190,27 794,46 990,47 010
2019-09-26,47120.0,+70,+0%,46 970,46 920,47 300,22 249,47 100,47 110
2019-09-27,46840.0,-280,-1%,47 080,46 700,47 100,26 977,46 920,46 940
2019-09-30,47140.0,+300,+1%,47 050,46 870,47 330,16 741,47 170,47 230
2019-10-08,46890.0,-250,-1%,46 950,46 770,46 980,21 894,46 760,46 810
2019-10-09,46660.0,-230,-0%,46 780,46 550,46 780,17 070,46 620,46 640
2019-10-10,46590.0,-70,-0%,46 560,46 510,46 700,15 905,46 650,46 700
2019-10-11,46910.0,+320,+1%,46 700,46 700,47 000,14 135,46 870,46 900
2019-10-14,46980.0,+70,+0%,46 930,46 900,47 150,11 475,46 900,46 920
2019-10-15,46900.0,-80,-0%,46 890,46 720,47 000,4 220,46 800,46 880
2019-10-16,46840.0,-60,-0%,46 900,46 720,46 940,28 355,46 720,46 740
2019-10-17,46610.0,-230,-0%,46 600,46 500,46 690,36 917,46 620,46 630
2019-10-18,46660.0,+50,+0%,46 680,46 550,46 890,32 863,46 560,46 570
2019-10-21,47050.0,+390,+1%,47 020,46 930,47 140,38 709,46 970,46 990
2019-10-22,47090.0,+40,+0%,47 150,47 020,47 210,28 893,47 060,47 080
2019-10-23,46980.0,-110,-0%,47 020,46 880,47 150,27 805,46 900,46 910
2019-10-24,47260.0,+280,+1%,47 010,46 970,47 430,33 060,47 270,47 290
2019-10-25,47280.0,+20,+0%,47 400,47 200,47 490,26 727,47 300,47 330
2019-10-28,47390.0,+110,+0%,47 420,47 240,47 550,25 679,47 350,47 360
2019-10-29,47330.0,-60,-0%,47 400,47 260,47 490,22 084,47 280,47 290
2019-10-30,47400.0,+70,+0%,47 340,47 320,47 500,19 635,47 410,47 430
2019-10-31,47240.0,-160,-0%,47 380,47 160,47 470,21 576,47 240,47 250
2019-11-01,46940.0,-300,-1%,47 060,46 740,47 120,23 851,47 010,47 040
2019-11-04,46970.0,+30,+0%,46 990,46 890,47 100,14 015,46 930,46 950
2019-11-05,47100.0,+130,+0%,46 950,46 930,47 180,12 590,47 150,47 180
2019-11-06,47240.0,+140,+0%,47 140,47 090,47 510,15 250,47 100,47 130
2019-11-07,47050.0,-190,-0%,47 210,47 000,47 230,13 540,47 080,47 090
2019-11-08,47260.0,+210,+0%,47 310,47 150,47 420,13 260,47 160,47 220
2019-11-11,47080.0,-180,-0%,47 210,47 040,47 240,13 535,47 040,47 060
2019-11-12,47060.0,-20,-0%,47 040,47 000,47 160,15 205,47 110,47 130
2019-11-13,46920.0,-140,-0%,47 000,46 870,47 020,12 665,46 890,46 900
2019-11-14,46880.0,-40,-0%,46 870,46 780,46 930,8 495,46 900,46 920
2019-11-15,46790.0,-90,-0%,46 920,46 650,46 920,3 205,46 790,46 870
2019-11-18,46860.0,+70,+0%,46 870,46 710,46 960,29 479,46 930,46 940
2019-11-19,46820.0,-40,-0%,46 900,46 760,46 940,27 695,46 840,46 860
2019-11-20,47050.0,+230,+0%,46 870,46 850,47 170,32 062,46 980,47 000
2019-11-21,47010.0,-40,-0%,47 130,46 920,47 160,24 913,47 040,47 050
2019-11-22,46850.0,-160,-0%,46 930,46 800,46 960,27 398,46 820,46 840
2019-11-25,47010.0,+160,+0%,46 940,46 890,47 090,30 544,47 000,47 010
2019-11-26,47000.0,-10,-0%,47 070,46 940,47 140,22 896,46 990,47 000
2019-11-27,47200.0,+200,+0%,47 050,47 030,47 300,29 095,47 290,47 300
2019-11-28,47270.0,+70,+0%,47 430,47 210,47 430,22 221,47 250,47 260
2019-11-29,47200.0,-70,-0%,47 230,47 110,47 270,20 024,47 170,47 230
2019-12-02,47200.0,0,0%,47 160,47 010,47 290,18 030,47 210,47 230
2019-12-03,47030.0,-170,-0%,47 100,46 980,47 150,17 950,47 010,47 020
2019-12-04,46930.0,-100,-0%,46 980,46 860,47 030,15 590,46 920,46 930
2019-12-05,47090.0,+160,+0%,47 000,46 980,47 210,13 945,47 130,47 140
2019-12-06,47210.0,+120,+0%,47 130,47 110,47 280,12 480,47 240,47 250
2019-12-09,47890.0,+680,+1%,47 210,47 210,48 240,21 700,48 180,48 250
2019-12-10,48390.0,+500,+1%,48 110,48 090,48 550,15 475,48 430,48 550
2019-12-11,48540.0,+150,+0%,48 510,48 350,48 820,13 090,48 730,48 940
2019-12-12,48890.0,+350,+1%,48 740,48 730,49 080,9 950,48 830,48 890
2019-12-13,48860.0,-30,-0%,48 850,48 530,49 090,8 775,48 710,48 920
2019-12-16,48620.0,-240,-0%,48 780,48 460,48 920,3 605,48 480,48 960
2019-12-17,49060.0,+440,+1%,49 000,48 940,49 280,40 118,49 100,49 110
2019-12-18,48960.0,-100,-0%,49 060,48 860,49 130,27 753,48 920,48 950
2019-12-19,48900.0,-60,-0%,48 950,48 730,49 020,26 082,48 950,48 960
2019-12-20,49100.0,+200,+0%,48 500,48 500,49 390,46 190,48 860,48 900
2019-12-23,48880.0,-220,-0%,48 900,48 760,48 990,32 685,48 930,48 940
2019-12-24,49130.0,+250,+1%,48 960,48 850,49 480,35 008,49 440,49 450
2019-12-25,49390.0,+260,+1%,49 310,49 260,49 550,23 181,49 460,49 480
2019-12-26,49450.0,+60,+0%,49 540,49 330,49 790,24 781,49 500,49 510
2019-12-27,49530.0,+80,+0%,49 490,49 450,49 660,18 233,49 590,49 610
2019-12-30,49320.0,-210,-0%,49 410,49 110,49 480,24 137,49 390,49 400
2019-12-31,49150.0,-170,-0%,49 270,49 030,49 350,17 380,49 020,49 080
2020-01-02,49130.0,-20,-0%,49 150,49 050,49 210,12 194,49 100,49 110
2020-01-03,48850.0,-280,-1%,49 010,48 660,49 020,22 980,48 650,48 750
2020-01-06,48610.0,-240,-0%,48 510,48 370,48 760,18 355,48 540,48 560
2020-01-07,48690.0,+80,+0%,48 510,48 500,48 780,12 945,48 750,48 780
2020-01-08,48610.0,-80,-0%,48 680,48 480,48 730,16 040,48 620,48 630
2020-01-09,48740.0,+130,+0%,48 660,48 600,48 880,11 855,48 680,48 730
2020-01-10,48670.0,-70,-0%,48 730,48 630,48 790,13 895,48 740,48 760
2020-01-13,48650.0,-20,-0%,48 670,48 520,48 900,13 225,48 670,48 690
2020-01-14,48910.0,+260,+1%,48 690,48 560,49 050,8 645,48 950,49 000
2020-01-15,49020.0,+110,+0%,49 210,48 860,49 280,3 400,48 350,48 990
2020-01-16,49100.0,+80,+0%,49 040,49 020,49 230,23 939,49 040,49 050
2020-01-17,49120.0,+20,+0%,49 200,48 980,49 380,28 806,49 100,49 110
2020-01-20,48940.0,-180,-0%,49 220,48 840,49 220,27 097,48 930,48 950
2020-01-21,48490.0,-450,-1%,48 860,48 190,48 920,33 037,48 280,48 310
2020-01-22,48330.0,-160,-0%,48 360,48 160,48 510,14 182,48 380,48 410
2020-01-23,48010.0,-320,-1%,48 200,47 850,48 240,15 440,47 920,47 950
2020-02-03,44860.0,-3 150,-7%,44 640,44 640,45 040,19 802,44 820,44 970
2020-02-04,44960.0,+100,+0%,44 650,44 640,45 120,8 733,45 080,46 880
2020-02-05,45230.0,+270,+1%,44 970,44 810,45 450,7 045,45 360,45 440
2020-02-06,45800.0,+570,+1%,45 520,45 510,46 030,6 215,45 840,45 900
2020-02-07,45560.0,-240,-1%,45 740,45 450,45 740,4 615,45 380,45 580
2020-02-10,45310.0,-250,-1%,45 230,45 210,45 390,14 840,45 200,45 290
2020-02-11,45420.0,+110,+0%,45 310,45 280,45 580,12 520,45 300,45 390
2020-02-12,45430.0,+10,+0%,45 460,45 310,45 540,10 030,45 300,45 400
2020-02-13,45510.0,+80,+0%,45 450,45 400,45 620,9 530,45 450,45 510
2020-02-14,45640.0,+130,+0%,45 470,45 470,45 680,7 220,45 660,45 710
2020-02-17,45750.0,+110,+0%,45 610,45 610,46 100,3 275,45 800,46 180
2020-02-18,46140.0,+390,+1%,46 310,46 070,46 310,30 820,46 120,46 140
2020-02-19,46220.0,+80,+0%,46 100,46 070,46 370,25 667,46 250,46 260
2020-02-20,46220.0,0,0%,46 280,46 080,46 400,35 758,46 250,46 270
2020-02-21,46060.0,-160,-0%,46 170,45 840,46 170,34 774,45 840,45 850
2020-02-24,45720.0,-340,-1%,45 950,45 580,45 950,34 790,45 810,45 830
2020-02-25,45690.0,-30,-0%,45 900,45 520,45 900,31 732,45 770,45 790
2020-02-26,45510.0,-180,-0%,45 630,45 420,45 630,27 006,45 480,45 490
2020-02-27,45350.0,-160,-0%,45 510,45 250,45 510,26 896,45 250,45 260
2020-02-28,44670.0,-680,-1%,45 200,44 080,45 200,33 387,44 100,44 180
2020-03-02,44890.0,+220,+0%,44 180,44 180,45 120,21 873,45 020,45 070
2020-03-03,45430.0,+540,+1%,45 350,45 310,45 780,21 195,45 370,45 430
2020-03-04,45100.0,-330,-1%,45 220,45 030,45 220,16 070,45 090,45 100
2020-03-05,45160.0,+60,+0%,45 040,45 040,45 210,14 650,45 120,45 140
2020-03-06,44780.0,-380,-1%,44 900,44 690,44 900,17 415,44 700,44 740
2020-03-09,43570.0,-1 210,-3%,43 890,43 310,43 890,25 765,43 550,43 600
2020-03-10,44170.0,+600,+1%,43 780,43 780,44 560,22 405,44 280,44 350
2020-03-11,44220.0,+50,+0%,44 190,43 900,44 380,18 645,43 900,44 000
2020-03-12,43170.0,-1 050,-2%,43 520,42 880,43 860,16 755,43 120,43 130
2020-03-13,42950.0,-220,-1%,43 120,42 500,43 600,12 045,43 280,43 400
2020-03-16,43080.0,+130,+0%,43 000,42 320,43 240,5 240,42 220,42 620
2020-03-17,42360.0,-720,-2%,42 730,42 010,42 890,80 636,42 510,42 520
2020-03-18,41240.0,-1 120,-3%,41 700,39 810,41 700,65 822,,39 810
2020-03-19,37970.0,-3 270,-8%,37 720,37 520,38 600,4 828,,37 520
2020-03-20,38230.0,+260,+1%,37 860,37 450,39 110,90 646,38 760,38 790
2020-03-23,36580.0,-1 650,-4%,37 230,35 170,37 230,65 741,37 110,37 190
2020-03-24,38030.0,+1 450,+4%,37 920,37 450,38 700,53 790,38 030,38 110
2020-03-25,38800.0,+770,+2%,39 000,38 460,39 280,50 957,39 110,39 240
2020-03-26,38990.0,+190,+0%,39 350,38 740,39 350,39 557,38 760,38 830
2020-03-27,38980.0,-10,-0%,39 190,38 660,39 310,44 590,39 280,39 300
2020-03-30,38640.0,-340,-1%,38 780,38 380,38 930,37 896,38 750,38 780
2020-03-31,39300.0,+660,+2%,39 020,39 020,39 600,20 606,39 140,39 200
2020-04-01,39300.0,0,0%,39 570,38 880,39 600,21 546,38 960,39 030
2020-04-02,39200.0,-100,-0%,38 910,38 620,39 770,25 545,39 670,39 870
2020-04-03,39740.0,+540,+1%,39 800,39 480,40 150,20 205,40 100,40 180
2020-04-07,40710.0,+970,+2%,40 300,40 300,40 950,21 640,40 690,40 730
2020-04-08,40720.0,+10,+0%,40 430,40 270,41 060,24 900,40 800,40 900
2020-04-09,40870.0,+150,+0%,40 900,40 780,41 120,17 945,40 810,40 850
2020-04-10,41100.0,+230,+1%,40 750,40 750,41 960,20 845,41 770,41 850
2020-04-13,41850.0,+750,+2%,41 740,41 570,42 020,18 095,41 860,41 870
2020-04-14,41890.0,+40,+0%,41 940,41 750,42 030,11 015,41 850,41 950
2020-04-15,41730.0,-160,-0%,41 810,41 510,41 900,4 060,40 820,41 740
2020-04-16,41580.0,-150,-0%,41 500,41 420,41 750,45 724,41 620,41 630
2020-04-17,42290.0,+710,+2%,41 900,41 880,42 450,60 026,42 340,42 360
2020-04-20,42520.0,+230,+1%,42 360,42 150,42 700,50 944,42 450,42 480
2020-04-21,41850.0,-670,-2%,42 070,41 590,42 270,70 404,41 600,41 620
2020-04-22,40980.0,-870,-2%,41 270,40 590,41 540,79 200,41 260,41 280
2020-04-23,41860.0,+880,+2%,41 610,41 480,42 120,55 988,42 040,42 070
2020-04-24,41940.0,+80,+0%,41 900,41 770,42 080,45 853,41 860,41 890
2020-04-27,42650.0,+710,+2%,42 570,42 370,42 940,48 910,42 550,42 560
2020-04-28,42360.0,-290,-1%,42 160,42 160,42 520,35 558,42 370,42 390
2020-04-29,42650.0,+290,+1%,42 510,42 510,42 780,34 979,42 600,42 670
2020-04-30,42920.0,+270,+1%,42 860,42 760,43 120,20 013,43 000,43 120
2020-05-06,42720.0,-200,-0%,42 300,42 300,42 920,23 957,42 850,42 860
2020-05-07,42920.0,+200,+0%,42 850,42 800,43 220,18 745,43 210,43 240
2020-05-08,43530.0,+610,+1%,43 360,43 120,43 740,20 840,43 640,43 760
2020-05-11,43930.0,+400,+1%,43 750,43 600,44 130,24 745,43 700,43 710
2020-05-12,43540.0,-390,-1%,43 450,43 290,43 930,22 190,43 260,43 380
2020-05-13,43110.0,-430,-1%,43 620,42 950,43 650,15 505,43 300,43 390
2020-05-14,43160.0,+50,+0%,43 310,43 000,43 360,12 485,43 010,43 210
2020-05-15,43190.0,+30,+0%,42 900,42 750,43 980,4 535,42 790,43 790
2020-05-18,43060.0,-130,-0%,42 860,42 730,43 330,67 642,43 250,43 270
2020-05-19,43780.0,+720,+2%,43 540,43 520,44 140,64 842,43 780,43 800
2020-05-20,43820.0,+40,+0%,43 800,43 600,43 990,57 504,43 820,43 840
2020-05-21,44290.0,+470,+1%,44 000,43 850,44 560,63 992,44 190,44 210
2020-05-22,43770.0,-520,-1%,44 290,43 360,44 470,80 757,43 360,43 380
2020-05-25,43590.0,-180,-0%,43 480,43 330,43 770,46 156,43 720,43 760
2020-05-26,43880.0,+290,+1%,43 840,43 760,44 020,42 610,43 930,43 960
2020-05-27,43940.0,+60,+0%,44 130,43 640,44 200,39 501,43 720,43 750
2020-05-28,43780.0,-160,-0%,43 700,43 450,43 930,37 450,43 810,43 840
2020-05-29,43940.0,+160,+0%,43 770,43 700,44 150,28 375,44 050,44 100
2020-06-01,44510.0,+570,+1%,44 090,44 030,44 780,25 855,44 700,44 780
2020-06-02,44700.0,+190,+0%,44 510,44 370,44 900,23 465,44 700,44 720
2020-06-03,44960.0,+260,+1%,44 920,44 840,45 180,21 190,44 900,44 930
2020-06-04,44830.0,-130,-0%,45 150,44 720,45 380,26 145,44 840,44 850
2020-06-05,45090.0,+260,+1%,44 900,44 900,45 350,23 555,45 300,45 320
2020-06-08,45790.0,+700,+2%,45 610,45 570,46 040,25 905,45 910,45 980
2020-06-09,46330.0,+540,+1%,46 100,45 900,46 580,26 455,46 360,46 390
2020-06-10,46830.0,+500,+1%,46 250,46 100,47 060,23 160,46 870,46 930
2020-06-11,47300.0,+470,+1%,47 370,46 840,47 930,19 745,46 980,47 460
2020-06-12,46890.0,-410,-1%,46 900,46 290,47 330,13 295,47 180,47 300
2020-06-15,47050.0,+160,+0%,47 250,46 370,47 840,8 400,46 370,46 510
2020-06-16,46770.0,-280,-1%,46 290,46 190,47 270,134 519,47 150,47 160
2020-06-17,46780.0,+10,+0%,47 250,46 450,47 250,135 891,46 760,46 770
2020-06-18,46900.0,+120,+0%,46 870,46 780,47 020,85 735,46 920,46 930
2020-06-19,47320.0,+420,+1%,46 970,46 890,47 800,106 314,47 780,47 790
2020-06-22,47680.0,+360,+1%,47 780,47 300,48 040,98 392,47 570,47 580
2020-06-23,47770.0,+90,+0%,47 720,47 500,48 000,71 972,47 980,48 000
2020-06-24,47910.0,+140,+0%,48 040,47 660,48 070,42 347,48 000,48 030
2020-06-29,48500.0,+590,+1%,48 040,48 040,48 720,48 989,48 500,48 510
2020-06-30,48690.0,+190,+0%,48 430,48 400,48 950,40 592,48 940,48 950
2020-07-01,49290.0,+600,+1%,49 040,48 900,49 450,29 449,49 410,49 500
2020-07-02,49390.0,+100,+0%,49 010,49 000,49 620,28 645,49 480,49 520
2020-07-03,49200.0,-190,-0%,49 360,48 950,49 520,25 450,48 980,49 030
2020-07-06,49090.0,-110,-0%,48 900,48 590,49 280,25 460,49 110,49 150
2020-07-07,49520.0,+430,+1%,49 300,49 240,49 670,21 385,49 360,49 450
2020-07-08,49800.0,+280,+1%,49 350,49 290,49 980,23 425,49 800,49 890
2020-07-09,50530.0,+730,+1%,49 880,49 880,50 800,23 055,50 730,50 780
2020-07-10,50540.0,+10,+0%,50 830,50 260,50 830,20 710,50 500,50 640
2020-07-13,52910.0,+2 370,+5%,50 890,50 890,53 470,18 030,52 820,52 910
2020-07-14,52130.0,-780,-1%,52 700,51 860,52 910,10 375,51 960,52 190
2020-07-15,52410.0,+280,+1%,52 210,52 060,52 630,2 015,51 980,52 450
2020-07-16,51280.0,-1 130,-2%,52 280,50 640,52 360,234 458,50 700,50 740
2020-07-17,51430.0,+150,+0%,51 080,51 050,51 770,140 235,51 430,51 440
2020-07-20,51400.0,-30,-0%,51 540,51 160,51 700,108 579,51 300,51 330
2020-07-21,51870.0,+470,+1%,51 200,51 200,52 340,130 584,51 860,51 900
2020-07-22,52410.0,+540,+1%,51 920,51 920,52 830,90 806,52 400,52 410
2020-07-23,51750.0,-660,-1%,52 130,51 380,52 130,71 600,51 940,52 000
2020-07-24,51770.0,+20,+0%,51 880,51 110,52 480,73 186,51 230,51 250
2020-07-27,51680.0,-90,-0%,51 370,51 370,52 050,53 117,51 580,51 650
2020-07-28,51760.0,+80,+0%,51 500,51 310,52 220,40 386,51 500,51 540
2020-07-29,51760.0,0,0%,51 380,51 380,51 970,33 099,51 860,51 870
2020-07-30,51810.0,+50,+0%,51 780,51 570,52 120,29 215,51 650,51 680
2020-07-31,51670.0,-140,-0%,51 390,51 190,51 910,26 280,51 730,51 790
2020-08-03,50950.0,-720,-1%,51 460,50 240,51 550,30 385,51 010,51 050
2020-08-04,51590.0,+640,+1%,51 520,51 360,51 850,18 665,51 330,51 480
2020-08-05,51330.0,-260,-1%,51 270,51 200,51 550,16 965,51 280,51 300
2020-08-06,51390.0,+60,+0%,51 350,51 180,51 810,19 145,51 310,51 450
2020-08-07,51320.0,-70,-0%,51 350,51 000,51 650,17 430,51 200,51 240
2020-08-10,50190.0,-1 130,-2%,51 120,49 600,51 200,32 680,50 160,50 230
2020-08-11,50630.0,+440,+1%,50 950,50 270,51 260,17 970,50 200,50 300
2020-08-12,49900.0,-730,-1%,50 590,49 480,50 600,23 695,49 820,49 900
2020-08-13,50420.0,+520,+1%,50 040,49 980,50 800,13 845,50 300,50 400
2020-08-14,49900.0,-520,-1%,50 270,49 460,50 270,6 455,50 000,50 100
2020-08-17,50290.0,+390,+1%,50 110,50 010,53 500,3 020,50 360,51 700
2020-08-18,51030.0,+740,+1%,50 770,50 740,51 370,101 530,50 820,50 830
2020-08-19,51940.0,+910,+2%,51 400,51 250,52 520,159 341,52 150,52 180
2020-08-20,52230.0,+290,+1%,52 400,51 730,52 660,91 285,51 980,51 990
2020-08-21,51920.0,-310,-1%,51 980,51 520,52 210,64 026,51 710,51 730
2020-08-24,51240.0,-680,-1%,51 200,50 980,51 520,61 015,51 470,51 520
2020-08-25,51250.0,+10,+0%,51 410,51 020,51 500,48 822,51 080,51 090
2020-08-26,51290.0,+40,+0%,51 170,50 970,51 430,42 363,51 380,51 400
2020-08-27,51450.0,+160,+0%,51 680,51 360,51 680,26 697,51 430,51 490
2020-08-28,51730.0,+280,+1%,51 560,51 150,51 970,33 575,51 930,51 950
2020-08-31,51960.0,+230,+0%,52 080,51 770,52 180,24 033,51 960,51 980
2020-09-01,52430.0,+470,+1%,52 040,51 980,53 000,23 758,52 960,52 990
2020-09-02,52010.0,-420,-1%,52 730,51 700,52 730,26 250,52 030,52 050
2020-09-03,51920.0,-90,-0%,51 960,51 640,52 130,17 375,51 700,51 760
2020-09-04,51420.0,-500,-1%,51 520,50 900,51 750,23 145,51 600,51 700
2020-09-07,52400.0,+980,+2%,51 880,51 720,52 790,20 880,52 060,52 200
2020-09-08,52460.0,+60,+0%,52 520,52 290,52 640,20 235,52 460,52 550
2020-09-09,51930.0,-530,-1%,52 030,51 510,56 550,22 645,51 760,51 870
2020-09-10,52000.0,+70,+0%,52 050,51 610,52 230,15 795,51 660,51 750
2020-09-11,51500.0,-500,-1%,51 920,51 230,52 120,16 635,51 600,51 830
2020-09-14,52070.0,+570,+1%,51 800,51 610,52 420,9 310,51 890,52 080
2020-09-15,51960.0,-110,-0%,51 690,51 690,52 490,3 690,51 950,52 170
2020-09-16,51810.0,-150,-0%,52 200,51 570,52 240,112 254,51 700,51 720
2020-09-17,51490.0,-320,-1%,51 670,51 300,51 840,102 712,51 340,51 350
2020-09-18,51990.0,+500,+1%,51 500,51 330,52 350,121 266,52 290,52 300
2020-09-21,52260.0,+270,+1%,52 010,51 870,52 780,100 777,52 160,52 170
2020-09-22,51730.0,-530,-1%,52 210,51 100,52 230,145 162,51 770,51 780
2020-09-23,51550.0,-180,-0%,52 150,50 980,52 210,109 967,51 430,51 450
2020-09-24,50820.0,-730,-1%,51 210,50 470,51 370,109 778,50 650,50 670
2020-09-25,50620.0,-200,-0%,50 490,50 020,51 140,73 180,51 010,51 020
2020-09-28,50900.0,+280,+1%,50 710,50 480,51 300,46 007,51 190,51 250
2020-09-29,51020.0,+120,+0%,51 150,50 860,51 400,30 552,50 930,50 970
2020-09-30,51010.0,-10,-0%,50 710,50 580,51 250,23 452,50 820,51 000
2020-10-09,51390.0,+380,+1%,51 200,51 200,51 590,19 487,51 360,51 450
2020-10-12,51400.0,+10,+0%,51 530,50 860,51 550,23 575,51 460,51 530
2020-10-13,51370.0,-30,-0%,51 660,51 320,51 890,15 275,51 330,51 340
2020-10-14,51280.0,-90,-0%,51 300,51 130,51 500,10 555,51 460,51 500
2020-10-15,51160.0,-120,-0%,51 500,51 040,51 500,5 225,51 000,51 280
2020-10-16,51480.0,+320,+1%,51 140,51 010,51 800,123 975,51 460,51 470
2020-10-19,51290.0,-190,-0%,51 390,51 140,51 580,113 757,51 170,51 200
2020-10-20,51390.0,+100,+0%,51 600,51 220,51 600,83 251,51 370,51 380
2020-10-21,52050.0,+660,+1%,51 800,51 700,52 500,144 748,52 150,52 180
2020-10-22,52360.0,+310,+1%,52 360,52 150,52 780,106 873,52 270,52 280
2020-10-23,52050.0,-310,-1%,51 970,51 800,52 300,78 476,51 910,51 920
2020-10-26,51870.0,-180,-0%,52 010,51 740,52 090,54 103,51 750,51 790
2020-10-27,51500.0,-370,-1%,51 500,51 390,51 670,55 774,51 610,51 630
2020-10-28,51650.0,+150,+0%,51 650,51 480,51 840,34 714,51 790,51 800
2020-10-29,51370.0,-280,-1%,51 410,51 150,51 570,41 813,51 450,51 470
2020-10-30,51220.0,-150,-0%,51 140,50 860,51 470,33 098,50 950,50 960
2020-11-02,50970.0,-250,-0%,51 130,50 770,51 270,24 435,51 040,51 110
2020-11-03,51580.0,+610,+1%,51 150,51 150,51 750,18 745,51 730,51 750
2020-11-04,51610.0,+30,+0%,51 690,51 420,51 910,19 190,51 530,51 610
2020-11-05,51510.0,-100,-0%,51 520,51 310,51 690,17 290,51 400,51 520
2020-11-06,51470.0,-40,-0%,51 430,51 370,51 620,19 745,51 420,51 510
2020-11-09,52040.0,+570,+1%,51 750,51 750,52 180,21 180,51 750,51 880
2020-11-10,51950.0,-90,-0%,52 300,51 550,52 540,18 055,51 550,51 610
2020-11-11,51800.0,-150,-0%,51 560,51 410,51 980,16 030,51 890,51 920
2020-11-12,51740.0,-60,-0%,51 800,51 550,51 860,12 265,51 780,51 820
2020-11-13,51900.0,+160,+0%,51 850,51 790,52 150,9 385,52 120,52 200
2020-11-16,53130.0,+1 230,+2%,52 350,52 320,53 720,3 920,53 550,53 670
