Date;NIDALY;NILMEX;NISHFE;NIWUXI;CUDALY;CUCOMX;CULMEX;CUSHFE;LIDALY;LISAME;LICOMX;LILMEX;CODALY;COLMEX;COWUXI;COCOMX;NIDALY_BD;NILMEX_BD;NISHFE_BD;NIWUXI_BD;CUDALY_BD;CUCOMX_BD;CULMEX_BD;CUSHFE_BD;LIDALY_BD;LISAME_BD;LICOMX_BD;LILMEX_BD;CODALY_BD;COLMEX_BD;COWUXI_BD;COCOMX_BD
2021-10-12;8,6155;18978,000;145,620;145,100;4,3360;4,330;9465,000;70310,000;25,580;12539,975;22,000;21500,000;24,213;52948,000;385,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-13;8,5890;18918,000;145,050;142,900;4,5080;4,520;9651,000;70310,000;25,614;12638,743;22,000;21500,000;24,213;52946,000;387,000;26,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-10-14;8,7634;19294,000;144,850;145,350;4,6245;4,630;9984,000;72340,000;25,614;12737,431;22,000;21500,000;25,537;55869,000;390,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-10-15;9,1018;20020,000;146,690;148,500;4,7210;4,730;10281,000;73890,000;28,098;12835,625;22,000;22438,000;25,628;56071,000;391,500;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-10-18;9,0900;19997,000;149,640;151,700;4,7185;4,730;10196,000;75630,000;28,148;13123,077;22,000;23375,000;25,648;56100,000;392,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-10-19;9,1310;20050,000;150,320;149,500;4,7080;4,710;10149,500;75290,000;28,336;13215,132;22,000;23375,000;25,648;56100,000;391,500;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-20;9,5463;20963,000;149,650;153,200;4,7555;4,760;10185,500;73640,000;28,319;13304,611;21,000;23375,000;25,648;56100,000;393,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-21;9,0818;19930,000;156,700;156,450;4,5735;4,590;9831,500;74160,000;28,287;13391,101;21,000;23375,000;25,648;56111,000;390,500;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-22;9,0070;19739,000;151,410;148,600;4,5260;4,530;9704,000;72340,000;28,557;13474,183;21,000;24375,000;25,648;56218,000;390,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-25;9,0070;20306,000;149,430;150,000;4,5395;4,550;9867,500;71950,000;28,559;13698,832;22,000;24375,000;25,648;56201,000;384,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-26;9,1698;20091,000;152,350;149,350;4,4850;4,490;9788,500;72170,000;29,068;13764,129;22,000;24375,000;25,648;56201,000;388,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-27;8,8582;19412,000;150,840;144,150;4,3835;4,390;9548,000;71600,000;29,805;13823,939;22,000;24375,000;25,648;56243,000;392,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-28;8,9265;19574,000;145,240;145,900;4,4360;4,440;9666,500;70600,000;29,777;13877,848;25,000;24375,000;25,648;56254,000;392,000;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-10-29;8,8705;19448,000;145,400;145,350;4,3755;4,380;9496,000;71100,000;29,939;13925,438;22,000;24630,000;25,648;56259,000;396,500;27,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2021-11-01;8,9920;19702,000;145,210;144,800;4,3930;4,400;9555,000;70650,000;30,086;14026,302;23,000;26500,000;25,648;56243,000;403,500;28,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-11-02;8,9408;19601,000;143,960;144,850;4,3790;4,370;9495,500;70420,000;30,083;14045,595;25,000;26500,000;25,648;56242,000;408,500;28,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-11-03;8,7375;19162,000;144,790;142,650;4,2955;4,330;9458,500;70750,000;30,394;14058,435;25,000;26500,000;26,444;58000,000;408,000;28,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-11-04;8,7199;19141,000;142,670;140,400;4,3155;4,330;9439,000;70820,000;30,417;14065,379;26,000;26500,000;26,535;58210,000;404,500;28,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-05;8,8473;19434,000;141,840;143,800;4,3490;4,350;9518,000;70190,000;30,382;14066,984;26,000;28000,000;26,989;59215,000;412,000;28,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-08;8,9417;19640,000;143,100;144,600;4,4150;4,410;9637,500;70800,000;30,420;14045,328;24,000;29000,000;26,989;59199,000;412,000;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-09;8,8460;19401,000;144,680;143,050;4,3725;4,380;9553,000;70940,000;30,433;14031,141;24,000;29000,000;26,989;59204,000;418,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-10;9,0174;19754,000;143,080;145,100;4,3290;4,330;9533,000;70570,000;30,434;14014,399;24,000;29000,000;26,989;59199,000;418,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-11;9,0188;19759,000;145,580;145,500;4,4045;4,400;9633,500;70700,000;30,418;13995,657;24,000;29000,000;26,989;59211,000;419,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-12;9,1326;19979,000;146,600;147,400;4,4555;4,460;9711,000;71140,000;30,639;13975,472;24,000;29000,000;26,989;59216,000;420,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-15;8,9684;19594,000;146,270;145,700;4,4090;4,410;9673,000;71460,000;30,633;13911,827;24,000;29000,000;26,989;59200,000;418,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
2021-11-16;8,8387;19394,000;144,340;142,950;4,3440;4,360;9561,000;70820,000;30,600;13891,437;24,000;29000,000;27,896;61199,000;415,000;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
2021-11-17;8,8174;19355,000;142,810;142,050;4,2595;4,270;9406,500;70180,000;30,965;13872,388;24,000;29000,000;27,919;61250,000;410,500;29,000;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
2021-11-18;8,9589;19639,000;141,900;142,000;4,3205;4,310;9441,500;69250,000;30,927;13855,235;24,000;29000,000;27,919;61255,000;415,000;29,000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2021-11-19;9,1494;20044,000;144,700;147,000;4,3900;4,410;9646,500;69940,000;30,909;13840,537;24,000;29000,000;27,919;61258,000;412,500;29,000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2021-11-22;9,2959;20336,000;147,980;147,000;4,3915;4,400;9726,500;70850,000;30,947;13816,730;24,000;29000,000;27,919;61240,000;419,500;29,000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2021-11-23;9,2918;20349,000;151,280;149,500;4,4280;4,420;9710,500;71440,000;30,906;13817,413;24,000;29000,000;28,647;62850,000;423,000;29,000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2021-11-24;9,5418;20846,000;152,370;157,150;4,4660;4,460;9835,000;71420,000;30,910;13823,332;29,000;29000,000;28,647;62844,000;425,500;29,000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2021-11-25;9,4597;20667,000;154,780;154,500;4,4350;4,382;9801,500;72100,000;30,925;13835,046;29,485;29000,000;28,647;62848,000;439,000;28,953;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
2021-11-26;9,1036;19897,000;152,100;147,200;4,2810;4,280;9460,000;71280,000;30,906;13853,110;27,000;29375,000;28,647;62852,000;446,000;29,000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
2021-11-29;9,2170;20141,000;149,070;147,950;4,3350;4,340;9577,500;70300,000;31,086;13950,969;27,000;29375,000;28,647;62840,000;445,500;29,000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
2021-11-30;9,0741;19897,000;148,940;148,850;4,3575;4,280;9442,500;70190,000;31,156;14000,000;27,000;29380,000;29,846;65500,000;447,000;29,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-01;9,0952;19946,000;149,270;147,550;4,2970;4,250;9444,000;69880,000;31,164;14058,003;27,000;29750,000;30,005;65850,000;449,500;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-02;9,1022;19953,000;148,320;147,550;4,2685;4,300;9496,000;69420,000;31,448;14124,728;28,000;29750,000;30,413;66750,000;450,500;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-03;9,1494;20030,000;149,240;148,500;4,2665;4,270;9418,000;69610,000;31,787;14199,761;28,000;31000,000;30,413;66746,000;454,000;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-06;9,0544;19820,000;147,570;146,500;4,3430;4,340;9505,000;69610,000;32,065;14470,591;28,000;31000,000;31,443;69000,000;460,000;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-07;9,2260;20189,000;146,740;148,300;4,3365;4,340;9595,000;69780,000;32,116;14574,736;32,000;31000,000;31,668;69500,000;464,000;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-08;9,2463;20230,000;148,590;147,800;4,3790;4,390;9652,500;69850,000;32,215;14685,129;32,000;31000,000;31,668;69525,000;477,000;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-09;9,0610;19875,000;147,150;145,900;4,3255;4,330;9534,500;69950,000;33,018;14801,356;32,000;31000,000;31,668;69528,000;476,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-10;9,0093;19746,000;145,820;145,400;4,2830;4,280;9506,500;69680,000;33,985;14923,006;32,000;31750,000;31,668;69527,000;481,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-13;8,9829;19711,000;145,760;144,000;4,2840;4,280;9447,500;69610,000;34,957;15316,367;32,000;31750,000;31,668;69516,000;486,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-14;8,8691;19485,000;143,840;142,550;4,2550;4,250;9412,000;69080,000;35,746;15455,583;32,000;31750,000;31,668;69519,000;486,500;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-15;8,6922;19116,000;143,020;140,450;4,1800;4,180;9199,500;68810,000;35,739;15598,161;32,000;31750,000;31,668;69519,000;475,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-16;8,9538;19624,000;142,030;144,400;4,2945;4,300;9507,500;67940,000;35,728;15743,686;32,000;31750,000;31,668;69525,000;476,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-17;8,9594;19648,000;144,890;146,000;4,2910;4,290;9437,500;69280,000;36,154;15891,748;32,000;31250,000;31,978;70209,000;482,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-20;8,8097;19340,000;145,220;141,250;4,2905;4,290;9446,500;69010,000;36,932;16347,027;32,000;31250,000;31,978;70195,000;481,000;33,000;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0
2021-12-21;8,9412;19615,000;143,860;143,550;4,3485;4,340;9534,000;69040,000;38,060;16501,110;32,000;31250,000;31,978;70198,000;482,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0
2021-12-22;9,0945;19951,000;145,900;147,500;4,3910;4,390;9607,000;69440,000;38,849;16655,668;32,000;31250,000;31,978;70197,000;481,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0
2021-12-23;9,1186;20021,000;148,130;146,600;4,3925;4,390;9612,000;69820,000;38,847;16810,287;32,000;31250,000;31,978;70207,000;480,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0
2021-12-24;9,1344;20045,000;148,560;148,900;4,3770;4,411;9568,000;69690,000;38,867;16964,557;31,994;31500,000;31,978;70206,000;479,000;33,000;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0
2021-12-27;9,1344;20137,012;148,430;149,000;4,3985;4,470;9611,974;69630,000;41,066;17421,140;32,000;31640,818;31,978;70185,721;476,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0
2021-12-28;9,1344;20228,026;148,800;148,550;4,4435;4,420;9653,155;70220,000;42,163;17569,885;32,000;31555,804;31,978;70183,595;479,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
2021-12-29;9,2977;20383,000;148,470;148,800;4,4105;4,400;9680,500;70050,000;42,154;17716,219;32,000;31500,000;31,978;70187,000;481,000;33,000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
2021-12-30;9,3885;20587,000;150,910;150,550;4,3840;4,380;9691,500;69920,000;42,126;17859,728;32,000;31500,000;31,978;70194,000;486,500;33,000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
2021-12-31;9,4712;20757,000;152,060;151,550;4,4635;4,460;9720,500;69940,000;42,754;18000,000;31,000;31480,000;31,978;70193,000;495,000;33,000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
2022-01-03;9,4712;21333,848;150,656;154,604;4,4250;4,410;9776,416;69473,931;43,538;18403,171;36,000;31843,203;31,978;70181,930;499,854;34,000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
