"";"Date";"CODALY";"CUDALY";"LIDALY";"NIDALY"
"1";2017-05-10;24,494;2,487;20,92;4,1685
"2";2017-05-11;24,494;2,501;20,92;4,2479
"3";2017-05-12;24,494;2,518;20,92;4,2275
"4";2017-05-15;24,494;2,533;20,92;4,2207
"5";2017-05-16;24,948;2,5445;20,92;4,0869
"6";2017-05-17;24,948;2,5425;20,92;4,1549
"7";2017-05-18;24,721;2,5265;20,92;4,0823
"8";2017-05-19;24,494;2,574;21,689;4,1617
"9";2017-05-22;24,721;2,589;21,689;4,2479
"10";2017-05-23;24,607;2,5905;21,689;4,2116
"11";2017-05-24;24,607;2,578;21,689;4,1368
"12";2017-05-25;25,061;2,592;21,689;4,105
"13";2017-05-26;25,288;2,5595;21,689;4,0823
"14";2017-05-30;25,288;2,561;21,689;4,0891
"15";2017-05-31;25,401;2,577;21,689;3,9939
"16";2017-06-01;25,447;2,5845;21,997;4,003
"17";2017-06-02;25,401;2,5715;21,997;3,9508
"18";2017-06-05;25,401;2,5545;21,997;3,9984
"19";2017-06-06;25,288;2,5445;22,228;3,9893
"20";2017-06-07;25,401;2,549;22,228;4,0211
"21";2017-06-08;25,401;2,607;22,228;3,9893
"22";2017-06-09;25,401;2,646;22,228;3,9916
"23";2017-06-12;25,401;2,6125;22,228;4,0506
"24";2017-06-13;25,628;2,593;22,228;3,9531
"25";2017-06-14;25,515;2,5705;22,228;3,9961
"26";2017-06-15;25,515;2,564;22,228;4,003
"27";2017-06-16;26,082;2,5625;22,228;4,037
"28";2017-06-19;26,082;2,5895;22,228;4,0324
"29";2017-06-20;26,308;2,555;22,228;4,071
"30";2017-06-21;26,308;2,602;22,228;4,0302
"31";2017-06-22;26,308;2,598;22,228;4,037
"32";2017-06-23;26,308;2,623;22,228;4,1549
"33";2017-06-26;26,535;2,625;22,382;4,0959
"34";2017-06-27;26,762;2,6465;22,382;4,105
"35";2017-06-28;26,762;2,662;22,382;4,1368
"36";2017-06-29;26,989;2,683;22,382;4,2048
"37";2017-06-30;26,989;2,699;22,382;4,2071
"38";2017-07-03;26,762;2,681;22,382;4,2479
"39";2017-07-04;26,535;2,6543;22,382;4,1368
"40";2017-07-05;26,535;2,649;22,382;4,1095
"41";2017-07-06;27,669;2,6515;22,382;4,1209
"42";2017-07-07;26,989;2,6375;22,382;4,0551
"43";2017-07-10;26,989;2,6395;22,382;4,0279
"44";2017-07-11;26,989;2,6645;22,382;4,071
"45";2017-07-12;26,762;2,677;22,382;4,173
"46";2017-07-13;26,762;2,6545;22,382;4,164
"47";2017-07-14;26,762;2,684;22,382;4,2524
"48";2017-07-17;26,535;2,717;22,382;4,3431
"49";2017-07-18;26,308;2,7235;22,382;4,35
"50";2017-07-19;26,535;2,703;22,382;4,4066
"51";2017-07-20;26,535;2,7085;22,382;4,3227
"52";2017-07-21;26,308;2,715;22,382;4,3341
"53";2017-07-24;26,308;2,729;22,382;4,3318
"54";2017-07-25;25,855;2,8405;22,382;4,4815
"55";2017-07-26;25,855;2,869;22,382;4,4951
"56";2017-07-27;25,855;2,874;22,382;4,5813
"57";2017-07-28;25,855;2,8705;22,382;4,6153
"58";2017-07-31;25,855;2,888;22,843;4,6402
"59";2017-08-01;25,855;2,879;22,843;4,604
"60";2017-08-02;22,68;2,8825;22,843;4,6266
"61";2017-08-03;26,308;2,877;22,843;4,6493
"62";2017-08-04;26,535;2,885;22,843;4,6856
"63";2017-08-07;25,605;2,908;22,843;4,672
"64";2017-08-08;25,855;2,9425;22,843;4,6607
"65";2017-08-10;25,855;2,906;23,305;4,8807
"66";2017-08-11;25,061;2,914;23,305;4,8013
"67";2017-08-14;25,628;2,9065;23,305;4,765
"68";2017-08-15;25,628;2,8845;23,305;4,7015
"69";2017-08-16;25,628;2,9545;23,305;4,7809
"70";2017-08-17;25,174;2,938;23,305;4,8534
"71";2017-08-18;26,308;2,9405;23,305;4,8648
"72";2017-08-21;26,989;2,981;23,305;5,0802
"73";2017-08-22;26,989;2,9865;23,997;5,1823
"74";2017-08-23;26,989;2,9805;23,997;5,1846
"75";2017-08-24;26,989;3,0335;23,997;5,2753
"76";2017-08-25;27,442;3,033;23,997;5,2617
"77";2017-08-28;27,556;3,065;23,997;5,1827
"78";2017-08-29;27,669;3,081;23,997;5,3206
"79";2017-08-30;27,442;3,0645;23,997;5,239
"80";2017-08-31;27,442;3,079;23,997;5,2685
"81";2017-09-01;27,556;3,098;23,997;5,4307
"82";2017-09-04;27,442;3,098;23,997;5,4953
"83";2017-09-05;27,442;3,1075;23,997;5,5066
"84";2017-09-06;27,442;3,1315;23,997;5,4046
"85";2017-09-07;27,442;3,123;23,997;5,4567
"86";2017-09-08;27,442;3,0215;23,997;5,3705
"87";2017-09-11;27,442;3,046;24,305;5,2277
"88";2017-09-12;27,352;3,0155;24,305;5,2299
"89";2017-09-13;27,352;2,961;24,305;5,2072
"90";2017-09-14;27,352;2,9365;24,305;5,1075
"91";2017-09-15;28,123;2,928;24,305;4,9895
"92";2017-09-18;26,989;2,949;24,305;5,0281
"93";2017-09-19;26,989;2,9495;25,074;4,9646
"94";2017-09-20;26,762;2,9495;25,074;5,1573
"95";2017-09-21;26,762;2,914;25,074;4,9215
"96";2017-09-22;26,762;2,9245;25,074;4,7967
"97";2017-09-26;26,762;2,8975;25,074;4,7378
"98";2017-09-27;26,535;2,911;25,074;4,7741
"99";2017-09-28;26,535;2,9625;25,074;4,613
"100";2017-09-29;26,535;2,9375;25,074;4,799
"101";2017-10-09;26,762;3,017;25,074;4,8829
"102";2017-10-10;26,762;3,0455;25,074;4,9464
"103";2017-10-11;26,308;3,08;25,843;4,9782
"104";2017-10-12;26,875;3,104;26,304;5,0757
"105";2017-10-13;26,875;3,1185;26,304;5,2617
"106";2017-10-16;26,875;3,224;26,304;5,3433
"107";2017-10-17;27,102;3,1805;26,304;5,2912
"108";2017-10-18;28,123;3,1635;26,304;5,3252
"109";2017-10-19;27,216;3,153;26,304;5,2957
"110";2017-10-20;27,556;3,1515;26,304;5,4635
"111";2017-10-23;26,762;3,174;26,304;5,3252
"112";2017-10-24;26,989;3,1865;26,304;5,4182
"113";2017-10-25;27,216;3,1715;26,304;5,3683
"114";2017-10-26;26,649;3,1675;26,304;5,3705
"115";2017-10-27;27,216;3,0935;26,304;5,1551
"116";2017-10-30;27,216;3,102;26,304;5,2072
"117";2017-10-31;27,669;3,092;26,304;5,3569
"118";2017-11-01;27,216;3,133;26,304;5,7561
"119";2017-11-02;27,783;3,1355;26,304;5,7266
"120";2017-11-03;27,669;3,1105;26,304;5,6949
"121";2017-11-06;27,442;3,1505;26,304;5,8173
"122";2017-11-07;27,442;3,0825;26,304;5,806
"123";2017-11-08;27,442;3,093;26,304;5,6971
"124";2017-11-09;27,669;3,08;26,304;5,5452
"125";2017-11-10;27,442;3,0695;26,304;5,5701
"126";2017-11-13;27,442;3,1115;26,304;5,5678
"127";2017-11-14;27,102;3,06;26,304;5,5565
"128";2017-11-15;27,556;3,049;26,304;5,2503
"129";2017-11-16;27,556;3,0435;26,304;5,2458
"130";2017-11-17;27,669;3,0625;26,304;5,2004
"131";2017-11-20;27,669;3,0905;26,304;5,2163
"132";2017-11-21;27,442;3,1255;26,304;5,2617
"133";2017-11-22;27,669;3,1345;26,304;5,3184
"134";2017-11-23;28,123;3,148;26,304;5,2707
"135";2017-11-24;28,803;3,166;26,304;5,4476
"136";2017-11-27;29,03;3,1325;26,304;5,2594
"137";2017-11-28;30,844;3,0705;26,304;5,1664
"138";2017-11-29;29,484;3,04;26,304;5,1256
"139";2017-11-30;29,937;3,037;26,304;5,1188
"140";2017-12-01;30,164;3,0655;26,304;5,0099
"141";2017-12-04;30,617;3,063;26,304;5,1369
"142";2017-12-05;29,937;2,9205;26,304;5,0213
"143";2017-12-06;31,525;2,9365;26,304;4,9079
"144";2017-12-07;31,525;2,9405;26,304;4,8943
"145";2017-12-08;34,019;2,955;26,304;4,9827
"146";2017-12-11;33,906;2,988;26,304;5,0696
"147";2017-12-12;32,885;2,9995;26,304;5,019
"148";2017-12-13;32,432;3,0295;26,304;5,0258
"149";2017-12-14;32,659;3,0485;25,997;5,0485
"150";2017-12-15;32,659;3,11;25,997;5,0621
"151";2017-12-18;32,659;3,122;25,997;5,2254
"152";2017-12-19;33,339;3,1275;25,997;5,298
"153";2017-12-20;33,793;3,1715;25,997;5,4023
"154";2017-12-21;33,793;3,1945;25,535;5,4408
"155";2017-12-22;34,019;3,2145;25,535;5,4635
"156";2017-12-25;34,133;3,257;25,535;5,476
"157";2017-12-26;34,133;3,256;25,535;5,476
"158";2017-12-27;34,019;3,257;25,535;5,366
"159";2017-12-28;34,019;3,286;25,535;5,4839
"160";2017-12-29;34,019;3,2795;25,535;5,5565
"161";2018-01-02;34,019;3,256;25,535;5,7516
"162";2018-01-03;34,019;3,237;25,535;5,6518
"163";2018-01-04;34,019;3,2425;25,535;5,7175
"164";2018-01-05;34,019;3,207;25,227;5,6676
"165";2018-01-08;34,019;3,201;25,227;5,6427
"166";2018-01-09;34,019;3,1945;24,843;5,6744
"167";2018-01-10;34,019;3,215;24,843;5,8491
"168";2018-01-11;34,019;3,2135;24,843;5,8196
"169";2018-01-12;34,019;3,2;24,843;5,7425
"170";2018-01-15;35,38;3,1823;24,381;5,8196
"171";2018-01-16;34,7;3,199;24,381;5,6291
"172";2018-01-17;34,7;3,1665;24,381;5,6268
"173";2018-01-18;34,7;3,177;24,381;5,6472
"174";2018-01-19;36,287;3,167;24,074;5,7107
"175";2018-01-22;36,061;3,1775;24,074;5,7652
"176";2018-01-23;36,061;3,0895;24,074;5,7742
"177";2018-01-24;36,061;3,2085;23,766;5,8922
"178";2018-01-25;36,061;3,199;23,766;6,2097
"179";2018-01-26;36,174;3,1825;23,766;6,2324
"180";2018-01-29;36,174;3,178;23,766;6,2959
"181";2018-01-30;36,174;3,177;23,766;6,1825
"182";2018-01-31;36,174;3,184;23,766;6,1462
"183";2018-02-01;36,174;3,197;23,766;6,1394
"184";2018-02-02;36,401;3,1765;23,766;6,255
"185";2018-02-05;36,401;3,2105;23,766;6,1394
"186";2018-02-06;36,514;3,1775;23,766;6,0555
"187";2018-02-07;36,514;3,0765;23,766;6,1167
"188";2018-02-08;36,741;3,072;23,766;5,9058
"189";2018-02-09;36,741;3,0245;23,766;5,874
"190";2018-02-22;36,968;3,2375;23,766;6,1552
"191";2018-02-23;36,741;3,2085;23,766;6,2573
"192";2018-02-26;36,741;3,196;23,766;6,3072
"193";2018-02-27;36,514;3,1575;23,766;6,2936
"194";2018-02-28;36,628;3,1075;23,766;6,2573
"195";2018-03-01;36,628;3,0995;23,766;6,1235
"196";2018-03-02;35,834;3,101;23,766;6,0985
"197";2018-03-05;36,401;3,1055;23,766;6,0464
"198";2018-03-06;37,535;3,137;23,766;6,1575
"199";2018-03-07;37,648;3,114;23,766;6,0555
"200";2018-03-08;38,102;3,0585;23,766;6,0056
"201";2018-03-09;38,102;3,116;23,766;6,0487
"202";2018-03-12;38,102;3,104;23,766;6,2233
"203";2018-03-13;38,329;3,119;23,766;6,2709
"204";2018-03-14;38,555;3,14;23,766;6,3117
"205";2018-03-15;39,349;3,111;23,766;6,2051
"206";2018-03-16;39,916;3,093;23,766;6,2278
"207";2018-03-19;39,916;3,0695;23,766;6,0895
"208";2018-03-20;40,823;3,0255;23,766;6,128
"209";2018-03-21;43,091;3,0485;23,766;6,0419
"210";2018-03-22;42,864;3,012;23,766;6,0555
"211";2018-03-23;42,751;2,9845;23,766;5,9148
"212";2018-03-26;42,524;2,9605;23,766;5,8241
"213";2018-03-27;42,524;2,9915;23,766;5,908
"214";2018-03-28;42,184;2,994;23,766;5,8604
"215";2018-03-29;42,297;3,019;23,766;6,0056
"216";2018-03-30;42,524;3,029;23,766;6,0115
"217";2018-04-02;42,524;3,0405;23,766;6,0115
"218";2018-04-03;42,071;3,058;23,612;6,1484
"219";2018-04-04;39,689;3,007;23,612;5,9216
"220";2018-04-09;41,277;3,0715;23,612;6,001
"221";2018-04-10;41,277;3,131;23,612;6,2119
"222";2018-04-11;41,277;3,112;23,612;6,2278
"223";2018-04-12;41,277;3,06;23,305;6,1598
"224";2018-04-13;41,617;3,0675;22,997;6,3503
"225";2018-04-16;41,277;3,0915;22,536;6,4138
"226";2018-04-17;41,277;3,075;22,536;6,3253
"227";2018-04-18;41,277;3,1535;22,536;6,8492
"228";2018-04-19;41,277;3,128;22,536;7,1214
"229";2018-04-20;41,277;3,1315;22,536;6,6383
"230";2018-04-23;41,277;3,108;22,536;6,3616
"231";2018-04-24;41,277;3,1385;22,382;6,4614
"232";2018-04-25;39,916;3,132;22,382;6,4002
"233";2018-04-26;40,03;3,113;22,074;6,3231
"234";2018-04-27;40,03;3,046;22,074;6,3367
"235";2018-04-30;40,03;3,0525;22,097;6,2233
"236";2018-05-02;40,937;3,0475;21,843;6,3095
"237";2018-05-03;40,823;3,059;21,689;6,2256
"238";2018-05-04;40,143;3,0655;21,689;6,2732
"239";2018-05-07;40,256;3,0595;21,689;6,3385
"240";2018-05-08;40,143;3,0405;21,689;6,314
"241";2018-05-09;40,143;3,0395;21,689;6,2882
"242";2018-05-10;40,37;3,0925;21,689;6,2596
"243";2018-05-11;40,71;3,095;21,689;6,3072
"244";2018-05-14;41,277;3,0785;21,689;6,4909
"245";2018-05-15;41,05;3,0425;21,689;6,568
"246";2018-05-16;41,05;3,0585;21,689;6,5317
"247";2018-05-17;41,164;3,077;21,689;6,5902
"248";2018-05-18;41,05;3,051;21,689;6,686
"249";2018-05-21;41,05;3,0855;21,689;6,627
"250";2018-05-22;41,957;3,119;21,689;6,6633
"251";2018-05-23;41,277;3,0605;21,689;6,6188
"252";2018-05-24;41,05;3,0855;21,689;6,5862
"253";2018-05-25;41,05;3,067;21,689;6,7268
"254";2018-05-28;41,164;3,0546;21,382;6,6787
"255";2018-05-29;41,05;3,052;20,92;6,7329
"256";2018-05-30;40,937;3,0595;20,459;6,7404
"257";2018-05-31;40,143;3,058;20,459;6,8753
"258";2018-06-01;40,597;3,0915;20,459;6,8674
"259";2018-06-04;39,689;3,1265;20,459;6,9173
"260";2018-06-05;39,349;3,191;19,997;6,9899
"261";2018-06-06;38,329;3,2545;19,536;7,0896
"262";2018-06-07;37,875;3,268;19,536;7,0107
"263";2018-06-08;37,648;3,293;19,536;6,9105
"264";2018-06-11;37,195;3,2505;19,536;6,9422
"265";2018-06-12;36,628;3,2425;19,536;6,9354
"266";2018-06-13;36,628;3,248;19,536;6,881
"267";2018-06-14;36,741;3,2165;19,536;6,8994
"268";2018-06-15;36,514;3,141;19,228;6,9218
"269";2018-06-19;36,174;3,0465;19,228;6,5952
"270";2018-06-20;36,628;3,0465;19,228;6,7336
"271";2018-06-21;36,287;3,025;19,228;6,7903
"272";2018-06-22;35,834;3,0325;19,228;6,9173
"273";2018-06-25;35,607;2,992;19,228;6,8266
"274";2018-06-26;35,04;2,997;19,228;6,6066
"275";2018-06-27;35,607;2,9895;18,921;6,715
"276";2018-06-28;35,38;2,9535;18,921;6,6723
"277";2018-06-29;35,063;2,951;18,921;6,7608
"278";2018-07-02;33,793;2,9315;18,921;6,6088
"279";2018-07-03;34,246;2,906;18,613;6,6224
"280";2018-07-04;32,432;2,8455;18,305;6,3934
"281";2018-07-05;32,659;2,814;18,305;6,4183
"282";2018-07-06;32,659;2,813;18,305;6,2392
"283";2018-07-09;32,999;2,839;18,305;6,3344
"284";2018-07-10;31,525;2,8285;17,998;6,3299
"285";2018-07-11;31,751;2,7335;17,998;6,1779
"286";2018-07-12;31,751;2,768;17,998;6,373
"287";2018-07-13;31,751;2,77;17,998;6,2891
"288";2018-07-16;30,617;2,757;17,998;6,2029
"289";2018-07-17;31,525;2,7395;17,998;6,1008
"290";2018-07-18;31,525;2,752;17,998;6,0373
"291";2018-07-19;31,525;2,686;17,998;5,9942
"292";2018-07-20;31,525;2,746;17,998;6,0872
"293";2018-07-23;31,638;2,737;17,536;6,094
"294";2018-07-24;31,525;2,8;17,075;6,123
"295";2018-07-25;31,525;2,806;16,613;6,1371
"296";2018-07-26;31,525;2,804;16,306;6,1552
"297";2018-07-27;31,525;2,7875;16,306;6,2188
"298";2018-07-30;31,525;2,779;15,844;6,2029
"299";2018-07-31;31,525;2,819;15,844;6,2369
"300";2018-08-01;30,277;2,735;15,536;6,2482
"301";2018-08-02;29,937;2,727;15,383;5,9965
"302";2018-08-03;28,803;2,7535;15,075;5,9511
"303";2018-08-06;26,535;2,721;14,921;5,9874
"304";2018-08-07;24,721;2,741;14,921;6,2346
"305";2018-08-08;25,401;2,7405;14,921;6,3117
"306";2018-08-09;27,669;2,8331;14,921;6,3752
"307";2018-08-10;27,896;2,7758;14,921;6,1825
"308";2018-08-13;28,917;2,7578;14,767;6,2029
"309";2018-08-14;29,143;2,7479;14,613;6,0509
"310";2018-08-15;28,917;2,6501;14,46;5,8876
"311";2018-08-16;29,03;2,6135;14,46;6,001
"312";2018-08-17;29,03;2,6499;14,306;6,001
"313";2018-08-20;29,03;2,7043;14,306;6,1462
"314";2018-08-21;29,03;2,7329;14,306;6,2029
"315";2018-08-22;29,03;2,7206;13,998;6,153
"316";2018-08-23;29,143;2,6807;13,691;5,9579
"317";2018-08-24;29,03;2,7216;13,537;6,035
"318";2018-08-27;29,143;2,705;13,229;6,05
"319";2018-08-28;29,03;2,7746;12,921;6,1031
"320";2018-08-29;29,37;2,7501;12,921;6,0827
"321";2018-08-30;29,37;2,7513;12,921;6,0237
"322";2018-08-31;29,03;2,7297;12,921;5,8922
"323";2018-09-03;29,03;2,6989;12,921;5,7447
"324";2018-09-04;29,03;2,6408;12,921;5,6472
"325";2018-09-05;29,03;2,6533;12,921;5,6291
"326";2018-09-06;28,123;2,6939;12,921;5,6631
"327";2018-09-07;28,123;2,6676;12,921;5,5724
"328";2018-09-10;27,783;2,649;12,921;5,5338
"329";2018-09-11;27,783;2,6528;12,921;5,5565
"330";2018-09-12;28,236;2,6717;12,921;5,5701
"331";2018-09-13;28,236;2,7172;12,921;5,7198
"332";2018-09-14;28,236;2,6971;12,921;5,6744
"333";2018-09-17;28,236;2,6578;12,768;5,5474
"334";2018-09-18;28,236;2,7225;12,614;5,5837
"335";2018-09-19;28,576;2,7472;12,614;5,654
"336";2018-09-20;26,989;2,747;12,383;5,6812
"337";2018-09-21;27,896;2,8132;12,383;5,874
"338";2018-09-25;27,896;2,8465;12,383;5,8241
"339";2018-09-26;27,896;2,8381;12,383;5,8468
"340";2018-09-27;28,236;2,822;12,383;5,7221
"341";2018-09-28;27,896;2,8027;12,383;5,6563
"342";2018-10-08;24,948;2,7978;12,383;5,6177
"343";2018-10-09;28,009;2,795;12,152;5,8663
"344";2018-10-10;26,082;2,854;11,998;5,7833
"345";2018-10-11;26,308;2,7905;11,998;5,6291
"346";2018-10-12;28,123;2,8681;11,998;5,7629
"347";2018-10-15;28,123;2,8549;11,998;5,7357
"348";2018-10-16;28,123;2,813;11,998;5,6382
"349";2018-10-17;28,123;2,834;11,998;5,6404
"350";2018-10-18;27,556;2,7873;11,998;5,5043
"351";2018-10-19;27,329;2,8082;11,998;5,654
"352";2018-10-22;27,329;2,8499;11,998;5,6472
"353";2018-10-23;27,329;2,7971;11,998;5,5905
"354";2018-10-24;27,216;2,8186;11,998;5,5747
"355";2018-10-25;27,329;2,8164;11,998;5,5021
"356";2018-10-26;27,329;2,7932;11,998;5,366
"357";2018-10-29;26,989;2,8386;11,998;5,3161
"358";2018-10-30;26,989;2,7828;11,998;5,3048
"359";2018-10-31;26,989;2,6635;11,998;5,1825
"360";2018-11-01;23,7;2,7524;12,306;5,239
"361";2018-11-02;20,185;2,8368;12,306;5,425
"362";2018-11-05;20,979;2,8297;12,306;5,2934
"363";2018-11-06;22,68;2,8143;12,306;5,3569
"364";2018-11-07;23,587;2,8159;12,306;5,2889
"365";2018-11-08;24,948;2,7828;12,306;5,2662
"366";2018-11-09;22,906;2,761;12,306;5,1982
"367";2018-11-12;22,566;2,7592;12,306;5,1165
"368";2018-11-13;22,906;2,7792;12,306;5,1528
"369";2018-11-14;24,948;2,7692;12,306;5,0893
"370";2018-11-15;24,721;2,8064;12,306;5,1415
"371";2018-11-16;24,721;2,8034;12,306;5,1143
"372";2018-11-19;24,834;2,839;12,306;5,0757
"373";2018-11-20;24,834;2,8395;12,306;5,0712
"374";2018-11-21;24,834;2,8309;12,306;5,0235
"375";2018-11-22;24,948;2,8327;12,306;4,9736
"376";2018-11-23;24,834;2,8164;12,306;4,8534
"377";2018-11-26;24,834;2,8327;12,306;4,8829
"378";2018-11-27;24,834;2,798;12,306;4,8534
"379";2018-11-28;24,834;2,796;12,306;4,8655
"380";2018-11-29;24,948;2,8486;12,306;4,9374
"381";2018-11-30;24,834;2,8291;12,306;4,9941
"382";2018-12-03;24,834;2,8604;12,306;5,0757
"383";2018-12-04;24,834;2,7485;12,306;5,026
"384";2018-12-05;24,834;2,7946;12,306;4,9963
"385";2018-12-06;24,834;2,7714;12,306;4,9215
"386";2018-12-07;24,834;2,7996;12,306;4,9033
"387";2018-12-10;24,834;2,7714;12,306;4,867
"388";2018-12-11;24,834;2,7953;12,306;4,8807
"389";2018-12-12;24,834;2,7896;12,306;4,8602
"390";2018-12-13;24,834;2,81;12,306;4,8965
"391";2018-12-14;24,834;2,7683;12,306;4,867
"392";2018-12-17;22,68;2,7646;12,306;4,9578
"393";2018-12-18;25,855;2,7408;12,306;4,9351
"394";2018-12-19;24,948;2,7215;12,229;4,9296
"395";2018-12-20;24,494;2,7281;12,229;4,9351
"396";2018-12-21;24,494;2,7148;12,229;4,8875
"397";2018-12-24;24,721;2,6903;12,229;4,8943
"398";2018-12-25;24,948;2,699;12,229;4,8993
"399";2018-12-26;24,948;2,7085;12,229;4,8993
"400";2018-12-27;24,721;2,7148;12,229;4,8262
"401";2018-12-28;24,721;2,7284;12,229;4,8376
"402";2018-12-31;24,721;2,7052;12,232;4,8035
"403";2019-01-02;21,319;2,6481;12,229;4,7332
"404";2019-01-03;20,412;2,6356;12,229;4,858
"405";2019-01-07;19,504;2,641;12,229;5,0263
"406";2019-01-08;19,051;2,678;12,152;5,0122
"407";2019-01-09;18,144;2,7048;12,152;5,0802
"408";2019-01-10;18,144;2,6796;12,152;5,0893
"409";2019-01-11;18,144;2,688;12,075;5,1687
"410";2019-01-14;17,237;2,6581;12,075;5,1778
"411";2019-01-15;16,783;2,6676;11,922;5,1823
"412";2019-01-16;16,329;2,681;11,922;5,2503
"413";2019-01-17;16,329;2,6907;11,922;5,1914
"414";2019-01-18;16,329;2,7311;11,922;5,2639
"415";2019-01-21;16,329;2,6993;11,922;5,2912
"416";2019-01-22;15,422;2,688;11,922;5,2662
"417";2019-01-23;15,422;2,6853;11,922;5,2662
"418";2019-01-24;15,876;2,6689;11,922;5,2322
"419";2019-01-25;15,422;2,6762;11,922;5,3116
"420";2019-01-28;15,422;2,7195;11,922;5,3683
"421";2019-01-29;15,422;2,7243;11,922;5,3887
"422";2019-01-30;15,422;2,756;11,922;5,552
"423";2019-01-31;14,969;2,7878;11,922;5,6132
"424";2019-02-01;14,515;2,7656;11,922;5,6495
"425";2019-02-11;13,608;2,7885;11,922;5,6563
"426";2019-02-12;13,608;2,7669;11,922;5,6472
"427";2019-02-13;13,608;2,7755;11,922;5,5792
"428";2019-02-14;14,061;2,8023;11,922;5,5973
"429";2019-02-15;13,154;2,8068;11,922;5,4839
"430";2019-02-18;14,061;2,8451;11,922;5,6128
"431";2019-02-19;13,154;2,8331;12,075;5,6336
"432";2019-02-20;13,154;2,8808;12,075;5,7584
"433";2019-02-21;14,061;2,8985;12,075;5,7652
"434";2019-02-22;14,061;2,9431;12,075;5,8627
"435";2019-02-25;14,515;2,9688;12,075;5,8672
"436";2019-02-26;14,515;2,9347;12,075;5,8105
"437";2019-02-27;14,515;2,9629;12,075;5,84
"438";2019-02-28;14,969;2,9642;12,075;5,9103
"439";2019-03-01;14,515;2,9801;11,922;5,967
"440";2019-03-04;14,515;2,9118;11,922;5,967
"441";2019-03-05;14,515;2,9722;11,922;6,0985
"442";2019-03-06;14,969;2,9502;11,922;6,1711
"443";2019-03-07;15,876;2,9284;11,922;6,0645
"444";2019-03-08;14,969;2,9021;11,614;5,9126
"445";2019-03-11;14,515;2,9175;11,614;5,8876
"446";2019-03-12;14,515;2,9524;11,614;5,9557
"447";2019-03-13;14,515;2,9606;11,614;5,8695
"448";2019-03-14;14,061;2,9066;11,614;5,8604
"449";2019-03-15;13,608;2,9071;11,614;5,8219
"450";2019-03-18;13,608;2,9445;11,614;5,8083
"451";2019-03-19;14,061;2,9474;11,614;5,9375
"452";2019-03-20;13,608;2,9422;11,614;5,9829
"453";2019-03-21;13,608;2,9565;11,614;5,9602
"454";2019-03-22;13,608;2,8907;11,614;5,8604
"455";2019-03-25;13,608;2,8701;11,614;5,7878
"456";2019-03-26;13,608;2,8848;11,614;5,8264
"457";2019-03-27;13,608;2,8749;11,768;5,8899
"458";2019-03-28;13,608;2,8939;11,768;5,7946
"459";2019-03-29;13,608;2,9411;11,768;5,9012
"460";2019-04-01;13,608;2,947;11,768;5,9647
"461";2019-04-02;14,288;2,9166;11,768;5,9035
"462";2019-04-03;14,288;2,9397;11,768;5,9783
"463";2019-04-04;14,288;2,9225;11,768;5,9148
"464";2019-04-08;14,515;2,9175;11,768;5,9602
"465";2019-04-09;14,969;2,9472;11,768;5,967
"466";2019-04-10;14,969;2,9239;11,691;5,9466
"467";2019-04-11;15,649;2,9175;11,691;5,9012
"468";2019-04-12;15,649;2,9429;11,691;5,8672
"469";2019-04-15;15,876;2,9279;11,691;5,8264
"470";2019-04-16;15,649;2,9298;11,691;5,8808
"471";2019-04-17;15,876;2,952;11,691;5,8718
"472";2019-04-18;15,876;2,9225;11,691;5,7266
"473";2019-04-19;15,876;2,898;11,691;5,7098
"474";2019-04-22;15,876;2,9065;11,691;5,7098
"475";2019-04-23;15,649;2,9161;11,768;5,6608
"476";2019-04-24;15,649;2,9198;11,768;5,5951
"477";2019-04-25;15,649;2,8914;11,768;5,5633
"478";2019-04-26;15,649;2,8994;11,768;5,5633
"479";2019-04-29;15,649;2,8917;11,768;5,5928
"480";2019-04-30;15,649;2,9216;11,768;5,6041
"481";2019-05-06;15,649;2,837;11,768;5,505
"482";2019-05-07;15,649;2,7996;11,768;5,4635
"483";2019-05-08;15,649;2,768;11,768;5,425
"484";2019-05-09;15,649;2,7714;11,768;5,307
"485";2019-05-10;15,649;2,7828;11,768;5,3796
"486";2019-05-13;15,649;2,7406;11,768;5,3161
"487";2019-05-14;15,649;2,7243;11,768;5,3569
"488";2019-05-15;15,649;2,722;11,768;5,4068
"489";2019-05-16;15,649;2,7615;11,768;5,5384
"490";2019-05-17;15,649;2,7306;11,768;5,4522
"491";2019-05-20;15,649;2,7143;11,768;5,4023
"492";2019-05-21;15,649;2,7229;11,768;5,4544
"493";2019-05-22;15,536;2,6848;11,768;5,425
"494";2019-05-23;15,536;2,6576;11,768;5,3796
"495";2019-05-24;15,195;2,6846;11,768;5,5111
"496";2019-05-27;15,195;2,7219;11,845;5,6005
"497";2019-05-28;15,195;2,7016;11,845;5,5474
"498";2019-05-29;15,195;2,6599;11,845;5,4567
"499";2019-05-30;15,195;2,6408;11,845;5,4318
"500";2019-05-31;14,515;2,6218;11,845;5,459
"501";2019-06-03;14,515;2,6288;11,845;5,3773
"502";2019-06-04;14,515;2,6322;11,845;5,3501
"503";2019-06-05;14,515;2,6454;11,845;5,3342
"504";2019-06-06;14,061;2,6327;11,845;5,3093
"505";2019-06-10;12,701;2,6249;11,845;5,2571
"506";2019-06-11;12,701;2,6776;11,845;5,3615
"507";2019-06-12;12,701;2,6435;11,845;5,3252
