Exchange Date;Trade Price
30-Mar-2017;47 100,00
29-Mar-2017;47 040,00
28-Mar-2017;46 505,00
27-Mar-2017;46 040,00
24-Mar-2017;46 675,00
23-Mar-2017;46 870,00
22-Mar-2017;46 345,00
21-Mar-2017;46 960,00
20-Mar-2017;47 660,00
17-Mar-2017;47 600,00
16-Mar-2017;47 640,00
15-Mar-2017;47 225,00
14-Mar-2017;46 960,00
13-Mar-2017;46 680,00
10-Mar-2017;46 230,00
09-Mar-2017;46 520,00
08-Mar-2017;46 970,00
07-Mar-2017;47 400,00
06-Mar-2017;47 950,00
03-Mar-2017;47 710,00
02-Mar-2017;48 275,00
01-Mar-2017;48 050,00
28. Feb 17;47 540,00
27. Feb 17;47 710,00
24. Feb 17;47 225,00
23. Feb 17;48 370,00
22. Feb 17;48 540,00
21. Feb 17;48 795,00
20. Feb 17;48 270,00
17. Feb 17;48 435,00
16. Feb 17;48 950,00
15. Feb 17;48 710,00
14. Feb 17;49 390,00
13. Feb 17;49 640,00
10. Feb 17;46 885,00
09. Feb 17;47 210,00
08. Feb 17;47 055,00
07. Feb 17;46 630,00
06. Feb 17;46 490,00
03. Feb 17;46 700,00
26. Jan 17;47 430,00
25. Jan 17;47 400,00
24. Jan 17;46 785,00
23. Jan 17;46 875,00
20. Jan 17;46 430,00
19. Jan 17;46 565,00
18. Jan 17;46 230,00
17. Jan 17;46 890,00
16. Jan 17;47 725,00
13. Jan 17;47 315,00
12. Jan 17;46 790,00
11. Jan 17;46 770,00
10. Jan 17;45 545,00
09. Jan 17;45 425,00
06. Jan 17;45 195,00
05. Jan 17;45 510,00
04. Jan 17;44 770,00
03. Jan 17;45 710,00
01. Jan 17;51 420,00
31-Okt-2025;87,660.00
30-Okt-2025;88,135.00
29-Okt-2025;87,840.00
28-Okt-2025;87,975.00
27-Okt-2025;88,275.00
24-Okt-2025;86,480.00
23-Okt-2025;85,540.00
22-Okt-2025;85,000.00
21-Okt-2025;85,785.00
20-Okt-2025;85,680.00
17-Okt-2025;84,830.00
16-Okt-2025;85,225.00
15-Okt-2025;85,295.00
14-Okt-2025;86,070.00
13-Okt-2025;85,125.00
10-Okt-2025;86,760.00
09-Okt-2025;85,825.00
30-Sep-2025;83,305.00
29-Sep-2025;82,255.00
26-Sep-2025;82,550.00
25-Sep-2025;82,575.00
24-Sep-2025;80,095.00
23-Sep-2025;80,060.00
22-Sep-2025;80,275.00
19-Sep-2025;80,050.00
18-Sep-2025;80,050.00
17-Sep-2025;80,670.00
16-Sep-2025;81,185.00
15-Sep-2025;81,020.00
12-Sep-2025;80,790.00
11-Sep-2025;80,210.00
10-Sep-2025;79,805.00
09-Sep-2025;79,945.00
08-Sep-2025;79,940.00
05-Sep-2025;80,165.00
04-Sep-2025;80,295.00
03-Sep-2025;80,640.00
02-Sep-2025;80,255.00
01-Sep-2025;79,965.00
29-Aug-2025;79,480.00
28-Aug-2025;79,250.00
27-Aug-2025;79,620.00
26-Aug-2025;79,635.00
25-Aug-2025;79,465.00
22-Aug-2025;78,890.00
21-Aug-2025;78,850.00
20-Aug-2025;78,820.00
19-Aug-2025;79,165.00
18-Aug-2025;79,330.00
15-Aug-2025;79,235.00
14-Aug-2025;79,505.00
13-Aug-2025;79,535.00
12-Aug-2025;79,210.00
11-Aug-2025;79,235.00
08-Aug-2025;78,580.00
07-Aug-2025;78,550.00
06-Aug-2025;78,395.00
05-Aug-2025;78,675.00
04-Aug-2025;78,470.00
01-Aug-2025;78,370.00
31-Jul-2025;78,600.00
30-Jul-2025;79,320.00
29-Jul-2025;79,050.00
28-Jul-2025;79,110.00
25-Jul-2025;79,495.00
24-Jul-2025;79,850.00
23-Jul-2025;79,840.00
22-Jul-2025;79,835.00
21-Jul-2025;79,615.00
18-Jul-2025;78,730.00
17-Jul-2025;78,060.00
16-Jul-2025;78,085.00
15-Jul-2025;78,040.00
14-Jul-2025;78,505.00
11-Jul-2025;78,775.00
10-Jul-2025;78,660.00
09-Jul-2025;79,240.00
08-Jul-2025;79,850.00
07-Jul-2025;79,950.00
04-Jul-2025;80,580.00
03-Jul-2025;81,025.00
02-Jul-2025;81,050.00
01-Jul-2025;80,255.00
30-Jun-2025;80,020.00
27-Jun-2025;80,160.00
26-Jun-2025;78,965.00
25-Jun-2025;78,615.00
24-Jun-2025;78,455.00
23-Jun-2025;78,350.00
20-Jun-2025;78,440.00
19-Jun-2025;78,715.00
18-Jun-2025;78,860.00
17-Jun-2025;78,760.00
16-Jun-2025;78,705.00
13-Jun-2025;79,020.00
12-Jun-2025;79,130.00
11-Jun-2025;79,365.00
10-Jun-2025;79,335.00
09-Jun-2025;78,935.00
06-Jun-2025;78,950.00
05-Jun-2025;78,500.00
04-Jun-2025;78,565.00
03-Jun-2025;78,545.00
30-Mai-2025;78,295.00
29-Mai-2025;78,545.00
28-Mai-2025;78,565.00
27-Mai-2025;78,570.00
26-Mai-2025;78,620.00
23-Mai-2025;78,060.00
22-Mai-2025;78,120.00
21-Mai-2025;78,525.00
20-Mai-2025;78,390.00
19-Mai-2025;78,140.00
16-Mai-2025;78,855.00
15-Mai-2025;78,750.00
14-Mai-2025;78,930.00
