Date;Close;Change;PCT;;;;;;
13-Sep-2021;51 500,00;0,00;0,00%;;;;;;
14-Sep-2021;51 500,00;0,00;0,00%;;;;;;
15-Sep-2021;51 500,00;0,00;0,00%;;;;;;
16-Sep-2021;51 500,00;0,00;0,00%;;;;;;
17-Sep-2021;53 380,00;1 880,00;3,65%;;;;;;
20-Sep-2021;53 380,00;0,00;0,00%;;;;;;
21-Sep-2021;53 380,00;0,00;0,00%;;;;;;
22-Sep-2021;53 380,00;0,00;0,00%;;;;;;
23-Sep-2021;53 380,00;0,00;0,00%;;;;;;
24-Sep-2021;53 380,00;0,00;0,00%;;;;;;
27-Sep-2021;53 380,00;0,00;0,00%;;;;;;
28-Sep-2021;53 380,00;0,00;0,00%;;;;;;
29-Sep-2021;53 380,00;0,00;0,00%;;;;;;
30-Sep-2021;53 380,00;0,00;0,00%;;;;;;
01-Oct-2021;53 380,00;0,00;0,00%;;;;;;
04-Oct-2021;53 380,00;0,00;0,00%;;;;;;
05-Oct-2021;53 380,00;0,00;0,00%;;;;;;
06-Oct-2021;53 380,00;0,00;0,00%;;;;;;
07-Oct-2021;53 380,00;0,00;0,00%;;;;;;
08-Oct-2021;53 380,00;0,00;0,00%;;;;;;
11-Oct-2021;53 380,00;0,00;0,00%;;;;;;
12-Oct-2021;53 380,00;0,00;0,00%;;;;;;
13-Oct-2021;53 380,00;0,00;0,00%;;;;;;
14-Oct-2021;56 300,00;2 920,00;5,47%;;;;;;
15-Oct-2021;56 500,00;200,00;0,36%;;;;;;
18-Oct-2021;56 545,00;45,00;0,08%;;;;;;
19-Oct-2021;56 545,00;0,00;0,00%;;;;;;
20-Oct-2021;56 545,00;0,00;0,00%;;;;;;
21-Oct-2021;56 545,00;0,00;0,00%;;;;;;
22-Oct-2021;56 545,00;0,00;0,00%;;;;;;
25-Oct-2021;56 545,00;0,00;0,00%;;;;;;
26-Oct-2021;56 545,00;0,00;0,00%;;;;;;
27-Oct-2021;56 545,00;0,00;0,00%;;;;;;
28-Oct-2021;56 545,00;0,00;0,00%;;;;;;
29-Oct-2021;56 545,00;0,00;0,00%;;;;;;
01-Nov-2021;56 545,00;0,00;0,00%;;;;;;
02-Nov-2021;56 545,00;0,00;0,00%;;;;;;
03-Nov-2021;58 300,00;1 755,00;3,10%;;;;;;
04-Nov-2021;58 500,00;200,00;0,34%;;;;;;
05-Nov-2021;59 500,00;1 000,00;1,71%;;;;;;
08-Nov-2021;59 500,00;0,00;0,00%;;;;;;
09-Nov-2021;59 500,00;0,00;0,00%;;;;;;
10-Nov-2021;59 500,00;0,00;0,00%;;;;;;
11-Nov-2021;59 500,00;0,00;0,00%;;;;;;
12-Nov-2021;59 500,00;0,00;0,00%;;;;;;
15-Nov-2021;59 500,00;0,00;0,00%;;;;;;
16-Nov-2021;61 500,00;2 000,00;3,36%;;;;;;
17-Nov-2021;61 550,00;50,00;0,08%;;;;;;
18-Nov-2021;61 550,00;0,00;0,00%;;;;;;
19-Nov-2021;61 550,00;0,00;0,00%;;;;;;
22-Nov-2021;61 550,00;0,00;0,00%;;;;;;
23-Nov-2021;63 155,00;1 605,00;2,61%;;;;;;
24-Nov-2021;63 155,00;0,00;0,00%;;;;;;
25-Nov-2021;63 155,00;0,00;0,00%;;;;;;
26-Nov-2021;63 155,00;0,00;0,00%;;;;;;
29-Nov-2021;63 155,00;0,00;0,00%;;;;;;
30-Nov-2021;65 800,00;2 645,00;4,19%;;;;;;
01-Dec-2021;66 150,00;350,00;0,53%;;;;;;
02-Dec-2021;67 050,00;900,00;1,36%;;;;;;
03-Dec-2021;67 050,00;0,00;0,00%;;;;;;
06-Dec-2021;69 320,00;2 270,00;3,39%;;;;;;
07-Dec-2021;69 815,00;495,00;0,71%;;;;;;
08-Dec-2021;69 815,00;0,00;0,00%;;;;;;
09-Dec-2021;69 815,00;0,00;0,00%;;;;;;
10-Dec-2021;69 815,00;0,00;0,00%;;;;;;
13-Dec-2021;69 815,00;0,00;0,00%;;;;;;
14-Dec-2021;69 815,00;0,00;0,00%;;;;;;
15-Dec-2021;69 815,00;0,00;0,00%;;;;;;
16-Dec-2021;69 815,00;0,00;0,00%;;;;;;
17-Dec-2021;70 500,00;685,00;0,98%;;;;;;
20-Dec-2021;70 500,00;0,00;0,00%;;;;;;
21-Dec-2021;70 500,00;0,00;0,00%;;;;;;
22-Dec-2021;70 500,00;0,00;0,00%;;;;;;
23-Dec-2021;70 500,00;0,00;0,00%;;;;;;
24-Dec-2021;70 500,00;0,00;0,00%;;;;;;
29-Dec-2021;70 500,00;0,00;0,00%;;;;;;
30-Dec-2021;70 500,00;0,00;0,00%;;;;;;
31-Dec-2021;70 500,00;0,00;0,00%;;;;;;
04-Jan-2022;70 500,00;0,00;0,00%;;;;;;
05-Jan-2022;70 500,00;0,00;0,00%;;;;;;
06-Jan-2022;70 500,00;0,00;0,00%;;;;;;
07-Jan-2022;70 500,00;0,00;0,00%;;;;;;
10-Jan-2022;70 500,00;0,00;0,00%;;;;;;
11-Jan-2022;70 500,00;0,00;0,00%;;;;;;
12-Jan-2022;70 500,00;0,00;0,00%;;;;;;
13-Jan-2022;70 500,00;0,00;0,00%;;;;;;
14-Jan-2022;70 500,00;0,00;0,00%;;;;;;
17-Jan-2022;70 500,00;0,00;0,00%;;;;;;
18-Jan-2022;70 500,00;0,00;0,00%;;;;;;
19-Jan-2022;70 500,00;0,00;0,00%;;;;;;
20-Jan-2022;72 000,00;1 500,00;2,13%;;;;;;
21-Jan-2022;72 000,00;0,00;0,00%;;;;;;
24-Jan-2022;72 000,00;0,00;0,00%;;;;;;
25-Jan-2022;71 000,00;--1 000,00;--1,39%;;;;;;
26-Jan-2022;71 000,00;0,00;0,00%;;;;;;
27-Jan-2022;71 000,00;0,00;0,00%;;;;;;
28-Jan-2022;71 000,00;0,00;0,00%;;;;;;
31-Jan-2022;71 000,00;0,00;0,00%;;;;;;
01-Feb-2022;71 000,00;0,00;0,00%;;;;;;
02-Feb-2022;71 000,00;0,00;0,00%;;;;;;
03-Feb-2022;71 000,00;0,00;0,00%;;;;;;
04-Feb-2022;71 000,00;0,00;0,00%;;;;;;
07-Feb-2022;71 000,00;0,00;0,00%;;;;;;
08-Feb-2022;71 000,00;0,00;0,00%;;;;;;
09-Feb-2022;71 000,00;0,00;0,00%;;;;;;
10-Feb-2022;71 000,00;0,00;0,00%;;;;;;
11-Feb-2022;71 000,00;0,00;0,00%;;;;;;
14-Feb-2022;71 000,00;0,00;0,00%;;;;;;
15-Feb-2022;71 000,00;0,00;0,00%;;;;;;
16-Feb-2022;71 000,00;0,00;0,00%;;;;;;
17-Feb-2022;71 000,00;0,00;0,00%;;;;;;
18-Feb-2022;72 780,00;1 780,00;2,51%;;;;;;
21-Feb-2022;72 780,00;0,00;0,00%;;;;;;
22-Feb-2022;73 290,00;510,00;0,70%;;;;;;
23-Feb-2022;73 290,00;0,00;0,00%;;;;;;
24-Feb-2022;74 000,00;710,00;0,97%;;;;;;
25-Feb-2022;74 000,00;0,00;0,00%;;;;;;
28-Feb-2022;74 000,00;0,00;0,00%;;;;;;
01-Mar-2022;74 000,00;0,00;0,00%;;;;;;
02-Mar-2022;74 000,00;0,00;0,00%;;;;;;
03-Mar-2022;75 800,00;1 800,00;2,43%;;;;;;
04-Mar-2022;75 800,00;0,00;0,00%;;;;;;
07-Mar-2022;79 295,00;3 495,00;4,61%;;;;;;
08-Mar-2022;81 795,00;2 500,00;3,15%;;;;;;
09-Mar-2022;82 000,00;205,00;0,25%;;;;;;
10-Mar-2022;82 000,00;0,00;0,00%;;;;;;
11-Mar-2022;82 000,00;0,00;0,00%;;;;;;
14-Mar-2022;82 000,00;0,00;0,00%;;;;;;
15-Mar-2022;82 000,00;0,00;0,00%;;;;;;
16-Mar-2022;82 000,00;0,00;0,00%;;;;;;
17-Mar-2022;82 000,00;0,00;0,00%;;;;;;
18-Mar-2022;82 000,00;0,00;0,00%;;;;;;
21-Mar-2022;82 000,00;0,00;0,00%;;;;;;
22-Mar-2022;82 000,00;0,00;0,00%;;;;;;
23-Mar-2022;82 000,00;0,00;0,00%;;;;;;
24-Mar-2022;82 000,00;0,00;0,00%;;;;;;
25-Mar-2022;82 000,00;0,00;0,00%;;;;;;
28-Mar-2022;82 000,00;0,00;0,00%;;;;;;
29-Mar-2022;82 000,00;0,00;0,00%;;;;;;
30-Mar-2022;82 000,00;0,00;0,00%;;;;;;
31-Mar-2022;82 000,00;0,00;0,00%;;;;;;
01-Apr-2022;82 000,00;0,00;0,00%;;;;;;
04-Apr-2022;82 000,00;0,00;0,00%;;;;;;
05-Apr-2022;82 000,00;0,00;0,00%;;;;;;
06-Apr-2022;82 000,00;0,00;0,00%;;;;;;
07-Apr-2022;82 000,00;0,00;0,00%;;;;;;
08-Apr-2022;82 000,00;0,00;0,00%;;;;;;
11-Apr-2022;82 000,00;0,00;0,00%;;;;;;
12-Apr-2022;82 000,00;0,00;0,00%;;;;;;
13-Apr-2022;82 000,00;0,00;0,00%;;;;;;
14-Apr-2022;82 000,00;0,00;0,00%;;;;;;
19-Apr-2022;82 000,00;0,00;0,00%;;;;;;
20-Apr-2022;82 000,00;0,00;0,00%;;;;;;
21-Apr-2022;82 000,00;0,00;0,00%;;;;;;
22-Apr-2022;82 000,00;0,00;0,00%;;;;;;
25-Apr-2022;82 000,00;0,00;0,00%;;;;;;
26-Apr-2022;82 000,00;0,00;0,00%;;;;;;
27-Apr-2022;82 000,00;0,00;0,00%;;;;;;
28-Apr-2022;82 000,00;0,00;0,00%;;;;;;
29-Apr-2022;82 000,00;0,00;0,00%;;;;;;
03-May-2022;82 000,00;0,00;0,00%;;;;;;
04-May-2022;82 000,00;0,00;0,00%;;;;;;
05-May-2022;82 000,00;0,00;0,00%;;;;;;
06-May-2022;82 000,00;0,00;0,00%;;;;;;
09-May-2022;82 000,00;0,00;0,00%;;;;;;
10-May-2022;82 000,00;0,00;0,00%;;;;;;
11-May-2022;82 000,00;0,00;0,00%;;;;;;
12-May-2022;82 000,00;0,00;0,00%;;;;;;
13-May-2022;82 000,00;0,00;0,00%;;;;;;
16-May-2022;75 000,00;--7 000,00;--8,54%;;;;;;
17-May-2022;75 000,00;0,00;0,00%;;;;;;
18-May-2022;75 000,00;0,00;0,00%;;;;;;
19-May-2022;75 000,00;0,00;0,00%;;;;;;
20-May-2022;75 000,00;0,00;0,00%;;;;;;
23-May-2022;75 000,00;0,00;0,00%;;;;;;
24-May-2022;75 000,00;0,00;0,00%;;;;;;
25-May-2022;75 000,00;0,00;0,00%;;;;;;
26-May-2022;75 000,00;0,00;0,00%;;;;;;
27-May-2022;74 000,00;--1 000,00;--1,33%;;;;;;
30-May-2022;74 000,00;0,00;0,00%;;;;;;
31-May-2022;74 000,00;0,00;0,00%;;;;;;
01-Jun-2022;74 000,00;0,00;0,00%;;;;;;
06-Jun-2022;73 895,00;--105,00;--0,14%;;;;;;
07-Jun-2022;72 900,00;--995,00;--1,35%;;;;;;
08-Jun-2022;72 900,00;0,00;0,00%;;;;;;
09-Jun-2022;72 900,00;0,00;0,00%;;;;;;
10-Jun-2022;72 900,00;0,00;0,00%;;;;;;
13-Jun-2022;72 415,00;--485,00;--0,67%;;;;;;
14-Jun-2022;72 415,00;0,00;0,00%;;;;;;
15-Jun-2022;72 415,00;0,00;0,00%;;;;;;
16-Jun-2022;72 415,00;0,00;0,00%;;;;;;
17-Jun-2022;72 400,00;--15,00;--0,02%;;;;;;
20-Jun-2022;72 400,00;0,00;0,00%;;;;;;
21-Jun-2022;72 400,00;0,00;0,00%;;;;;;
22-Jun-2022;72 400,00;0,00;0,00%;;;;;;
23-Jun-2022;72 400,00;0,00;0,00%;;;;;;
24-Jun-2022;72 400,00;0,00;0,00%;;;;;;
27-Jun-2022;71 460,00;--940,00;--1,30%;;;;;;
28-Jun-2022;70 460,00;--1 000,00;--1,40%;;;;;;
29-Jun-2022;70 460,00;0,00;0,00%;;;;;;
30-Jun-2022;70 460,00;0,00;0,00%;;;;;;
01-Jul-2022;65 445,00;--5 015,00;--7,12%;;;;;;
04-Jul-2022;65 445,00;0,00;0,00%;;;;;;
05-Jul-2022;65 445,00;0,00;0,00%;;;;;;
06-Jul-2022;60 460,00;--4 985,00;--7,62%;;;;;;
07-Jul-2022;60 450,00;--10,00;--0,02%;;;;;;
08-Jul-2022;60 445,00;--5,00;--0,01%;;;;;;
11-Jul-2022;60 445,00;0,00;0,00%;;;;;;
12-Jul-2022;60 445,00;0,00;0,00%;;;;;;
13-Jul-2022;60 445,00;0,00;0,00%;;;;;;
14-Jul-2022;60 445,00;0,00;0,00%;;;;;;
15-Jul-2022;55 445,00;--5 000,00;--8,27%;;;;;;
18-Jul-2022;50 460,00;--4 985,00;--8,99%;;;;;;
19-Jul-2022;50 460,00;0,00;0,00%;;;;;;
20-Jul-2022;50 460,00;0,00;0,00%;;;;;;
21-Jul-2022;50 460,00;0,00;0,00%;;;;;;
22-Jul-2022;50 460,00;0,00;0,00%;;;;;;
25-Jul-2022;50 460,00;0,00;0,00%;;;;;;
26-Jul-2022;50 460,00;0,00;0,00%;;;;;;
27-Jul-2022;50 460,00;0,00;0,00%;;;;;;
28-Jul-2022;50 460,00;0,00;0,00%;;;;;;
29-Jul-2022;50 460,00;0,00;0,00%;;;;;;
01-Aug-2022;50 460,00;0,00;0,00%;;;;;;
02-Aug-2022;50 460,00;0,00;0,00%;;;;;;
03-Aug-2022;50 460,00;0,00;0,00%;;;;;;
04-Aug-2022;49 445,00;--1 015,00;--2,01%;;;;;;
05-Aug-2022;49 445,00;0,00;0,00%;;;;;;
08-Aug-2022;49 445,00;0,00;0,00%;;;;;;
09-Aug-2022;49 445,00;0,00;0,00%;;;;;;
10-Aug-2022;47 455,00;--1 990,00;--4,02%;;;;;;
11-Aug-2022;47 455,00;0,00;0,00%;;;;;;
12-Aug-2022;47 455,00;0,00;0,00%;;;;;;
15-Aug-2022;46 955,00;--500,00;--1,05%;;;;;;
16-Aug-2022;46 955,00;0,00;0,00%;;;;;;
17-Aug-2022;49 455,00;2 500,00;5,32%;;;;;;
18-Aug-2022;49 455,00;0,00;0,00%;;;;;;
19-Aug-2022;49 455,00;0,00;0,00%;;;;;;
22-Aug-2022;49 455,00;0,00;0,00%;;;;;;
23-Aug-2022;49 455,00;0,00;0,00%;;;;;;
24-Aug-2022;51 955,00;2 500,00;5,06%;;;;;;
25-Aug-2022;51 955,00;0,00;0,00%;;;;;;
26-Aug-2022;51 955,00;0,00;0,00%;;;;;;
30-Aug-2022;51 955,00;0,00;0,00%;;;;;;
31-Aug-2022;51 955,00;0,00;0,00%;;;;;;
01-Sep-2022;51 955,00;0,00;0,00%;;;;;;
02-Sep-2022;51 955,00;0,00;0,00%;;;;;;
05-Sep-2022;51 955,00;0,00;0,00%;;;;;;
06-Sep-2022;51 955,00;0,00;0,00%;;;;;;
07-Sep-2022;51 955,00;0,00;0,00%;;;;;;
08-Sep-2022;51 955,00;0,00;0,00%;;;;;;
09-Sep-2022;51 955,00;0,00;0,00%;;;;;;
12-Sep-2022;51 955,00;0,00;0,00%;;;;;;
13-Sep-2022;51 955,00;0,00;0,00%;;;;;;
14-Sep-2022;51 955,00;0,00;0,00%;;;;;;
15-Sep-2022;51 955,00;0,00;0,00%;;;;;;
16-Sep-2022;51 955,00;0,00;0,00%;;;;;;
19-Sep-2022;51 955,00;0,00;0,00%;;;;;;
20-Sep-2022;51 955,00;0,00;0,00%;;;;;;
21-Sep-2022;51 955,00;0,00;0,00%;;;;;;
22-Sep-2022;51 955,00;0,00;0,00%;;;;;;
23-Sep-2022;51 955,00;0,00;0,00%;;;;;;
26-Sep-2022;51 955,00;0,00;0,00%;;;;;;
27-Sep-2022;51 955,00;0,00;0,00%;;;;;;
28-Sep-2022;51 955,00;0,00;0,00%;;;;;;
29-Sep-2022;51 955,00;0,00;0,00%;;;;;;
30-Sep-2022;51 955,00;0,00;0,00%;;;;;;
03-Oct-2022;51 955,00;0,00;0,00%;;;;;;
04-Oct-2022;51 955,00;0,00;0,00%;;;;;;
05-Oct-2022;51 955,00;0,00;0,00%;;;;;;
06-Oct-2022;51 955,00;0,00;0,00%;;;;;;
07-Oct-2022;51 955,00;0,00;0,00%;;;;;;
10-Oct-2022;51 955,00;0,00;0,00%;;;;;;
11-Oct-2022;51 955,00;0,00;0,00%;;;;;;
12-Oct-2022;51 955,00;0,00;0,00%;;;;;;
13-Oct-2022;51 955,00;0,00;0,00%;;;;;;
14-Oct-2022;51 955,00;0,00;0,00%;;;;;;
17-Oct-2022;51 955,00;0,00;0,00%;;;;;;
18-Oct-2022;51 955,00;0,00;0,00%;;;;;;
19-Oct-2022;51 955,00;0,00;0,00%;;;;;;
20-Oct-2022;51 955,00;0,00;0,00%;;;;;;
21-Oct-2022;51 955,00;0,00;0,00%;;;;;;
24-Oct-2022;51 955,00;0,00;0,00%;;;;;;
25-Oct-2022;51 955,00;0,00;0,00%;;;;;;
26-Oct-2022;51 955,00;0,00;0,00%;;;;;;
27-Oct-2022;51 955,00;0,00;0,00%;;;;;;
28-Oct-2022;51 955,00;0,00;0,00%;;;;;;
31-Oct-2022;51 955,00;0,00;0,00%;;;;;;
01-Nov-2022;51 955,00;0,00;0,00%;;;;;;
02-Nov-2022;51 955,00;0,00;0,00%;;;;;;
03-Nov-2022;51 955,00;0,00;0,00%;;;;;;
04-Nov-2022;51 955,00;0,00;0,00%;;;;;;
07-Nov-2022;51 955,00;0,00;0,00%;;;;;;
08-Nov-2022;51 955,00;0,00;0,00%;;;;;;
09-Nov-2022;51 955,00;0,00;0,00%;;;;;;
10-Nov-2022;51 955,00;0,00;0,00%;;;;;;
11-Nov-2022;51 955,00;0,00;0,00%;;;;;;
14-Nov-2022;51 955,00;0,00;0,00%;;;;;;
15-Nov-2022;51 955,00;0,00;0,00%;;;;;;
16-Nov-2022;51 955,00;0,00;0,00%;;;;;;
17-Nov-2022;51 955,00;0,00;0,00%;;;;;;
18-Nov-2022;51 955,00;0,00;0,00%;;;;;;
21-Nov-2022;51 955,00;0,00;0,00%;;;;;;
22-Nov-2022;51 955,00;0,00;0,00%;;;;;;
23-Nov-2022;51 955,00;0,00;0,00%;;;;;;
24-Nov-2022;51 955,00;0,00;0,00%;;;;;;
25-Nov-2022;51 955,00;0,00;0,00%;;;;;;
28-Nov-2022;51 955,00;0,00;0,00%;;;;;;
29-Nov-2022;51 955,00;0,00;0,00%;;;;;;
30-Nov-2022;51 955,00;0,00;0,00%;;;;;;
01-Dec-2022;51 955,00;0,00;0,00%;;;;;;
02-Dec-2022;51 955,00;0,00;0,00%;;;;;;
05-Dec-2022;51 955,00;0,00;0,00%;;;;;;
06-Dec-2022;51 955,00;0,00;0,00%;;;;;;
07-Dec-2022;51 955,00;0,00;0,00%;;;;;;
08-Dec-2022;51 955,00;0,00;0,00%;;;;;;
09-Dec-2022;51 955,00;0,00;0,00%;;;;;;
12-Dec-2022;51 955,00;0,00;0,00%;;;;;;
13-Dec-2022;51 955,00;0,00;0,00%;;;;;;
14-Dec-2022;51 955,00;0,00;0,00%;;;;;;
15-Dec-2022;51 955,00;0,00;0,00%;;;;;;
16-Dec-2022;51 955,00;0,00;0,00%;;;;;;
19-Dec-2022;51 955,00;0,00;0,00%;;;;;;
20-Dec-2022;51 955,00;0,00;0,00%;;;;;;
21-Dec-2022;51 955,00;0,00;0,00%;;;;;;
22-Dec-2022;51 955,00;0,00;0,00%;;;;;;
23-Dec-2022;51 955,00;0,00;0,00%;;;;;;
28-Dec-2022;51 955,00;0,00;0,00%;;;;;;
29-Dec-2022;51 955,00;0,00;0,00%;;;;;;
30-Dec-2022;51 955,00;0,00;0,00%;;;;;;
03-Jan-2023;50 455,00;--1 500,00;--2,89%;;;;;;
04-Jan-2023;50 455,00;0,00;0,00%;;;;;;
05-Jan-2023;50 000,00;--455,00;--0,90%;;;;;;
06-Jan-2023;49 000,00;--1 000,00;--2,00%;;;;;;
09-Jan-2023;49 000,00;0,00;0,00%;;;;;;
10-Jan-2023;49 000,00;0,00;0,00%;;;;;;
11-Jan-2023;49 000,00;0,00;0,00%;;;;;;
12-Jan-2023;49 000,00;0,00;0,00%;;;;;;
13-Jan-2023;49 000,00;0,00;0,00%;;;;;;
16-Jan-2023;49 000,00;0,00;0,00%;;;;;;
17-Jan-2023;49 000,00;0,00;0,00%;;;;;;
18-Jan-2023;49 000,00;0,00;0,00%;;;;;;
19-Jan-2023;49 000,00;0,00;0,00%;;;;;;
20-Jan-2023;49 000,00;0,00;0,00%;;;;;;
23-Jan-2023;49 000,00;0,00;0,00%;;;;;;
24-Jan-2023;49 000,00;0,00;0,00%;;;;;;
25-Jan-2023;49 000,00;0,00;0,00%;;;;;;
26-Jan-2023;49 000,00;0,00;0,00%;;;;;;
27-Jan-2023;49 000,00;0,00;0,00%;;;;;;
30-Jan-2023;49 000,00;0,00;0,00%;;;;;;
31-Jan-2023;49 000,00;0,00;0,00%;;;;;;
01-Feb-2023;41 685,00;--7 315,00;--14,93%;;;;;;
02-Feb-2023;41 685,00;0,00;0,00%;;;;;;
03-Feb-2023;38 920,00;--2 765,00;--6,63%;;;;;;
06-Feb-2023;38 920,00;0,00;0,00%;;;;;;
07-Feb-2023;38 920,00;0,00;0,00%;;;;;;
08-Feb-2023;38 920,00;0,00;0,00%;;;;;;
09-Feb-2023;38 920,00;0,00;0,00%;;;;;;
10-Feb-2023;38 920,00;0,00;0,00%;;;;;;
13-Feb-2023;38 920,00;0,00;0,00%;;;;;;
14-Feb-2023;35 690,00;--3 230,00;--8,30%;;;;;;
15-Feb-2023;35 690,00;0,00;0,00%;;;;;;
16-Feb-2023;35 690,00;0,00;0,00%;;;;;;
17-Feb-2023;35 690,00;0,00;0,00%;;;;;;
20-Feb-2023;35 690,00;0,00;0,00%;;;;;;
21-Feb-2023;35 690,00;0,00;0,00%;;;;;;
22-Feb-2023;34 180,00;--1 510,00;--4,23%;;;;;;
23-Feb-2023;34 180,00;0,00;0,00%;;;;;;
24-Feb-2023;34 180,00;0,00;0,00%;;;;;;
27-Feb-2023;34 180,00;0,00;0,00%;;;;;;
28-Feb-2023;34 180,00;0,00;0,00%;;;;;;
01-Mar-2023;34 180,00;0,00;0,00%;;;;;;
02-Mar-2023;34 180,00;0,00;0,00%;;;;;;
03-Mar-2023;34 180,00;0,00;0,00%;;;;;;
06-Mar-2023;34 180,00;0,00;0,00%;;;;;;
07-Mar-2023;34 180,00;0,00;0,00%;;;;;;
08-Mar-2023;34 180,00;0,00;0,00%;;;;;;
09-Mar-2023;34 180,00;0,00;0,00%;;;;;;
10-Mar-2023;34 180,00;0,00;0,00%;;;;;;
13-Mar-2023;34 180,00;0,00;0,00%;;;;;;
14-Mar-2023;34 180,00;0,00;0,00%;;;;;;
15-Mar-2023;34 180,00;0,00;0,00%;;;;;;
16-Mar-2023;34 180,00;0,00;0,00%;;;;;;
17-Mar-2023;34 180,00;0,00;0,00%;;;;;;
20-Mar-2023;34 180,00;0,00;0,00%;;;;;;
21-Mar-2023;34 180,00;0,00;0,00%;;;;;;
22-Mar-2023;34 180,00;0,00;0,00%;;;;;;
23-Mar-2023;34 180,00;0,00;0,00%;;;;;;
24-Mar-2023;34 180,00;0,00;0,00%;;;;;;
27-Mar-2023;34 180,00;0,00;0,00%;;;;;;
28-Mar-2023;34 430,00;250,00;0,73%;;;;;;
29-Mar-2023;34 930,00;500,00;1,45%;;;;;;
30-Mar-2023;34 930,00;0,00;0,00%;;;;;;
31-Mar-2023;34 930,00;0,00;0,00%;;;;;;
03-Apr-2023;34 930,00;0,00;0,00%;;;;;;
04-Apr-2023;34 930,00;0,00;0,00%;;;;;;
05-Apr-2023;34 930,00;0,00;0,00%;;;;;;
06-Apr-2023;34 930,00;0,00;0,00%;;;;;;
11-Apr-2023;34 930,00;0,00;0,00%;;;;;;
12-Apr-2023;34 930,00;0,00;0,00%;;;;;;
13-Apr-2023;34 930,00;0,00;0,00%;;;;;;
14-Apr-2023;34 930,00;0,00;0,00%;;;;;;
17-Apr-2023;34 930,00;0,00;0,00%;;;;;;
18-Apr-2023;34 930,00;0,00;0,00%;;;;;;
19-Apr-2023;34 930,00;0,00;0,00%;;;;;;
20-Apr-2023;34 930,00;0,00;0,00%;;;;;;
21-Apr-2023;34 930,00;0,00;0,00%;;;;;;
24-Apr-2023;34 930,00;0,00;0,00%;;;;;;
25-Apr-2023;34 930,00;0,00;0,00%;;;;;;
26-Apr-2023;34 930,00;0,00;0,00%;;;;;;
27-Apr-2023;34 930,00;0,00;0,00%;;;;;;
28-Apr-2023;34 930,00;0,00;0,00%;;;;;;
02-May-2023;34 930,00;0,00;0,00%;;;;;;
03-May-2023;34 930,00;0,00;0,00%;;;;;;
04-May-2023;34 930,00;0,00;0,00%;;;;;;
05-May-2023;34 930,00;0,00;0,00%;;;;;;
09-May-2023;34 930,00;0,00;0,00%;;;;;;
10-May-2023;34 930,00;0,00;0,00%;;;;;;
11-May-2023;34 930,00;0,00;0,00%;;;;;;
12-May-2023;34 930,00;0,00;0,00%;;;;;;
15-May-2023;34 930,00;0,00;0,00%;;;;;;
16-May-2023;34 930,00;0,00;0,00%;;;;;;
17-May-2023;34 930,00;0,00;0,00%;;;;;;
18-May-2023;34 930,00;0,00;0,00%;;;;;;
19-May-2023;34 930,00;0,00;0,00%;;;;;;
22-May-2023;34 930,00;0,00;0,00%;;;;;;
23-May-2023;34 930,00;0,00;0,00%;;;;;;
24-May-2023;30 195,00;--4 735,00;--13,56%;;;;;;
25-May-2023;30 180,00;--15,00;--0,05%;;;;;;
26-May-2023;29 525,00;--655,00;--2,17%;;;;;;
30-May-2023;29 525,00;0,00;0,00%;;;;;;
31-May-2023;29 525,00;0,00;0,00%;;;;;;
01-Jun-2023;29 525,00;0,00;0,00%;;;;;;
02-Jun-2023;29 525,00;0,00;0,00%;;;;;;
05-Jun-2023;29 525,00;0,00;0,00%;;;;;;
06-Jun-2023;29 525,00;0,00;0,00%;;;;;;
07-Jun-2023;29 525,00;0,00;0,00%;;;;;;
08-Jun-2023;29 525,00;0,00;0,00%;;;;;;
09-Jun-2023;29 525,00;0,00;0,00%;;;;;;
12-Jun-2023;29 525,00;0,00;0,00%;;;;;;
13-Jun-2023;29 525,00;0,00;0,00%;;;;;;
14-Jun-2023;29 525,00;0,00;0,00%;;;;;;
15-Jun-2023;29 525,00;0,00;0,00%;;;;;;
16-Jun-2023;29 525,00;0,00;0,00%;;;;;;
19-Jun-2023;29 525,00;0,00;0,00%;;;;;;
20-Jun-2023;29 525,00;0,00;0,00%;;;;;;
21-Jun-2023;29 525,00;0,00;0,00%;;;;;;
22-Jun-2023;29 525,00;0,00;0,00%;;;;;;
23-Jun-2023;29 525,00;0,00;0,00%;;;;;;
26-Jun-2023;29 525,00;0,00;0,00%;;;;;;
27-Jun-2023;29 525,00;0,00;0,00%;;;;;;
28-Jun-2023;29 525,00;0,00;0,00%;;;;;;
29-Jun-2023;31 380,00;1 855,00;6,28%;;;;;;
30-Jun-2023;33 420,00;2 040,00;6,50%;;;;;;
03-Jul-2023;33 420,00;0,00;0,00%;;;;;;
04-Jul-2023;33 420,00;0,00;0,00%;;;;;;
05-Jul-2023;33 420,00;0,00;0,00%;;;;;;
06-Jul-2023;33 420,00;0,00;0,00%;;;;;;
07-Jul-2023;33 420,00;0,00;0,00%;;;;;;
10-Jul-2023;33 420,00;0,00;0,00%;;;;;;
11-Jul-2023;33 420,00;0,00;0,00%;;;;;;
12-Jul-2023;33 420,00;0,00;0,00%;;;;;;
13-Jul-2023;33 420,00;0,00;0,00%;;;;;;
14-Jul-2023;33 420,00;0,00;0,00%;;;;;;
17-Jul-2023;33 420,00;0,00;0,00%;;;;;;
